Lat,Long
34.0720505,-118.4527105
34.0737302653061,-118.445061081633
34.0731465,-118.440781
34.0677025,-118.449714100694
34.0602814,-118.4467379
34.063723,-118.448076
34.0737250816327,-118.445057102041
34.0737302653061,-118.445061081633
34.0006818,-118.4086143
33.9934250909091,-118.454451727273
34.0765338819174,-118.468621382334
34.0625974,-118.4506816
34.0742068,-118.4386291
34.070465,-118.453068
34.070465,-118.453068
34.0670761,-118.4467842
34.0670761,-118.4467842
34.0604015,-118.4432628
34.06969781213,-118.448892934044
34.0731465,-118.440781
34.0737354489796,-118.445065061224
34.023903,-118.401268857143
34.0731465,-118.440781
34.070398,-118.453309
34.0670761,-118.4467842
34.061768,-118.4480304
34.073663,-118.445244
34.0684559760943,-118.439051168031
34.0664646,-118.446506694027
34.0729738367347,-118.439735387755
34.0655908,-118.4452581
34.0731465,-118.440781
34.0006818,-118.4086143
34.0742068,-118.4386291
34.1480398,-118.4704198
34.0731465,-118.440781
34.0664646,-118.446506694027
34.0615781736558,-118.446459590579
34.0634558,-118.4445261
34.0737250816327,-118.445057102041
34.05938235,-118.446843032121
34.0655908,-118.4452581
34.0655908,-118.4452581
34.0655908,-118.4452581
34.06612545,-118.443770410228
34.0742068,-118.4386291
34.06389335,-118.452514144125
34.0743613559903,-118.438577203405
34.0689154545455,-118.451331181818
34.0090999,-117.8649745
34.0669833333333,-118.449183333333
34.0655908,-118.4452581
34.0006818,-118.4086143
34.002692,-118.465488
34.0655908,-118.4452581
34.062649,-118.445146
34.062649,-118.445146
34.0760913,-118.4402651
34.0634382040816,-118.447145367347
34.0634558,-118.4445261
34.0200671455001,-118.40662676465
33.9957731,-118.4562985
34.1480398,-118.4704198
34.0742068,-118.4386291
34.070276,-118.454039
34.070276,-118.454039
34.0006818,-118.4086143
34.0729738367347,-118.439735387755
34.0659862031989,-118.451896529534
34.0610705102041,-118.444481836735
34.06743245,-118.446310188686
34.062648,-118.447131
34.0731465,-118.440781
34.062448,-118.445398
