id,"name",elevation,"timestamp",strength,latitude,longitude
1241,"UCLA_WEB_RES",0,"2018-04-16 06:57:09",-57,34.070086,-118.450136
1242,"UCLA_SECURE_RES",0,"2018-04-16 06:57:09",-54,34.070086,-118.450136
1243,"UCLA_WIFI_RES",0,"2018-04-16 06:57:10",-54,34.070086,-118.450136
1244,"UCLA_WEB_RES",0,"2018-04-16 07:24:01",-77,34.070145,-118.450398
1245,"UCLA_SECURE_RES",0,"2018-04-16 07:24:01",-58,34.070145,-118.450398
1246,"UCLA_WIFI_RES",0,"2018-04-16 07:24:01",-77,34.070145,-118.450398
1247,"UCLA_SECURE_RES",134.451,"2018-04-16 08:56:02",-70,34.073354,-118.449903
1248,"eduroam",0,"2018-04-16 14:43:52",-60,34.070315,-118.450281
1249,"UCLA_WEB",0,"2018-04-16 14:43:52",-59,34.070315,-118.450281
1250,"UCLA_WIFI",0,"2018-04-16 14:43:52",-59,34.070315,-118.450281
1251,"eduroam",108,"2018-04-16 14:58:05",-61,34.072346,-118.441694
1252,"UCLA_WEB",108,"2018-04-16 14:58:05",-61,34.072346,-118.441694
1253,"UCLA_WIFI",108,"2018-04-16 14:58:05",-69,34.072346,-118.441694
1254,"UCLA_WIFI",0,"2018-04-16 15:12:31",-50,34.072927,-118.441364
1255,"UCLA_WEB",0,"2018-04-16 15:12:31",-50,34.072927,-118.441364
1256,"eduroam",0,"2018-04-16 15:12:31",-62,34.072927,-118.441364
1257,"eduroam",121,"2018-04-16 16:51:53",-72,34.070727,-118.442032
1258,"UCLA_WIFI",121,"2018-04-16 16:51:53",-76,34.070727,-118.442032
1259,"UCLA_WEB",121,"2018-04-16 16:51:53",-78,34.070727,-118.442032
1260,"UCLA_WIFI",119,"2018-04-16 16:57:54",-67,34.069008,-118.441587
1261,"UCLA_WEB",119,"2018-04-16 16:57:54",-67,34.069008,-118.441587
1262,"eduroam",119,"2018-04-16 16:57:54",-64,34.069008,-118.441587
1263,"UCLA_SECURE_RES",168,"2018-04-16 18:05:12",-45,34.071200,-118.449254
1264,"UCLA_WIFI_RES",168,"2018-04-16 18:05:12",-45,34.071200,-118.449254
1265,"eduroam",168,"2018-04-16 18:05:12",-88,34.071200,-118.449254
1266,"UCLA_WEB_RES",168,"2018-04-16 18:05:12",-46,34.071200,-118.449254
1267,"UCLA_WIFI",168,"2018-04-16 18:05:12",-87,34.071200,-118.449254
1268,"UCLA_WEB",168,"2018-04-16 18:05:12",-88,34.071200,-118.449254
1269,"UCLA_WEB_RES",122,"2018-04-16 18:13:13",-92,34.070667,-118.450024
1270,"UCLA_WIFI_RES",122,"2018-04-16 18:13:13",-65,34.070667,-118.450024
1271,"eduroam",122,"2018-04-16 18:13:13",-86,34.070667,-118.450024
1272,"UCLA_SECURE_RES",122,"2018-04-16 18:13:13",-81,34.070667,-118.450024
1273,"UCLA_WIFI",122,"2018-04-16 18:13:14",-85,34.070667,-118.450024
1274,"UCLA_WEB",122,"2018-04-16 18:13:14",-86,34.070667,-118.450024
1275,"UCLA_WEB_RES",96,"2018-04-16 18:50:53",-73,34.071660,-118.449759
1276,"UCLA_WIFI_RES",96,"2018-04-16 18:50:53",-73,34.071660,-118.449759
1277,"eduroam",96,"2018-04-16 18:50:53",-63,34.071660,-118.449759
1278,"UCLA_SECURE_RES",96,"2018-04-16 18:50:53",-74,34.071660,-118.449759
1279,"UCLA_WIFI",96,"2018-04-16 18:50:53",-62,34.071660,-118.449759
1280,"UCLA_WEB",96,"2018-04-16 18:50:53",-83,34.071660,-118.449759
1281,"UCLA_WIFI_RES",0,"2018-04-16 19:01:44",-46,34.071419,-118.449856
1282,"UCLA_WEB",0,"2018-04-16 19:01:44",-52,34.071419,-118.449856
1283,"UCLA_WIFI",0,"2018-04-16 19:01:44",-53,34.071419,-118.449856
1284,"UCLA_WEB_RES",0,"2018-04-16 19:01:44",-74,34.071419,-118.449856
1285,"eduroam",0,"2018-04-16 19:01:44",-52,34.071419,-118.449856
1286,"UCLA_SECURE_RES",0,"2018-04-16 19:01:44",-46,34.071419,-118.449856
1287,"UCLA_SECURE_RES",121,"2018-04-16 19:10:08",-87,34.071731,-118.449921
1288,"UCLA_WEB",121,"2018-04-16 19:10:08",-54,34.071731,-118.449921
1289,"UCLA_WIFI",121,"2018-04-16 19:10:08",-62,34.071731,-118.449921
1290,"eduroam",121,"2018-04-16 19:10:08",-62,34.071731,-118.449921
1291,"UCLA_WEB_RES",121,"2018-04-16 19:10:09",-87,34.071731,-118.449921
1292,"eduroam",0,"2018-04-16 19:27:29",-65,34.071655,-118.450014
1293,"UCLA_WEB",0,"2018-04-16 19:27:29",-74,34.071655,-118.450014
1294,"UCLA_WIFI",0,"2018-04-16 19:27:29",-66,34.071655,-118.450014
1295,"UCLA_SECURE_RES",100,"2018-04-16 19:45:32",-79,34.070446,-118.449646
1296,"UCLA_WIFI",100,"2018-04-16 19:45:32",-77,34.070446,-118.449646
1297,"UCLA_WEB",100,"2018-04-16 19:45:32",-73,34.070446,-118.449646
1298,"eduroam",100,"2018-04-16 19:45:32",-77,34.070446,-118.449646
1299,"UCLA_WEB_RES",100,"2018-04-16 19:45:32",-79,34.070446,-118.449646
1300,"UCLA_WIFI_RES",100,"2018-04-16 19:45:32",-80,34.070446,-118.449646
1301,"UCLA_WEB_RES",0,"2018-04-16 19:51:34",-91,34.070180,-118.450307
1302,"UCLA_WIFI_RES",0,"2018-04-16 19:51:34",-89,34.070180,-118.450307
1303,"UCLA_SECURE_RES",0,"2018-04-16 19:51:34",-80,34.070180,-118.450307
1304,"eduroam",115.488,"2018-04-16 20:15:08",-46,34.073642,-118.442106
1305,"eduroam",132.181,"2018-04-16 20:22:19",-45,34.073780,-118.442344
1306,"eduroam",119.01,"2018-04-16 20:25:00",-62,34.068888,-118.442820
1307,"eduroam",132.652,"2018-04-16 20:27:45",-45,34.073716,-118.442295
1308,"eduroam",133.108,"2018-04-16 20:33:13",-45,34.073635,-118.442235
1309,"eduroam",132.814,"2018-04-16 20:40:04",-51,34.073575,-118.442272
1310,"eduroam",146.111,"2018-04-16 20:46:03",-51,34.073313,-118.442142
1311,"UCLA_WEB",121.055,"2018-04-16 20:51:27",-51,34.073182,-118.444806
1312,"UCLA_WIFI",90,"2018-04-16 20:54:29",-73,34.070923,-118.448182
1313,"eduroam",90,"2018-04-16 20:54:29",-84,34.070923,-118.448182
1314,"UCLA_WEB",90,"2018-04-16 20:54:29",-85,34.070923,-118.448182
1315,"N/A",129.471,"2018-04-16 20:56:26",-51,34.073201,-118.449053
1316,"UCLA_WEB",130.663,"2018-04-16 21:01:29",-51,34.072921,-118.449614
1317,"eduroam",58,"2018-04-16 21:05:43",-60,34.068970,-118.443677
1318,"UCLA_WIFI",58,"2018-04-16 21:05:43",-60,34.068970,-118.443677
1319,"UCLA_WEB",58,"2018-04-16 21:05:43",-70,34.068970,-118.443677
1320,"UCLA_WEB",135.168,"2018-04-16 21:07:18",-64,34.073031,-118.450001
1321,"UCLA_WIFI",0,"2018-04-16 21:12:03",-57,34.068532,-118.443306
1322,"UCLA_WEB",0,"2018-04-16 21:12:03",-53,34.068532,-118.443306
1323,"eduroam",0,"2018-04-16 21:12:03",-57,34.068532,-118.443306
1324,"UCLA_WEB",135.428,"2018-04-16 21:12:30",-64,34.073014,-118.450018
1325,"UCLA_WEB",136.795,"2018-04-16 21:17:44",-64,34.072982,-118.450204
1326,"WIFIB1299D",114.631,"2018-04-16 22:03:12",-32,34.065328,-118.449574
1327,"UCLA_WIFI_RES",0,"2018-04-16 23:15:18",-74,34.070158,-118.450207
1328,"UCLA_WEB_RES",0,"2018-04-16 23:15:18",-75,34.070158,-118.450207
1329,"UCLA_SECURE_RES",0,"2018-04-16 23:15:18",-75,34.070158,-118.450207
1330,"eduroam",0,"2018-04-17 00:34:30",-87,34.070361,-118.450303
1331,"UCLA_WEB",0,"2018-04-17 00:34:30",-87,34.070361,-118.450303
1332,"UCLA_WIFI_RES",0,"2018-04-17 00:34:30",-79,34.070361,-118.450303
1333,"UCLA_WIFI",0,"2018-04-17 00:34:30",-83,34.070361,-118.450303
1334,"UCLA_WEB",0,"2018-04-17 00:41:26",-58,34.070335,-118.450220
1335,"eduroam",0,"2018-04-17 00:41:26",-49,34.070335,-118.450220
1336,"UCLA_WIFI",0,"2018-04-17 00:41:26",-60,34.070335,-118.450220
1337,"UCLA_WEB",0,"2018-04-17 00:54:50",-60,34.070373,-118.450141
1338,"eduroam",0,"2018-04-17 00:54:50",-53,34.070373,-118.450141
1339,"UCLA_WIFI",0,"2018-04-17 00:54:50",-67,34.070373,-118.450141
1340,"UCLA_SECURE_RES",0,"2018-04-17 01:20:36",-79,34.070153,-118.450271
1341,"UCLA_WIFI_RES",0,"2018-04-17 01:20:36",-79,34.070153,-118.450271
1342,"UCLA_WEB_RES",0,"2018-04-17 01:20:36",-80,34.070153,-118.450271
1343,"WIFIB1299D",112.766,"2018-04-17 02:04:20",-64,34.065209,-118.449584
1344,"UCLA_SECURE_RES",134,"2018-04-17 02:39:10",-59,34.073329,-118.449904
1345,"UCLA_WIFI_RES",0,"2018-04-17 02:53:37",-78,34.070015,-118.450200
1346,"UCLA_SECURE_RES",0,"2018-04-17 02:53:37",-78,34.070015,-118.450200
1347,"UCLA_WEB_RES",0,"2018-04-17 02:53:37",-78,34.070015,-118.450200
1348,"UCLA_SECURE_RES",0,"2018-04-17 03:00:43",-89,34.070486,-118.451170
1349,"UCLA_WEB_RES",0,"2018-04-17 03:00:49",-90,34.070486,-118.451170
1350,"UCLA_WEB_RES",103,"2018-04-17 04:15:47",-88,34.070731,-118.450587
1351,"UCLA_WEB",103,"2018-04-17 04:15:47",-65,34.070731,-118.450587
1352,"UCLA_SECURE_RES",103,"2018-04-17 04:15:47",-84,34.070731,-118.450587
1353,"eduroam",103,"2018-04-17 04:15:47",-65,34.070731,-118.450587
1354,"UCLA_WIFI",103,"2018-04-17 04:15:47",-65,34.070731,-118.450587
1355,"UCLA_WIFI_RES",103,"2018-04-17 04:15:47",-84,34.070731,-118.450587
1356,"UCLA_WEB_RES",0,"2018-04-17 04:20:59",-80,34.070181,-118.450317
1357,"UCLA_SECURE_RES",0,"2018-04-17 04:20:59",-80,34.070181,-118.450317
1358,"UCLA_WIFI_RES",0,"2018-04-17 04:20:59",-80,34.070181,-118.450317
1359,"UCLA_SECURE_RES",0,"2018-04-17 04:41:46",-82,34.070174,-118.450290
1360,"UCLA_WIFI_RES",0,"2018-04-17 04:41:46",-83,34.070174,-118.450290
1361,"UCLA_WEB_RES",0,"2018-04-17 04:41:46",-82,34.070174,-118.450290
1362,"UCLA_SECURE_RES",0,"2018-04-17 04:51:59",-78,34.070164,-118.450292
1363,"UCLA_WIFI_RES",0,"2018-04-17 04:51:59",-78,34.070164,-118.450292
1364,"UCLA_WEB_RES",0,"2018-04-17 04:51:59",-78,34.070164,-118.450292
1365,"UCLA_WIFI_RES",0,"2018-04-17 04:57:09",-80,34.070108,-118.450161
1366,"UCLA_WEB_RES",0,"2018-04-17 04:57:09",-80,34.070108,-118.450161
1367,"UCLA_SECURE_RES",0,"2018-04-17 04:57:09",-80,34.070108,-118.450161
1368,"UCLA_WIFI_RES",0,"2018-04-17 05:02:19",-77,34.070147,-118.450274
1369,"UCLA_WEB_RES",0,"2018-04-17 05:02:19",-77,34.070147,-118.450274
1370,"UCLA_SECURE_RES",0,"2018-04-17 05:02:19",-77,34.070147,-118.450274
1371,"WIFIB1299D",112.53,"2018-04-17 07:11:05",-48,34.065239,-118.449514
1372,"UCLA_WEB",143,"2018-04-17 13:58:08",-79,34.070931,-118.449959
1373,"UCLA_WEB_RES",143,"2018-04-17 13:58:08",-81,34.070931,-118.449959
1374,"UCLA_WIFI",143,"2018-04-17 13:58:08",-80,34.070931,-118.449959
1375,"eduroam",143,"2018-04-17 13:58:08",-79,34.070931,-118.449959
1376,"UCLA_SECURE_RES",143,"2018-04-17 13:58:08",-81,34.070931,-118.449959
1377,"UCLA_WIFI_RES",143,"2018-04-17 13:58:08",-82,34.070931,-118.449959
1378,"UCLA_SECURE_RES",0,"2018-04-17 14:04:58",-76,34.070424,-118.450139
1379,"UCLA_WEB",0,"2018-04-17 14:04:58",-60,34.070424,-118.450139
1380,"eduroam",0,"2018-04-17 14:04:58",-59,34.070424,-118.450139
1381,"UCLA_WIFI",0,"2018-04-17 14:04:58",-60,34.070424,-118.450139
1382,"UCLA_WIFI_RES",0,"2018-04-17 14:04:58",-76,34.070424,-118.450139
1383,"UCLA_WEB_RES",0,"2018-04-17 14:04:58",-74,34.070424,-118.450139
1384,"UCLA_WEB",99,"2018-04-17 14:10:58",-59,34.070915,-118.450171
1385,"UCLA_SECURE_RES",99,"2018-04-17 14:10:58",-75,34.070915,-118.450171
1386,"eduroam",99,"2018-04-17 14:10:58",-60,34.070915,-118.450171
1387,"UCLA_WIFI",99,"2018-04-17 14:10:58",-63,34.070915,-118.450171
1388,"UCLA_WEB_RES",99,"2018-04-17 14:10:58",-75,34.070915,-118.450171
1389,"UCLA_WIFI_RES",99,"2018-04-17 14:10:58",-87,34.070915,-118.450171
1390,"UCLA_WEB_RES",0,"2018-04-17 14:17:53",-66,34.070096,-118.450217
1391,"UCLA_SECURE_RES",0,"2018-04-17 14:17:53",-67,34.070096,-118.450217
1392,"UCLA_WIFI_RES",0,"2018-04-17 14:17:53",-67,34.070096,-118.450217
1393,"UCLA_WEB_RES",114,"2018-04-17 14:28:52",-66,34.070674,-118.440944
1394,"UCLA_SECURE_RES",114,"2018-04-17 14:28:52",-67,34.070674,-118.440944
1395,"UCLA_WIFI_RES",114,"2018-04-17 14:28:52",-67,34.070674,-118.440944
1396,"eduroam",82,"2018-04-17 18:23:49",-86,34.070915,-118.443930
1397,"UCLA_WIFI",82,"2018-04-17 18:23:49",-86,34.070915,-118.443930
1398,"UCLA_WEB",82,"2018-04-17 18:23:49",-86,34.070915,-118.443930
1399,"UCLA_WEB_RES",0,"2018-04-17 18:30:10",-43,34.071613,-118.449721
1400,"eduroam",0,"2018-04-17 18:30:10",-75,34.071613,-118.449721
1401,"UCLA_WIFI_RES",0,"2018-04-17 18:30:10",-43,34.071613,-118.449721
1402,"UCLA_SECURE_RES",0,"2018-04-17 18:30:10",-43,34.071613,-118.449721
1403,"UCLA_WIFI",0,"2018-04-17 18:30:10",-76,34.071613,-118.449721
1404,"UCLA_WEB",0,"2018-04-17 18:30:10",-75,34.071613,-118.449721
1405,"UCLA_SECURE_RES",0,"2018-04-17 18:40:57",-77,34.071441,-118.449820
1406,"UCLA_WEB_RES",0,"2018-04-17 18:40:57",-77,34.071441,-118.449820
1407,"UCLA_WIFI_RES",0,"2018-04-17 18:40:57",-77,34.071441,-118.449820
1408,"eduroam",0,"2018-04-17 18:40:57",-69,34.071441,-118.449820
1409,"UCLA_WIFI",0,"2018-04-17 18:40:57",-70,34.071441,-118.449820
1410,"UCLA_WEB",0,"2018-04-17 18:40:57",-71,34.071441,-118.449820
1411,"UCLA_WIFI_RES",0,"2018-04-17 19:08:05",-80,34.071584,-118.449740
1412,"UCLA_SECURE_RES",0,"2018-04-17 19:08:05",-80,34.071584,-118.449740
1413,"UCLA_WEB_RES",0,"2018-04-17 19:08:05",-80,34.071584,-118.449740
1414,"eduroam",0,"2018-04-17 19:08:07",-74,34.071584,-118.449740
1415,"UCLA_WEB",0,"2018-04-17 19:08:07",-74,34.071584,-118.449740
1416,"UCLA_WIFI",0,"2018-04-17 19:08:07",-75,34.071584,-118.449740
1417,"eduroam",0,"2018-04-17 19:17:04",-64,34.071684,-118.450064
1418,"UCLA_WIFI",0,"2018-04-17 19:17:04",-65,34.071684,-118.450064
1419,"UCLA_WEB",0,"2018-04-17 19:17:04",-64,34.071684,-118.450064
1420,"UCLA_WEB",0,"2018-04-17 19:25:37",-67,34.071631,-118.449939
1421,"UCLA_WIFI",0,"2018-04-17 19:25:37",-67,34.071631,-118.449939
1422,"eduroam",0,"2018-04-17 19:25:37",-67,34.071631,-118.449939
1423,"UCLA_WIFI",0,"2018-04-17 19:32:50",-74,34.071491,-118.449998
1424,"eduroam",0,"2018-04-17 19:32:50",-74,34.071491,-118.449998
1425,"UCLA_WEB",0,"2018-04-17 19:32:51",-73,34.071491,-118.449998
1426,"eduroam",0,"2018-04-17 19:39:04",-66,34.071504,-118.450045
1427,"UCLA_WEB",0,"2018-04-17 19:39:04",-63,34.071504,-118.450045
1428,"UCLA_WIFI",0,"2018-04-17 19:39:09",-65,34.071504,-118.450045
1429,"UCLA_WIFI",0,"2018-04-17 19:46:06",-69,34.071601,-118.449945
1430,"eduroam",0,"2018-04-17 19:46:06",-68,34.071601,-118.449945
1431,"UCLA_WEB",0,"2018-04-17 19:46:06",-68,34.071601,-118.449945
1432,"UCLA_WIFI",0,"2018-04-17 19:54:08",-59,34.070332,-118.449597
1433,"UCLA_WEB",0,"2018-04-17 19:54:08",-63,34.070332,-118.449597
1434,"eduroam",0,"2018-04-17 19:54:08",-59,34.070332,-118.449597
1435,"UCLA_SECURE_RES",0,"2018-04-17 19:54:08",-73,34.070332,-118.449597
1436,"UCLA_WEB_RES",0,"2018-04-17 19:54:08",-73,34.070332,-118.449597
1437,"UCLA_WIFI_RES",0,"2018-04-17 19:54:08",-73,34.070332,-118.449597
1438,"UCLA_WEB_RES",0,"2018-04-17 20:01:46",-77,34.070193,-118.450316
1439,"UCLA_WIFI_RES",0,"2018-04-17 20:01:46",-70,34.070193,-118.450316
1440,"UCLA_SECURE_RES",0,"2018-04-17 20:01:46",-78,34.070193,-118.450316
1441,"UCLA_WEB_RES",0,"2018-04-17 20:33:11",-64,34.070092,-118.450148
1442,"UCLA_WIFI_RES",0,"2018-04-17 20:33:11",-64,34.070092,-118.450148
1443,"UCLA_SECURE_RES",0,"2018-04-17 20:33:11",-64,34.070092,-118.450148
1444,"UCLA_WEB_RES",0,"2018-04-17 20:38:30",-72,34.070183,-118.450307
1445,"UCLA_WIFI_RES",0,"2018-04-17 20:38:30",-72,34.070183,-118.450307
1446,"UCLA_SECURE_RES",0,"2018-04-17 20:38:30",-72,34.070183,-118.450307
1447,"UCLA_WEB_RES",0,"2018-04-17 21:43:38",-75,34.070175,-118.450301
1448,"UCLA_WIFI_RES",0,"2018-04-17 21:43:38",-76,34.070175,-118.450301
1449,"UCLA_SECURE_RES",0,"2018-04-17 21:43:38",-76,34.070175,-118.450301
1450,"UCLA_WIFI_RES",0,"2018-04-17 22:04:18",-76,34.070191,-118.450326
1451,"UCLA_SECURE_RES",0,"2018-04-17 22:04:18",-76,34.070191,-118.450326
1452,"UCLA_WEB_RES",0,"2018-04-17 22:04:18",-76,34.070191,-118.450326
1453,"UCLA_WEB_RES",0,"2018-04-17 22:14:39",-76,34.070178,-118.450310
1454,"UCLA_WIFI_RES",0,"2018-04-17 22:14:39",-76,34.070178,-118.450310
1455,"UCLA_SECURE_RES",0,"2018-04-17 22:14:39",-77,34.070178,-118.450310
1456,"UCLA_WEB_RES",0,"2018-04-17 23:00:17",-73,34.070009,-118.450203
1457,"UCLA_WIFI_RES",0,"2018-04-17 23:00:17",-80,34.070009,-118.450203
1458,"UCLA_SECURE_RES",0,"2018-04-17 23:00:17",-73,34.070009,-118.450203
1459,"UCLA_WIFI_RES",0,"2018-04-17 23:05:27",-81,34.070197,-118.450320
1460,"UCLA_SECURE_RES",0,"2018-04-17 23:05:27",-82,34.070197,-118.450320
1461,"UCLA_WEB_RES",0,"2018-04-17 23:05:27",-82,34.070197,-118.450320
1462,"UCLA_SECURE_RES",0,"2018-04-17 23:11:00",-72,34.070208,-118.450333
1463,"UCLA_WEB_RES",0,"2018-04-17 23:11:00",-72,34.070208,-118.450333
1464,"UCLA_WIFI_RES",0,"2018-04-17 23:11:00",-81,34.070208,-118.450333
1465,"eduroam",155.423,"2018-04-17 23:27:41",-47,34.073033,-118.452044
1466,"UCLA_WEB_RES",0,"2018-04-17 23:30:03",-79,34.070148,-118.450251
1467,"UCLA_WIFI_RES",0,"2018-04-17 23:30:03",-76,34.070148,-118.450251
1468,"UCLA_SECURE_RES",0,"2018-04-17 23:30:03",-79,34.070148,-118.450251
1469,"eduroam",156.146,"2018-04-17 23:34:13",-48,34.072869,-118.452329
1470,"eduroam",148.111,"2018-04-17 23:39:20",-48,34.072834,-118.452309
1471,"eduroam",148.011,"2018-04-17 23:44:57",-48,34.072983,-118.452262
1472,"UCLA_WIFI",0,"2018-04-17 23:48:00",-90,34.071930,-118.451411
1473,"UCLA_WEB",0,"2018-04-17 23:48:00",-92,34.071930,-118.451411
1474,"eduroam",142.747,"2018-04-17 23:51:26",-49,34.073061,-118.452240
1475,"eduroam",0,"2018-04-17 23:54:56",-88,34.072058,-118.451482
1476,"UCLA_WIFI_RES",0,"2018-04-17 23:54:56",-82,34.072058,-118.451482
1477,"UCLA_WEB_RES",0,"2018-04-17 23:54:56",-92,34.072058,-118.451482
1478,"UCLA_SECURE_RES",0,"2018-04-17 23:54:56",-82,34.072058,-118.451482
1479,"UCLA_WIFI",0,"2018-04-17 23:54:56",-89,34.072058,-118.451482
1480,"UCLA_WEB",0,"2018-04-17 23:54:56",-88,34.072058,-118.451482
1481,"eduroam",156.262,"2018-04-17 23:56:56",-49,34.072951,-118.452152
1482,"UCLA_WIFI",0,"2018-04-18 00:00:06",-89,34.071833,-118.451488
1483,"UCLA_WEB_RES",0,"2018-04-18 00:00:06",-93,34.071833,-118.451488
1484,"UCLA_WEB",0,"2018-04-18 00:00:06",-90,34.071833,-118.451488
1485,"eduroam",0,"2018-04-18 00:00:06",-91,34.071833,-118.451488
1486,"UCLA_SECURE_RES",0,"2018-04-18 00:00:06",-79,34.071833,-118.451488
1487,"eduroam",109.683,"2018-04-18 00:02:04",-38,34.072930,-118.452202
1488,"UCLA_WEB_RES",0,"2018-04-18 00:05:16",-89,34.071849,-118.451461
1489,"UCLA_WIFI",0,"2018-04-18 00:05:16",-73,34.071849,-118.451461
1490,"eduroam",0,"2018-04-18 00:05:16",-89,34.071849,-118.451461
1491,"UCLA_SECURE_RES",0,"2018-04-18 00:05:16",-90,34.071849,-118.451461
1492,"UCLA_WIFI_RES",0,"2018-04-18 00:05:16",-76,34.071849,-118.451461
1493,"UCLA_WEB",0,"2018-04-18 00:05:16",-88,34.071849,-118.451461
1494,"eduroam",117.756,"2018-04-18 00:07:11",-38,34.072982,-118.451913
1495,"eduroam",128.136,"2018-04-18 00:12:19",-38,34.072899,-118.451876
1496,"eduroam",0,"2018-04-18 00:13:08",-71,34.071587,-118.451466
1497,"UCLA_WEB",0,"2018-04-18 00:13:08",-72,34.071587,-118.451466
1498,"UCLA_SECURE_RES",0,"2018-04-18 00:13:08",-84,34.071587,-118.451466
1499,"UCLA_WIFI",0,"2018-04-18 00:13:08",-71,34.071587,-118.451466
1500,"UCLA_WIFI_RES",0,"2018-04-18 00:13:08",-85,34.071587,-118.451466
1501,"UCLA_WEB_RES",0,"2018-04-18 00:13:08",-69,34.071587,-118.451466
1502,"UCLA_WIFI_RES",118,"2018-04-18 00:25:27",-78,34.071062,-118.451958
1503,"UCLA_WIFI",118,"2018-04-18 00:25:27",-46,34.071062,-118.451958
1504,"eduroam",118,"2018-04-18 00:25:27",-46,34.071062,-118.451958
1505,"UCLA_WEB",118,"2018-04-18 00:25:27",-47,34.071062,-118.451958
1506,"UCLA_WEB_RES",118,"2018-04-18 00:25:27",-77,34.071062,-118.451958
1507,"UCLA_SECURE_RES",118,"2018-04-18 00:25:27",-77,34.071062,-118.451958
1508,"UCLA_WIFI_RES",0,"2018-04-18 00:33:49",-86,34.071589,-118.451349
1509,"UCLA_WEB",0,"2018-04-18 00:33:49",-54,34.071589,-118.451349
1510,"UCLA_WIFI",0,"2018-04-18 00:33:49",-53,34.071589,-118.451349
1511,"eduroam",0,"2018-04-18 00:33:49",-52,34.071589,-118.451349
1512,"UCLA_SECURE_RES",0,"2018-04-18 00:33:49",-75,34.071589,-118.451349
1513,"UCLA_WEB_RES",0,"2018-04-18 00:33:49",-76,34.071589,-118.451349
1514,"UCLA_WEB_RES",121,"2018-04-18 00:51:05",-77,34.073035,-118.451177
1515,"UCLA_SECURE_RES",121,"2018-04-18 00:51:05",-90,34.073035,-118.451177
1516,"UCLA_WIFI_RES",121,"2018-04-18 00:51:05",-77,34.073035,-118.451177
1517,"UCLA_WIFI",0,"2018-04-18 00:58:54",-60,34.072258,-118.451403
1518,"UCLA_WIFI_RES",0,"2018-04-18 00:58:54",-67,34.072258,-118.451403
1519,"eduroam",0,"2018-04-18 00:58:54",-64,34.072258,-118.451403
1520,"UCLA_WEB",0,"2018-04-18 00:58:54",-60,34.072258,-118.451403
1521,"UCLA_SECURE_RES",0,"2018-04-18 00:58:54",-75,34.072258,-118.451403
1522,"UCLA_WEB_RES",0,"2018-04-18 00:58:54",-75,34.072258,-118.451403
1523,"UCLA_WEB",125,"2018-04-18 01:04:04",-60,34.072204,-118.451193
1524,"UCLA_WIFI",125,"2018-04-18 01:04:04",-60,34.072204,-118.451193
1525,"eduroam",125,"2018-04-18 01:04:04",-64,34.072204,-118.451193
