"ENROLLMENT","CLASS","SECT_NBR","GRADE","GRD_COUNT","ENRL_TOT","INSTR_CD","TITLE","ENROL_TERM","LG_numeric","PERCENTAGE"
191,"AF AMER 6 - STREETER, C.A.",2,"A-",42,102,1,"Trends in Black Intellectual Thought",253,10,0.412
191,"AF AMER 6 - STREETER, C.A.",2,"B+",42,102,1,"Trends in Black Intellectual Thought",253,9,0.412
191,"AF AMER 6 - STREETER, C.A.",2,"B",1,102,1,"Trends in Black Intellectual Thought",253,8,0.01
191,"AF AMER 6 - STREETER, C.A.",2,"B-",1,102,1,"Trends in Black Intellectual Thought",253,7,0.01
191,"AF AMER 6 - STREETER, C.A.",2,"I",6,102,1,"Trends in Black Intellectual Thought",253,0,0.059
191,"AF AMER M107 - AVIDAN, L.",1,"A",12,19,1,"Cultural History of Rap",253,11,0.632
191,"AF AMER M107 - AVIDAN, L.",1,"A-",5,19,1,"Cultural History of Rap",253,10,0.263
191,"AF AMER M107 - AVIDAN, L.",1,"B+",1,19,1,"Cultural History of Rap",253,9,0.053
191,"AF AMER M107 - AVIDAN, L.",1,"I",1,19,1,"Cultural History of Rap",253,0,0.053
191,"AF AMER M150D - GARDETTE, S.A.",1,"A+",1,13,1,"Recent African American Urban Histo",NA,12,0.077
191,"AF AMER M150D - GARDETTE, S.A.",1,"A",7,13,1,"Recent African American Urban Histo",NA,11,0.538
191,"AF AMER M150D - GARDETTE, S.A.",1,"B+",1,13,1,"Recent African American Urban Histo",NA,9,0.077
191,"AF AMER M150D - GARDETTE, S.A.",1,"B",2,13,1,"Recent African American Urban Histo",NA,8,0.154
191,"AF AMER M150D - GARDETTE, S.A.",1,"F",1,13,1,"Recent African American Urban Histo",NA,0,0.077
191,"AF AMER M150D - GARDETTE, S.A.",1,"P",1,13,1,"Recent African American Urban Histo",NA,4,0.077
191,"AF AMER M165 - VALIZADEH, N.",1,"A+",3,15,1,"Sociology of Race and Labor",253,12,0.2
191,"AF AMER M165 - VALIZADEH, N.",1,"A",5,15,1,"Sociology of Race and Labor",253,11,0.333
191,"AF AMER M165 - VALIZADEH, N.",1,"A-",3,15,1,"Sociology of Race and Labor",253,10,0.2
191,"AF AMER M165 - VALIZADEH, N.",1,"B+",2,15,1,"Sociology of Race and Labor",253,9,0.133
191,"AF AMER M165 - VALIZADEH, N.",1,"B",1,15,1,"Sociology of Race and Labor",253,8,0.067
191,"AF AMER M165 - VALIZADEH, N.",1,"C+",1,15,1,"Sociology of Race and Labor",253,6,0.067
191,"AF AMER M173 - HUNTER, M.",1,"A+",10,45,3,"Nonviolence and Social Movements",253,12,0.222
191,"AF AMER M173 - HUNTER, M.",1,"A",33,45,3,"Nonviolence and Social Movements",253,11,0.733
191,"AF AMER M173 - HUNTER, M.",1,"B",1,45,3,"Nonviolence and Social Movements",253,8,0.022
191,"AF AMER M173 - HUNTER, M.",1,"C",1,45,3,"Nonviolence and Social Movements",253,5,0.022
191,"AF AMER 188A - GREEN, C.D.",1,"A+",20,33,1,"Special Courses in African American S",NA,12,0.606
191,"AF AMER 188A - GREEN, C.D.",1,"A",13,33,1,"Special Courses in African American S",NA,11,0.394
191,"AF AMER C191 - SIMPKINS, A.M.",1,"A",17,17,1,"Variable Topics Research Seminars: A",NA,11,1
191,"AN N EA 10W - SCHNIEDEWIND, W.M.",1,"A",6,20,3,"Jerusalem: Holy City",253,11,0.3
191,"AN N EA 10W - SCHNIEDEWIND, W.M.",1,"A-",3,20,3,"Jerusalem: Holy City",253,10,0.15
191,"AN N EA 10W - SCHNIEDEWIND, W.M.",1,"B+",5,20,3,"Jerusalem: Holy City",253,9,0.25
191,"AN N EA 10W - SCHNIEDEWIND, W.M.",1,"B",2,20,3,"Jerusalem: Holy City",253,8,0.1
191,"AN N EA 10W - SCHNIEDEWIND, W.M.",1,"B-",1,20,3,"Jerusalem: Holy City",253,7,0.05
191,"AN N EA 10W - SCHNIEDEWIND, W.M.",1,"C+",1,20,3,"Jerusalem: Holy City",253,6,0.05
191,"AN N EA 10W - SCHNIEDEWIND, W.M.",1,"F",1,20,3,"Jerusalem: Holy City",253,0,0.05
191,"AN N EA 10W - SCHNIEDEWIND, W.M.",1,"I",1,20,3,"Jerusalem: Holy City",253,0,0.05
191,"AN N EA 10W - SCHNIEDEWIND, W.M. LEC 3",3,"A",4,16,3,"Jerusalem: Holy City",253,11,0.25
191,"AN N EA 10W - SCHNIEDEWIND, W.M. LEC 3",3,"A-",4,16,3,"Jerusalem: Holy City",253,10,0.25
191,"AN N EA 10W - SCHNIEDEWIND, W.M. LEC 3",3,"B+",5,16,3,"Jerusalem: Holy City",253,9,0.312
191,"AN N EA 10W - SCHNIEDEWIND, W.M. LEC 3",3,"B",1,16,3,"Jerusalem: Holy City",253,8,0.062
191,"AN N EA 10W - SCHNIEDEWIND, W.M. LEC 3",3,"C+",1,16,3,"Jerusalem: Holy City",253,6,0.062
191,"AN N EA 10W - SCHNIEDEWIND, W.M. LEC 3",3,"F",1,16,3,"Jerusalem: Holy City",253,0,0.062
191,"AN N EA 10W - SCHNIEDEWIND, W.M. LEC 4",4,"A",6,19,3,"Jerusalem: Holy City",253,11,0.316
191,"AN N EA 10W - SCHNIEDEWIND, W.M. LEC 4",4,"A-",8,19,3,"Jerusalem: Holy City",253,10,0.421
191,"AN N EA 10W - SCHNIEDEWIND, W.M. LEC 4",4,"B+",2,19,3,"Jerusalem: Holy City",253,9,0.105
191,"AN N EA 10W - SCHNIEDEWIND, W.M. LEC 4",4,"B",1,19,3,"Jerusalem: Holy City",253,8,0.053
191,"AN N EA 10W - SCHNIEDEWIND, W.M. LEC 4",4,"C",2,19,3,"Jerusalem: Holy City",253,5,0.105
191,"AN N EA 15W - COONEY, K.M.",1,"A+",1,88,1,"Women and Power in Ancient World",253,12,0.011
191,"AN N EA 15W - COONEY, K.M.",1,"A",16,88,1,"Women and Power in Ancient World",253,11,0.182
191,"AN N EA 15W - COONEY, K.M.",1,"A-",20,88,1,"Women and Power in Ancient World",253,10,0.227
191,"AN N EA 15W - COONEY, K.M.",1,"B+",13,88,1,"Women and Power in Ancient World",253,9,0.148
191,"AN N EA 15W - COONEY, K.M.",1,"B",14,88,1,"Women and Power in Ancient World",253,8,0.159
191,"AN N EA 15W - COONEY, K.M.",1,"B-",7,88,1,"Women and Power in Ancient World",253,7,0.08
191,"AN N EA 15W - COONEY, K.M.",1,"C+",3,88,1,"Women and Power in Ancient World",253,6,0.034
191,"AN N EA 15W - COONEY, K.M.",1,"C",6,88,1,"Women and Power in Ancient World",253,5,0.068
191,"AN N EA 15W - COONEY, K.M.",1,"C-",2,88,1,"Women and Power in Ancient World",253,4,0.023
191,"AN N EA 15W - COONEY, K.M.",1,"F",1,88,1,"Women and Power in Ancient World",253,0,0.011
191,"AN N EA 15W - COONEY, K.M.",1,"NP",2,88,1,"Women and Power in Ancient World",253,0,0.023
191,"AN N EA 15W - COONEY, K.M.",1,"P",3,88,1,"Women and Power in Ancient World",253,4,0.034
191,"AN N EA 15W - COONEY, K.M. LEC 2",2,"A+",27,96,1,"Women and Power in Ancient World",253,12,0.281
191,"AN N EA 15W - COONEY, K.M. LEC 2",2,"A",21,96,1,"Women and Power in Ancient World",253,11,0.219
191,"AN N EA 15W - COONEY, K.M. LEC 2",2,"A-",16,96,1,"Women and Power in Ancient World",253,10,0.167
191,"AN N EA 15W - COONEY, K.M. LEC 2",2,"B+",7,96,1,"Women and Power in Ancient World",253,9,0.073
191,"AN N EA 15W - COONEY, K.M. LEC 2",2,"B",10,96,1,"Women and Power in Ancient World",253,8,0.104
191,"AN N EA 15W - COONEY, K.M. LEC 2",2,"B-",6,96,1,"Women and Power in Ancient World",253,7,0.062
191,"AN N EA 15W - COONEY, K.M. LEC 2",2,"C+",2,96,1,"Women and Power in Ancient World",253,6,0.021
191,"AN N EA 15W - COONEY, K.M. LEC 2",2,"C",1,96,1,"Women and Power in Ancient World",253,5,0.01
191,"AN N EA 15W - COONEY, K.M. LEC 2",2,"F",3,96,1,"Women and Power in Ancient World",253,0,0.031
191,"AN N EA 15W - COONEY, K.M. LEC 2",2,"I",1,96,1,"Women and Power in Ancient World",253,0,0.01
191,"AN N EA 15W - COONEY, K.M. LEC 2",2,"P",2,96,1,"Women and Power in Ancient World",253,4,0.021
191,"AN N EA M130 - COONEY, K.M.",1,"A+",3,12,3,"Ancient Egyptian Religion",253,12,0.25
191,"AN N EA M130 - COONEY, K.M.",1,"A",1,12,3,"Ancient Egyptian Religion",253,11,0.083
191,"AN N EA M130 - COONEY, K.M.",1,"A-",4,12,3,"Ancient Egyptian Religion",253,10,0.333
191,"AN N EA M130 - COONEY, K.M.",1,"B+",1,12,3,"Ancient Egyptian Religion",253,9,0.083
191,"AN N EA M130 - COONEY, K.M.",1,"B",2,12,3,"Ancient Egyptian Religion",253,8,0.167
191,"AN N EA M130 - COONEY, K.M.",1,"B-",1,12,3,"Ancient Egyptian Religion",253,7,0.083
191,"ANTHRO 3 - BOUM, A.",1,"A+",10,43,3,"Culture and Society",253,12,0.233
191,"ANTHRO 3 - BOUM, A.",1,"A",14,43,3,"Culture and Society",253,11,0.326
191,"ANTHRO 3 - BOUM, A.",1,"A-",4,43,3,"Culture and Society",253,10,0.093
191,"ANTHRO 3 - BOUM, A.",1,"B+",5,43,3,"Culture and Society",253,9,0.116
191,"ANTHRO 3 - BOUM, A.",1,"B",6,43,3,"Culture and Society",253,8,0.14
191,"ANTHRO 3 - BOUM, A.",1,"C+",1,43,3,"Culture and Society",253,6,0.023
191,"ANTHRO 3 - BOUM, A.",1,"D+",1,43,3,"Culture and Society",253,3,0.023
191,"ANTHRO 3 - BOUM, A.",1,"D",1,43,3,"Culture and Society",253,2,0.023
191,"ANTHRO 3 - BOUM, A.",1,"P",1,43,3,"Culture and Society",253,4,0.023
191,"ANTHRO 4 - MITSUHARA, T.",1,"A+",4,73,1,"Culture and Communication",253,12,0.055
191,"ANTHRO 4 - MITSUHARA, T.",1,"A",21,73,1,"Culture and Communication",253,11,0.288
191,"ANTHRO 4 - MITSUHARA, T.",1,"A-",22,73,1,"Culture and Communication",253,10,0.301
191,"ANTHRO 4 - MITSUHARA, T.",1,"B+",14,73,1,"Culture and Communication",253,9,0.192
191,"ANTHRO 4 - MITSUHARA, T.",1,"B",6,73,1,"Culture and Communication",253,8,0.082
191,"ANTHRO 4 - MITSUHARA, T.",1,"B-",2,73,1,"Culture and Communication",253,7,0.027
191,"ANTHRO 4 - MITSUHARA, T.",1,"C+",2,73,1,"Culture and Communication",253,6,0.027
191,"ANTHRO 4 - MITSUHARA, T.",1,"C-",1,73,1,"Culture and Communication",253,4,0.014
191,"ANTHRO 4 - MITSUHARA, T.",1,"D",1,73,1,"Culture and Communication",253,2,0.014
191,"ANTHRO 110 - CHEETHAM, D.T.",1,"A+",3,35,1,"Principles of Archaeology",253,12,0.086
191,"ANTHRO 110 - CHEETHAM, D.T.",1,"A",6,35,1,"Principles of Archaeology",253,11,0.171
191,"ANTHRO 110 - CHEETHAM, D.T.",1,"A-",9,35,1,"Principles of Archaeology",253,10,0.257
191,"ANTHRO 110 - CHEETHAM, D.T.",1,"B+",5,35,1,"Principles of Archaeology",253,9,0.143
191,"ANTHRO 110 - CHEETHAM, D.T.",1,"B",3,35,1,"Principles of Archaeology",253,8,0.086
191,"ANTHRO 110 - CHEETHAM, D.T.",1,"B-",8,35,1,"Principles of Archaeology",253,7,0.229
191,"ANTHRO 110 - CHEETHAM, D.T.",1,"D+",1,35,1,"Principles of Archaeology",253,3,0.029
191,"ANTHRO 124S - SNYDER, J.K.",1,"A+",5,53,1,"Evolution of Human Sexual Behavior",253,12,0.094
191,"ANTHRO 124S - SNYDER, J.K.",1,"A",15,53,1,"Evolution of Human Sexual Behavior",253,11,0.283
191,"ANTHRO 124S - SNYDER, J.K.",1,"A-",11,53,1,"Evolution of Human Sexual Behavior",253,10,0.208
191,"ANTHRO 124S - SNYDER, J.K.",1,"B+",5,53,1,"Evolution of Human Sexual Behavior",253,9,0.094
191,"ANTHRO 124S - SNYDER, J.K.",1,"B",6,53,1,"Evolution of Human Sexual Behavior",253,8,0.113
191,"ANTHRO 124S - SNYDER, J.K.",1,"B-",5,53,1,"Evolution of Human Sexual Behavior",253,7,0.094
191,"ANTHRO 124S - SNYDER, J.K.",1,"C+",4,53,1,"Evolution of Human Sexual Behavior",253,6,0.075
191,"ANTHRO 124S - SNYDER, J.K.",1,"C",1,53,1,"Evolution of Human Sexual Behavior",253,5,0.019
191,"ANTHRO 124S - SNYDER, J.K.",1,"F",1,53,1,"Evolution of Human Sexual Behavior",253,0,0.019
191,"ANTHRO 126P - RASHIDI, J.S.",1,"A+",1,22,1,"Paleopathology",253,12,0.045
191,"ANTHRO 126P - RASHIDI, J.S.",1,"A",6,22,1,"Paleopathology",253,11,0.273
191,"ANTHRO 126P - RASHIDI, J.S.",1,"A-",3,22,1,"Paleopathology",253,10,0.136
191,"ANTHRO 126P - RASHIDI, J.S.",1,"B+",3,22,1,"Paleopathology",253,9,0.136
191,"ANTHRO 126P - RASHIDI, J.S.",1,"B",1,22,1,"Paleopathology",253,8,0.045
191,"ANTHRO 126P - RASHIDI, J.S.",1,"B-",2,22,1,"Paleopathology",253,7,0.091
191,"ANTHRO 126P - RASHIDI, J.S.",1,"C+",4,22,1,"Paleopathology",253,6,0.182
191,"ANTHRO 126P - RASHIDI, J.S.",1,"C-",1,22,1,"Paleopathology",253,4,0.045
191,"ANTHRO 126P - RASHIDI, J.S.",1,"F",1,22,1,"Paleopathology",253,0,0.045
191,"ANTHRO 132 - BOUM, A.",1,"A+",2,18,3,"Anthropology of Environment",253,12,0.111
191,"ANTHRO 132 - BOUM, A.",1,"A",6,18,3,"Anthropology of Environment",253,11,0.333
191,"ANTHRO 132 - BOUM, A.",1,"A-",2,18,3,"Anthropology of Environment",253,10,0.111
191,"ANTHRO 132 - BOUM, A.",1,"B+",1,18,3,"Anthropology of Environment",253,9,0.056
191,"ANTHRO 132 - BOUM, A.",1,"B",1,18,3,"Anthropology of Environment",253,8,0.056
191,"ANTHRO 132 - BOUM, A.",1,"C",3,18,3,"Anthropology of Environment",253,5,0.167
191,"ANTHRO 132 - BOUM, A.",1,"F",3,18,3,"Anthropology of Environment",253,0,0.167
191,"ANTHRO 135 - BOUM, A.",1,"A",12,22,3,"Visual Anthropology: Documentary P ",NA,11,0.545
191,"ANTHRO 135 - BOUM, A.",1,"A-",2,22,3,"Visual Anthropology: Documentary P ",NA,10,0.091
191,"ANTHRO 135 - BOUM, A.",1,"B",3,22,3,"Visual Anthropology: Documentary P ",NA,8,0.136
191,"ANTHRO 135 - BOUM, A.",1,"B-",1,22,3,"Visual Anthropology: Documentary P ",NA,7,0.045
191,"ANTHRO 135 - BOUM, A.",1,"C+",1,22,3,"Visual Anthropology: Documentary P ",NA,6,0.045
191,"ANTHRO 135 - BOUM, A.",1,"D+",1,22,3,"Visual Anthropology: Documentary P ",NA,3,0.045
191,"ANTHRO 135 - BOUM, A.",1,"I",1,22,3,"Visual Anthropology: Documentary P ",NA,0,0.045
191,"ANTHRO 135 - BOUM, A.",1,"S",1,22,3,"Visual Anthropology: Documentary P ",NA,0,0.045
191,"ANTHRO 137P - BOUM, A.",1,"A+",19,33,3,"Anthropology of Deviance and Abnor ",NA,12,0.576
191,"ANTHRO 137P - BOUM, A.",1,"A",6,33,3,"Anthropology of Deviance and Abnor ",NA,11,0.182
191,"ANTHRO 137P - BOUM, A.",1,"B+",1,33,3,"Anthropology of Deviance and Abnor ",NA,9,0.03
191,"ANTHRO 137P - BOUM, A.",1,"B",1,33,3,"Anthropology of Deviance and Abnor ",NA,8,0.03
191,"ANTHRO 137P - BOUM, A.",1,"B-",1,33,3,"Anthropology of Deviance and Abnor ",NA,7,0.03
191,"ANTHRO 137P - BOUM, A.",1,"C+",1,33,3,"Anthropology of Deviance and Abnor ",NA,6,0.03
191,"ANTHRO 137P - BOUM, A.",1,"C",1,33,3,"Anthropology of Deviance and Abnor ",NA,5,0.03
191,"ANTHRO 137P - BOUM, A.",1,"C-",2,33,3,"Anthropology of Deviance and Abnor ",NA,4,0.061
191,"ANTHRO 137P - BOUM, A.",1,"I",1,33,3,"Anthropology of Deviance and Abnor ",NA,0,0.03
191,"ANTHRO 139 - BOUM, A.",1,"A+",1,13,3,"Selected Topics in Cultural Anthropol",NA,12,0.077
191,"ANTHRO 139 - BOUM, A.",1,"A",2,13,3,"Selected Topics in Cultural Anthropol",NA,11,0.154
191,"ANTHRO 139 - BOUM, A.",1,"A-",4,13,3,"Selected Topics in Cultural Anthropol",NA,10,0.308
191,"ANTHRO 139 - BOUM, A.",1,"B+",4,13,3,"Selected Topics in Cultural Anthropol",NA,9,0.308
191,"ANTHRO 139 - BOUM, A.",1,"C+",1,13,3,"Selected Topics in Cultural Anthropol",NA,6,0.077
191,"ANTHRO 139 - BOUM, A.",1,"C",1,13,3,"Selected Topics in Cultural Anthropol",NA,5,0.077
191,"ANTHRO 143 - BOUM, A.",1,"A+",9,31,3,"Economic Anthropology",253,12,0.29
191,"ANTHRO 143 - BOUM, A.",1,"A",12,31,3,"Economic Anthropology",253,11,0.387
191,"ANTHRO 143 - BOUM, A.",1,"A-",3,31,3,"Economic Anthropology",253,10,0.097
191,"ANTHRO 143 - BOUM, A.",1,"B+",2,31,3,"Economic Anthropology",253,9,0.065
191,"ANTHRO 143 - BOUM, A.",1,"B",2,31,3,"Economic Anthropology",253,8,0.065
191,"ANTHRO 143 - BOUM, A.",1,"B-",1,31,3,"Economic Anthropology",253,7,0.032
191,"ANTHRO 143 - BOUM, A.",1,"C+",1,31,3,"Economic Anthropology",253,6,0.032
191,"ANTHRO 143 - BOUM, A.",1,"C",1,31,3,"Economic Anthropology",253,5,0.032
191,"ANTHRO 146 - BOUM, A.",1,"A+",4,41,3,"Urban Anthropology",253,12,0.098
191,"ANTHRO 146 - BOUM, A.",1,"A",11,41,3,"Urban Anthropology",253,11,0.268
191,"ANTHRO 146 - BOUM, A.",1,"A-",9,41,3,"Urban Anthropology",253,10,0.22
191,"ANTHRO 146 - BOUM, A.",1,"B+",7,41,3,"Urban Anthropology",253,9,0.171
191,"ANTHRO 146 - BOUM, A.",1,"B",6,41,3,"Urban Anthropology",253,8,0.146
191,"ANTHRO 146 - BOUM, A.",1,"B-",1,41,3,"Urban Anthropology",253,7,0.024
191,"ANTHRO 146 - BOUM, A.",1,"C+",1,41,3,"Urban Anthropology",253,6,0.024
191,"ANTHRO 146 - BOUM, A.",1,"P",2,41,3,"Urban Anthropology",253,4,0.049
191,"ANTHRO 153 - BOUM, A.",1,"A+",4,21,3,"Language and Identity",253,12,0.19
191,"ANTHRO 153 - BOUM, A.",1,"A",3,21,3,"Language and Identity",253,11,0.143
191,"ANTHRO 153 - BOUM, A.",1,"A-",2,21,3,"Language and Identity",253,10,0.095
191,"ANTHRO 153 - BOUM, A.",1,"B+",1,21,3,"Language and Identity",253,9,0.048
191,"ANTHRO 153 - BOUM, A.",1,"B",3,21,3,"Language and Identity",253,8,0.143
191,"ANTHRO 153 - BOUM, A.",1,"B-",2,21,3,"Language and Identity",253,7,0.095
191,"ANTHRO 153 - BOUM, A.",1,"C+",1,21,3,"Language and Identity",253,6,0.048
191,"ANTHRO 153 - BOUM, A.",1,"C",2,21,3,"Language and Identity",253,5,0.095
191,"ANTHRO 153 - BOUM, A.",1,"C-",1,21,3,"Language and Identity",253,4,0.048
191,"ANTHRO 153 - BOUM, A.",1,"D",1,21,3,"Language and Identity",253,2,0.048
191,"ANTHRO 153 - BOUM, A.",1,"F",1,21,3,"Language and Identity",253,0,0.048
191,"ANTHRO 163P - PETTIER, J.",1,"A+",3,19,1,"Ideology and Social Change in Contem",NA,12,0.158
191,"ANTHRO 163P - PETTIER, J.",1,"A",1,19,1,"Ideology and Social Change in Contem",NA,11,0.053
191,"ANTHRO 163P - PETTIER, J.",1,"A-",2,19,1,"Ideology and Social Change in Contem",NA,10,0.105
191,"ANTHRO 163P - PETTIER, J.",1,"B+",1,19,1,"Ideology and Social Change in Contem",NA,9,0.053
191,"ANTHRO 163P - PETTIER, J.",1,"B",4,19,1,"Ideology and Social Change in Contem",NA,8,0.211
191,"ANTHRO 163P - PETTIER, J.",1,"B-",3,19,1,"Ideology and Social Change in Contem",NA,7,0.158
191,"ANTHRO 163P - PETTIER, J.",1,"C-",2,19,1,"Ideology and Social Change in Contem",NA,4,0.105
191,"ANTHRO 163P - PETTIER, J.",1,"D",2,19,1,"Ideology and Social Change in Contem",NA,2,0.105
191,"ANTHRO 163P - PETTIER, J.",1,"P",1,19,1,"Ideology and Social Change in Contem",NA,4,0.053
191,"APPLING 30W - MELLS, B.P.",1,"A+",2,12,1,"Language and Social Interaction",253,12,0.167
191,"APPLING 30W - MELLS, B.P.",1,"A",7,12,1,"Language and Social Interaction",253,11,0.583
191,"APPLING 30W - MELLS, B.P.",1,"A-",2,12,1,"Language and Social Interaction",253,10,0.167
191,"APPLING 30W - MELLS, B.P.",1,"B",1,12,1,"Language and Social Interaction",253,8,0.083
191,"APPLING 30W - MELLS, B.P. LEC 2",2,"A+",5,20,1,"Language and Social Interaction",253,12,0.25
191,"APPLING 30W - MELLS, B.P. LEC 2",2,"A",13,20,1,"Language and Social Interaction",253,11,0.65
191,"APPLING 30W - MELLS, B.P. LEC 2",2,"A-",2,20,1,"Language and Social Interaction",253,10,0.1
191,"APPLING 101W - AL RIFAE, K.A.",1,"A+",1,20,1,"Introduction to Language Learning an",NA,12,0.05
191,"APPLING 101W - AL RIFAE, K.A.",1,"A",6,20,1,"Introduction to Language Learning an",NA,11,0.3
191,"APPLING 101W - AL RIFAE, K.A.",1,"A-",6,20,1,"Introduction to Language Learning an",NA,10,0.3
191,"APPLING 101W - AL RIFAE, K.A.",1,"B+",4,20,1,"Introduction to Language Learning an",NA,9,0.2
191,"APPLING 101W - AL RIFAE, K.A.",1,"B",1,20,1,"Introduction to Language Learning an",NA,8,0.05
191,"APPLING 101W - AL RIFAE, K.A.",1,"B-",1,20,1,"Introduction to Language Learning an",NA,7,0.05
191,"APPLING 101W - AL RIFAE, K.A.",1,"C-",1,20,1,"Introduction to Language Learning an",NA,4,0.05
191,"APPLING 101W - AL RIFAE, K.A. LEC 2",2,"A",9,23,1,"Introduction to Language Learning an",NA,11,0.391
191,"APPLING 101W - AL RIFAE, K.A. LEC 2",2,"A-",9,23,1,"Introduction to Language Learning an",NA,10,0.391
191,"APPLING 101W - AL RIFAE, K.A. LEC 2",2,"B+",3,23,1,"Introduction to Language Learning an",NA,9,0.13
191,"APPLING 101W - AL RIFAE, K.A. LEC 2",2,"B",1,23,1,"Introduction to Language Learning an",NA,8,0.043
191,"APPLING 101W - AL RIFAE, K.A. LEC 2",2,"B-",1,23,1,"Introduction to Language Learning an",NA,7,0.043
191,"ARCH&UD 1 - SHARIF, M.",1,"P",65,65,1,"Introduction to Design",253,4,1
191,"ARCH&UD 1 - SHARIF, M. LEC 2",2,"P",30,30,1,"Introduction to Design",253,4,1
191,"ARCH&UD 103 - SHARIF, M.",1,"A",38,38,1,"Introduction to Architectural Design",253,11,1
191,"ARCH&UD CM153 - WELLS, W.R.",1,"A",5,10,1,"Introduction to Sustainable Architect ",NA,11,0.5
191,"ARCH&UD CM153 - WELLS, W.R.",1,"A-",4,10,1,"Introduction to Sustainable Architect ",NA,10,0.4
191,"ARCH&UD CM153 - WELLS, W.R.",1,"I",1,10,1,"Introduction to Sustainable Architect ",NA,0,0.1
191,"ARCH&UD 289 - ENNEMOSER, B.",1,"A+",12,60,1,"Special Topics in Architecture and Ur",253,12,0.2
191,"ARCH&UD 289 - ENNEMOSER, B.",1,"A",32,60,1,"Special Topics in Architecture and Ur",253,11,0.533
191,"ARCH&UD 289 - ENNEMOSER, B.",1,"A-",11,60,1,"Special Topics in Architecture and Ur",253,10,0.183
191,"ARCH&UD 289 - ENNEMOSER, B.",1,"B+",5,60,1,"Special Topics in Architecture and Ur",253,9,0.083
191,"ARCH&UD 289 - OSMAN, M.",2,"A+",4,60,3,"Special Topics in Architecture and Ur",253,12,0.067
191,"ARCH&UD 289 - OSMAN, M.",2,"A",6,60,3,"Special Topics in Architecture and Ur",253,11,0.1
191,"ARCH&UD 289 - OSMAN, M.",2,"A-",14,60,3,"Special Topics in Architecture and Ur",253,10,0.233
191,"ARCH&UD 289 - OSMAN, M.",2,"B+",18,60,3,"Special Topics in Architecture and Ur",253,9,0.3
191,"ARCH&UD 289 - OSMAN, M.",2,"B",15,60,3,"Special Topics in Architecture and Ur",253,8,0.25
191,"ARCH&UD 289 - OSMAN, M.",2,"B-",3,60,3,"Special Topics in Architecture and Ur",253,7,0.05
191,"ARCH&UD 401 - ENNEMOSER, B.",1,"A+",7,60,1,"Advanced Topics Studio",253,12,0.117
191,"ARCH&UD 401 - ENNEMOSER, B.",1,"A",23,60,1,"Advanced Topics Studio",253,11,0.383
