"ENROLLMENT","CLASS","SECT_NBR","GRADE","GRD_COUNT","ENRL_TOT","INSTR_CD","TITLE","ENROL_TERM","LG_numeric","PERCENTAGE"
"19F","AF AMER M200B - HUDSON, P.J.","1","A-",1,16,"1","Political Economy of Race","255",10,0.062
"19F","AF AMER M200B - HUDSON, P.J.","1","B+",1,16,"1","Political Economy of Race","255",9,0.062
"19F","AF AMER C291 - LACAYO, C.O.","1","A",13,13,"1","Special Topics in Afro-American Studies","255",11,1
"19F","AF AMER C291 - BROWN, S.D.","2","A+",4,12,"1","Special Topics in Afro-American Studies","255",12,0.333
"19F","AF AMER C291 - BROWN, S.D.","2","A",7,12,"1","Special Topics in Afro-American Studies","255",11,0.583
"19F","AF AMER C291 - BROWN, S.D.","2","I",1,12,"1","Special Topics in Afro-American Studies","255",0,0.083
"19F","AM IND M10 - ERNEST, M.A.","1","A+",36,161,"1","Introduction to American Indian Studies","255",12,0.224
"19F","AM IND M10 - ERNEST, M.A.","1","A",114,161,"1","Introduction to American Indian Studies","255",11,0.708
"19F","AM IND M10 - ERNEST, M.A.","1","A-",1,161,"1","Introduction to American Indian Studies","255",10,0.006
"19F","AM IND M10 - ERNEST, M.A.","1","B+",3,161,"1","Introduction to American Indian Studies","255",9,0.019
"19F","AM IND M10 - ERNEST, M.A.","1","B",2,161,"1","Introduction to American Indian Studies","255",8,0.012
"19F","AM IND M10 - ERNEST, M.A.","1","B-",1,161,"1","Introduction to American Indian Studies","255",7,0.006
"19F","AM IND M10 - ERNEST, M.A.","1","C+",1,161,"1","Introduction to American Indian Studies","255",6,0.006
"19F","AM IND M10 - ERNEST, M.A.","1","C",1,161,"1","Introduction to American Indian Studies","255",5,0.006
"19F","AM IND M10 - ERNEST, M.A.","1","F",1,161,"1","Introduction to American Indian Studies","255",0,0.006
"19F","AM IND M10 - ERNEST, M.A.","1","P",1,161,"1","Introduction to American Indian Studies","255",-1,0.006
"19F","AM IND 202 - MITHLO, N.M.","1","A+",1,14,"1","Key Theories and Concepts in American Indian Studies","255",12,0.071
"19F","AM IND 202 - MITHLO, N.M.","1","A",8,14,"1","Key Theories and Concepts in American Indian Studies","255",11,0.571
"19F","AM IND 202 - MITHLO, N.M.","1","A-",1,14,"1","Key Theories and Concepts in American Indian Studies","255",10,0.071
"19F","AM IND 202 - MITHLO, N.M.","1","B+",1,14,"1","Key Theories and Concepts in American Indian Studies","255",9,0.071
"19F","AM IND 202 - MITHLO, N.M.","1","C+",1,14,"1","Key Theories and Concepts in American Indian Studies","255",6,0.071
"19F","AM IND 202 - MITHLO, N.M.","1","I",2,14,"1","Key Theories and Concepts in American Indian Studies","255",0,0.143
"19F","AN N EA 10W - SMOAK, J.D.","1","A",28,95,"1","Jerusalem: Holy City","255",11,0.295
"19F","AN N EA 10W - SMOAK, J.D.","1","A-",28,95,"1","Jerusalem: Holy City","255",10,0.295
"19F","AN N EA 10W - SMOAK, J.D.","1","B+",17,95,"1","Jerusalem: Holy City","255",9,0.179
"19F","AN N EA 10W - SMOAK, J.D.","1","B",15,95,"1","Jerusalem: Holy City","255",8,0.158
"19F","AN N EA 10W - SMOAK, J.D.","1","B-",1,95,"1","Jerusalem: Holy City","255",7,0.011
"19F","AN N EA 10W - SMOAK, J.D.","1","C+",1,95,"1","Jerusalem: Holy City","255",6,0.011
"19F","AN N EA 10W - SMOAK, J.D.","1","C",4,95,"1","Jerusalem: Holy City","255",5,0.042
"19F","AN N EA 10W - SMOAK, J.D.","1","F",1,95,"1","Jerusalem: Holy City","255",0,0.011
"19F","AN N EA 15W - COONEY, K.M.","1","A+",30,195,"1","Women and Power in Ancient World","255",12,0.154
"19F","AN N EA 15W - COONEY, K.M.","1","A",74,195,"1","Women and Power in Ancient World","255",11,0.379
"19F","AN N EA 15W - COONEY, K.M.","1","A-",34,195,"1","Women and Power in Ancient World","255",10,0.174
"19F","AN N EA 15W - COONEY, K.M.","1","B+",14,195,"1","Women and Power in Ancient World","255",9,0.072
"19F","AN N EA 15W - COONEY, K.M.","1","B",20,195,"1","Women and Power in Ancient World","255",8,0.103
"19F","AN N EA 15W - COONEY, K.M.","1","B-",6,195,"1","Women and Power in Ancient World","255",7,0.031
"19F","AN N EA 15W - COONEY, K.M.","1","C+",2,195,"1","Women and Power in Ancient World","255",6,0.01
"19F","AN N EA 15W - COONEY, K.M.","1","C",4,195,"1","Women and Power in Ancient World","255",5,0.021
"19F","AN N EA 15W - COONEY, K.M.","1","F",5,195,"1","Women and Power in Ancient World","255",0,0.026
"19F","AN N EA 15W - COONEY, K.M.","1","NP",1,195,"1","Women and Power in Ancient World","255",-2,0.005
"19F","AN N EA 15W - COONEY, K.M.","1","P",5,195,"1","Women and Power in Ancient World","255",-1,0.026
"19F","AN N EA 15W - COONEY, K.M. LEC 3","3","A+",2,40,"1","Women and Power in Ancient World","255",12,0.05
"19F","AN N EA 15W - COONEY, K.M. LEC 3","3","A",21,40,"1","Women and Power in Ancient World","255",11,0.525
"19F","AN N EA 15W - COONEY, K.M. LEC 3","3","A-",7,40,"1","Women and Power in Ancient World","255",10,0.175
"19F","AN N EA 15W - COONEY, K.M. LEC 3","3","B+",1,40,"1","Women and Power in Ancient World","255",9,0.025
"19F","AN N EA 15W - COONEY, K.M. LEC 3","3","B",1,40,"1","Women and Power in Ancient World","255",8,0.025
"19F","AN N EA 15W - COONEY, K.M. LEC 3","3","B-",2,40,"1","Women and Power in Ancient World","255",7,0.05
"19F","AN N EA 15W - COONEY, K.M. LEC 3","3","C+",1,40,"1","Women and Power in Ancient World","255",6,0.025
"19F","AN N EA 15W - COONEY, K.M. LEC 3","3","I",2,40,"1","Women and Power in Ancient World","255",0,0.05
"19F","AN N EA 15W - COONEY, K.M. LEC 3","3","P",3,40,"1","Women and Power in Ancient World","255",-1,0.075
"19F","AN N EA M50A - BURKE, A.A.","1","A+",22,62,"1","First Civilizations","255",12,0.355
"19F","AN N EA M50A - BURKE, A.A.","1","A",11,62,"1","First Civilizations","255",11,0.177
"19F","AN N EA M50A - BURKE, A.A.","1","A-",8,62,"1","First Civilizations","255",10,0.129
"19F","AN N EA M50A - BURKE, A.A.","1","B+",4,62,"1","First Civilizations","255",9,0.065
"19F","AN N EA M50A - BURKE, A.A.","1","B",6,62,"1","First Civilizations","255",8,0.097
"19F","AN N EA M50A - BURKE, A.A.","1","B-",4,62,"1","First Civilizations","255",7,0.065
"19F","AN N EA M50A - BURKE, A.A.","1","C+",2,62,"1","First Civilizations","255",6,0.032
"19F","AN N EA M50A - BURKE, A.A.","1","C-",2,62,"1","First Civilizations","255",4,0.032
"19F","AN N EA M50A - BURKE, A.A.","1","D",2,62,"1","First Civilizations","255",2,0.032
"19F","AN N EA M50A - BURKE, A.A.","1","F",1,62,"1","First Civilizations","255",0,0.016
"19F","AN N EA M60 - SHAYEGAN, M.R.","1","A+",5,29,"1","Achaemenid Civilization and Empire of Alexander","255",12,0.172
"19F","AN N EA M60 - SHAYEGAN, M.R.","1","A",9,29,"1","Achaemenid Civilization and Empire of Alexander","255",11,0.31
"19F","AN N EA M60 - SHAYEGAN, M.R.","1","A-",4,29,"1","Achaemenid Civilization and Empire of Alexander","255",10,0.138
"19F","AN N EA M60 - SHAYEGAN, M.R.","1","B",3,29,"1","Achaemenid Civilization and Empire of Alexander","255",8,0.103
"19F","AN N EA M60 - SHAYEGAN, M.R.","1","B-",2,29,"1","Achaemenid Civilization and Empire of Alexander","255",7,0.069
"19F","AN N EA M60 - SHAYEGAN, M.R.","1","C-",2,29,"1","Achaemenid Civilization and Empire of Alexander","255",4,0.069
"19F","AN N EA M60 - SHAYEGAN, M.R.","1","D",1,29,"1","Achaemenid Civilization and Empire of Alexander","255",2,0.034
"19F","AN N EA M60 - SHAYEGAN, M.R.","1","D-",1,29,"1","Achaemenid Civilization and Empire of Alexander","255",1,0.034
"19F","AN N EA M60 - SHAYEGAN, M.R.","1","F",1,29,"1","Achaemenid Civilization and Empire of Alexander","255",0,0.034
"19F","AN N EA M60 - SHAYEGAN, M.R.","1","NP",1,29,"1","Achaemenid Civilization and Empire of Alexander","255",-2,0.034
"19F","AN N EA C177 - WINNERMAN, J.P.","1","A+",1,11,"1","Variable Topics in Ancient Near East","255",12,0.091
"19F","AN N EA C177 - WINNERMAN, J.P.","1","A",2,11,"1","Variable Topics in Ancient Near East","255",11,0.182
"19F","AN N EA C177 - WINNERMAN, J.P.","1","A-",3,11,"1","Variable Topics in Ancient Near East","255",10,0.273
"19F","AN N EA C177 - WINNERMAN, J.P.","1","B+",3,11,"1","Variable Topics in Ancient Near East","255",9,0.273
"19F","AN N EA C177 - WINNERMAN, J.P.","1","I",2,11,"1","Variable Topics in Ancient Near East","255",0,0.182
"19F","ANTHRO 2 - SMITH, M.L.","1","A+",61,315,"1","Archaeology: Introduction","255",12,0.194
