"ENROLLMENT","SUBJECT_AREA","CATLG_NBR","SECT_NBR","GRADE","GRD_COUNT","ENRL_TOT","INSTR_NAME","INSTR_CD","TITLE","ENROL_TERM","LG_numeric"
"20S","A&O SCI","130","1","B",1,13,"STEWART, A.L.","1","California's Ocean","257",8
"20S","A&O SCI","130","1","B-",1,13,"STEWART, A.L.","1","California's Ocean","257",7
"20S","A&O SCI","130","1","C",1,13,"STEWART, A.L.","1","California's Ocean","257",5
"20S","A&O SCI","130","1","I",1,13,"STEWART, A.L.","1","California's Ocean","257",0
"20S","A&O SCI","141","1","A+",39,46,"LI, Q.","1","Introduction to Atmospheric Chemistry and Air Pollution","257",12
"20S","A&O SCI","141","1","A",3,46,"LI, Q.","1","Introduction to Atmospheric Chemistry and Air Pollution","257",11
"20S","A&O SCI","141","1","B+",2,46,"LI, Q.","1","Introduction to Atmospheric Chemistry and Air Pollution","257",9
"20S","A&O SCI","141","1","C",1,46,"LI, Q.","1","Introduction to Atmospheric Chemistry and Air Pollution","257",5
"20S","A&O SCI","141","1","P",1,46,"LI, Q.","1","Introduction to Atmospheric Chemistry and Air Pollution","257",-1
"20S","A&O SCI","212A","1","A+",3,11,"CHAMECKI, M.","1","Numerical Methods in Geophysical Fluid Dynamics","257",12
"20S","A&O SCI","212A","1","A",4,11,"CHAMECKI, M.","1","Numerical Methods in Geophysical Fluid Dynamics","257",11
"20S","A&O SCI","212A","1","A-",2,11,"CHAMECKI, M.","1","Numerical Methods in Geophysical Fluid Dynamics","257",10
"20S","A&O SCI","212A","1","S",2,11,"CHAMECKI, M.","1","Numerical Methods in Geophysical Fluid Dynamics","257",0
"20S","A&O SCI","238","1","A+",3,12,"TREUDE, T.I.","1","How to Write and Publish Scientific Paper","257",12
"20S","A&O SCI","238","1","A",7,12,"TREUDE, T.I.","1","How to Write and Publish Scientific Paper","257",11
"20S","A&O SCI","238","1","A-",2,12,"TREUDE, T.I.","1","How to Write and Publish Scientific Paper","257",10
"20S","A&O SCI","245","1","A+",3,14,"KOK, J.F.","1","Aerosol-Climate Interactions","257",12
"20S","A&O SCI","245","1","A",8,14,"KOK, J.F.","1","Aerosol-Climate Interactions","257",11
"20S","A&O SCI","245","1","A-",1,14,"KOK, J.F.","1","Aerosol-Climate Interactions","257",10
"20S","A&O SCI","245","1","B+",1,14,"KOK, J.F.","1","Aerosol-Climate Interactions","257",9
"20S","A&O SCI","245","1","P",1,14,"KOK, J.F.","1","Aerosol-Climate Interactions","257",-1
"20S","A&O SCI","270","1","A",2,40,"STEWART, A.L.","1","Seminar: Atmospheric Sciences","257",11
"20S","A&O SCI","270","1","P",1,40,"STEWART, A.L.","1","Seminar: Atmospheric Sciences","257",-1
"20S","A&O SCI","270","1","S",37,40,"STEWART, A.L.","1","Seminar: Atmospheric Sciences","257",0
"20S","AERO ST","A","1","P",45,45,"PLASCENCIA, K.","1","Leadership Laboratory","257",-1
"20S","AERO ST","1C","1","A",18,19,"LISCOMBE, J.R.","1","Heritage and Values","257",11
"20S","AERO ST","1C","1","A-",1,19,"LISCOMBE, J.R.","1","Heritage and Values","257",10
"20S","AERO ST","20C","1","A",13,13,"LISCOMBE, J.R.","1","Team and Leadership Fundamentals","257",11
"20S","AERO ST","140C","1","A+",3,13,"PLASCENCIA, K.","1","National Security Affairs/Preparation for Active Duty","257",12
"20S","AERO ST","140C","1","A",6,13,"PLASCENCIA, K.","1","National Security Affairs/Preparation for Active Duty","257",11
"20S","AERO ST","140C","1","A-",2,13,"PLASCENCIA, K.","1","National Security Affairs/Preparation for Active Duty","257",10
"20S","AERO ST","140C","1","B+",2,13,"PLASCENCIA, K.","1","National Security Affairs/Preparation for Active Duty","257",9
"20S","AF AMER","M18","1","A",10,11,"AVILA, E.R.","1","Leadership and Student-Initiated Retention","257",11
"20S","AF AMER","M18","1","P",1,11,"AVILA, E.R.","1","Leadership and Student-Initiated Retention","257",-1
"20S","AF AMER","19","3","P",14,14,"TURNER, P.A.","1","Fiat Lux Freshman Seminars","257",-1
"20S","AF AMER","19","4","P",17,17,"BROWN, S.D.","1","Fiat Lux Freshman Seminars","257",-1
"20S","AF AMER","M104B","1","A",1,13,"STREETER, C.A.","1","African American Literature from Harlem Renaissance to ","257",11
"20S","AF AMER","M104B","1","A-",4,13,"STREETER, C.A.","1","African American Literature from Harlem Renaissance to ","257",10
"20S","AF AMER","M104B","1","B+",4,13,"STREETER, C.A.","1","African American Literature from Harlem Renaissance to ","257",9
"20S","AF AMER","M104B","1","B",1,13,"STREETER, C.A.","1","African American Literature from Harlem Renaissance to ","257",8
"20S","AF AMER","M104B","1","P",3,13,"STREETER, C.A.","1","African American Literature from Harlem Renaissance to ","257",-1
"20S","AF AMER","M104E","1","A",2,15,"MCMILLAN, U.G.","1","Topics in African American Literature and Culture","257",11
"20S","AF AMER","M104E","1","A-",1,15,"MCMILLAN, U.G.","1","Topics in African American Literature and Culture","257",10
"20S","AF AMER","M104E","1","B+",2,15,"MCMILLAN, U.G.","1","Topics in African American Literature and Culture","257",9
"20S","AF AMER","M104E","1","B",1,15,"MCMILLAN, U.G.","1","Topics in African American Literature and Culture","257",8
"20S","AF AMER","M104E","1","B-",5,15,"MCMILLAN, U.G.","1","Topics in African American Literature and Culture","257",7
"20S","AF AMER","M104E","1","C",1,15,"MCMILLAN, U.G.","1","Topics in African American Literature and Culture","257",5
"20S","AF AMER","M104E","1","I",1,15,"MCMILLAN, U.G.","1","Topics in African American Literature and Culture","257",0
"20S","AF AMER","M104E","1","P",2,15,"MCMILLAN, U.G.","1","Topics in African American Literature and Culture","257",-1
"20S","AF AMER","M148","1","A+",52,52,"JOHNSON, G.","1","Politics of Struggle: Race, Solidarity, and Resistance","257",12
"20S","AF AMER","M159P","1","A+",1,19,"PARK, K.R.","1","Constructing Race","257",12
"20S","AF AMER","M159P","1","A",8,19,"PARK, K.R.","1","Constructing Race","257",11
"20S","AF AMER","M159P","1","A-",6,19,"PARK, K.R.","1","Constructing Race","257",10
"20S","AF AMER","M159P","1","B",1,19,"PARK, K.R.","1","Constructing Race","257",8
"20S","AF AMER","M159P","1","F",2,19,"PARK, K.R.","1","Constructing Race","257",0
"20S","AF AMER","M159P","1","P",1,19,"PARK, K.R.","1","Constructing Race","257",-1
"20S","AF AMER","M173","1","A+",7,46,"WONG, K.","1","Nonviolence and Social Movements","257",12
"20S","AF AMER","M173","1","A",25,46,"WONG, K.","1","Nonviolence and Social Movements","257",11
"20S","AF AMER","M173","1","A-",11,46,"WONG, K.","1","Nonviolence and Social Movements","257",10
"20S","AF AMER","M173","1","B+",3,46,"WONG, K.","1","Nonviolence and Social Movements","257",9
"20S","AF AMER","176","1","A",93,117,"VON BLUM, P.","1","Race, Racism, and Law","257",11
"20S","AF AMER","176","1","A-",7,117,"VON BLUM, P.","1","Race, Racism, and Law","257",10
"20S","AF AMER","176","1","B+",2,117,"VON BLUM, P.","1","Race, Racism, and Law","257",9
"20S","AF AMER","176","1","B-",1,117,"VON BLUM, P.","1","Race, Racism, and Law","257",7
"20S","AF AMER","176","1","C+",1,117,"VON BLUM, P.","1","Race, Racism, and Law","257",6
"20S","AF AMER","176","1","F",2,117,"VON BLUM, P.","1","Race, Racism, and Law","257",0
"20S","AF AMER","176","1","P",11,117,"VON BLUM, P.","1","Race, Racism, and Law","257",-1
"20S","AF AMER","188A","1","A+",48,72,"DUE, T.P.","1","Special Courses in African American Studies","257",12
"20S","AF AMER","188A","1","A",5,72,"DUE, T.P.","1","Special Courses in African American Studies","257",11
"20S","AF AMER","188A","1","A-",6,72,"DUE, T.P.","1","Special Courses in African American Studies","257",10
"20S","AF AMER","188A","1","B+",5,72,"DUE, T.P.","1","Special Courses in African American Studies","257",9
"20S","AF AMER","188A","1","B",3,72,"DUE, T.P.","1","Special Courses in African American Studies","257",8
"20S","AF AMER","188A","1","C",1,72,"DUE, T.P.","1","Special Courses in African American Studies","257",5
"20S","AF AMER","188A","1","I",1,72,"DUE, T.P.","1","Special Courses in African American Studies","257",0
"20S","AF AMER","188A","1","P",3,72,"DUE, T.P.","1","Special Courses in African American Studies","257",-1
"20S","AF AMER","188A","2","A+",10,32,"ODINGA, S.O.","1","Special Courses in African American Studies","257",12
"20S","AF AMER","188A","2","A",19,32,"ODINGA, S.O.","1","Special Courses in African American Studies","257",11
"20S","AF AMER","188A","2","B",2,32,"ODINGA, S.O.","1","Special Courses in African American Studies","257",8
"20S","AF AMER","188A","2","P",1,32,"ODINGA, S.O.","1","Special Courses in African American Studies","257",-1
"20S","AF AMER","188A","3","A+",13,30,"EDU, U.F.","1","Special Courses in African American Studies","257",12
"20S","AF AMER","188A","3","A",16,30,"EDU, U.F.","1","Special Courses in African American Studies","257",11
"20S","AF AMER","188A","3","P",1,30,"EDU, U.F.","1","Special Courses in African American Studies","257",-1
"20S","AF AMER","188A","4","A+",5,25,"KEEL, T.D.","1","Special Courses in African American Studies","257",12
"20S","AF AMER","188A","4","A",12,25,"KEEL, T.D.","1","Special Courses in African American Studies","257",11
"20S","AF AMER","188A","4","A-",3,25,"KEEL, T.D.","1","Special Courses in African American Studies","257",10
"20S","AF AMER","188A","4","B+",1,25,"KEEL, T.D.","1","Special Courses in African American Studies","257",9
"20S","AF AMER","188A","4","P",3,25,"KEEL, T.D.","1","Special Courses in African American Studies","257",-1
"20S","AF AMER","188A","4","S",1,25,"KEEL, T.D.","1","Special Courses in African American Studies","257",0
"20S","AF AMER","188A","5","A+",7,28,"BONNER, L.D.","1","Special Courses in African American Studies","257",12
"20S","AF AMER","188A","5","A",14,28,"BONNER, L.D.","1","Special Courses in African American Studies","257",11
"20S","AF AMER","188A","5","A-",4,28,"BONNER, L.D.","1","Special Courses in African American Studies","257",10
"20S","AF AMER","188A","5","B+",1,28,"BONNER, L.D.","1","Special Courses in African American Studies","257",9
"20S","AF AMER","188A","5","I",1,28,"BONNER, L.D.","1","Special Courses in African American Studies","257",0
"20S","AF AMER","188A","5","P",1,28,"BONNER, L.D.","1","Special Courses in African American Studies","257",-1
"20S","AF AMER","C191","1","A+",5,13,"ALEXANDER, C.J.","1","Variable Topics Research Seminars: Afro-American Studies","257",12
"20S","AF AMER","C191","1","A",7,13,"ALEXANDER, C.J.","1","Variable Topics Research Seminars: Afro-American Studies","257",11
"20S","AF AMER","C191","1","P",1,13,"ALEXANDER, C.J.","1","Variable Topics Research Seminars: Afro-American Studies","257",-1
"20S","AF AMER","C191","2","A+",13,14,"EDU, U.F.","1","Variable Topics Research Seminars: Afro-American Studies","257",12
"20S","AF AMER","C191","2","A",1,14,"EDU, U.F.","1","Variable Topics Research Seminars: Afro-American Studies","257",11
"20S","AF AMER","C191","3","A+",4,10,"ODINGA, S.O.","1","Variable Topics Research Seminars: Afro-American Studies","257",12
"20S","AF AMER","C191","3","A",4,10,"ODINGA, S.O.","1","Variable Topics Research Seminars: Afro-American Studies","257",11
"20S","AF AMER","C191","3","B",2,10,"ODINGA, S.O.","1","Variable Topics Research Seminars: Afro-American Studies","257",8
"20S","AF AMER","241","1","A+",4,15,"HALEY, S.","1","Special Topics in Afro-American Studies","257",12
"20S","AF AMER","241","1","A",11,15,"HALEY, S.","1","Special Topics in Afro-American Studies","257",11
"20S","AF AMER","241","2","A",14,16,"MCMILLAN, U.G.","1","Special Topics in Afro-American Studies","257",11
"20S","AF AMER","241","2","B",1,16,"MCMILLAN, U.G.","1","Special Topics in Afro-American Studies","257",8
"20S","AF AMER","241","2","S",1,16,"MCMILLAN, U.G.","1","Special Topics in Afro-American Studies","257",0
"20S","AN N EA","10W","1","A+",13,124,"SCHNIEDEWIND,","W.M1","Jerusalem: Holy City","257",12
"20S","AN N EA","10W","1","A",64,124,"SCHNIEDEWIND,","W.M1","Jerusalem: Holy City","257",11
"20S","AN N EA","10W","1","A-",22,124,"SCHNIEDEWIND,","W.M1","Jerusalem: Holy City","257",10
"20S","AN N EA","10W","1","B+",4,124,"SCHNIEDEWIND,","W.M1","Jerusalem: Holy City","257",9
"20S","AN N EA","10W","1","B",4,124,"SCHNIEDEWIND,","W.M1","Jerusalem: Holy City","257",8
"20S","AN N EA","10W","1","B-",4,124,"SCHNIEDEWIND,","W.M1","Jerusalem: Holy City","257",7
"20S","AN N EA","10W","1","C",2,124,"SCHNIEDEWIND,","W.M1","Jerusalem: Holy City","257",5
"20S","AN N EA","10W","1","I",1,124,"SCHNIEDEWIND,","W.M1","Jerusalem: Holy City","257",0
"20S","AN N EA","10W","1","NP",2,124,"SCHNIEDEWIND,","W.M1","Jerusalem: Holy City","257",-2
"20S","AN N EA","10W","1","P",8,124,"SCHNIEDEWIND,","W.M1","Jerusalem: Holy City","257",-1
"20S","AN N EA","98T","1","A+",7,15,"CANDELORA, D.M.","1","Ancient Aliens: Immigration and Identity in Ancient World ","0098T",12
"20S","AN N EA","98T","1","A",4,15,"CANDELORA, D.M.","1","Ancient Aliens: Immigration and Identity in Ancient World ","0098T",11
"20S","AN N EA","98T","1","A-",3,15,"CANDELORA, D.M.","1","Ancient Aliens: Immigration and Identity in Ancient World ","0098T",10
"20S","AN N EA","98T","1","F",1,15,"CANDELORA, D.M.","1","Ancient Aliens: Immigration and Identity in Ancient World ","0098T",0
"20S","AN N EA","M110C","1","A+",1,20,"MOUSAVI, S.","1","Iranian Civilization: History of Early Sasanian Empire--From","0110C M",12
"20S","AN N EA","M110C","1","A",19,20,"MOUSAVI, S.","1","Iranian Civilization: History of Early Sasanian Empire--From","0110C M",11
"20S","AN N EA","M130","1","A+",18,110,"COONEY, K.M.","1","Ancient Egyptian Religion","257",12
"20S","AN N EA","M130","1","A",40,110,"COONEY, K.M.","1","Ancient Egyptian Religion","257",11
"20S","AN N EA","M130","1","A-",19,110,"COONEY, K.M.","1","Ancient Egyptian Religion","257",10
"20S","AN N EA","M130","1","B+",8,110,"COONEY, K.M.","1","Ancient Egyptian Religion","257",9
"20S","AN N EA","M130","1","B",4,110,"COONEY, K.M.","1","Ancient Egyptian Religion","257",8
"20S","AN N EA","M130","1","B-",1,110,"COONEY, K.M.","1","Ancient Egyptian Religion","257",7
"20S","AN N EA","M130","1","F",1,110,"COONEY, K.M.","1","Ancient Egyptian Religion","257",0
"20S","AN N EA","M130","1","P",18,110,"COONEY, K.M.","1","Ancient Egyptian Religion","257",-1
"20S","AN N EA","M130","1","S",1,110,"COONEY, K.M.","1","Ancient Egyptian Religion","257",0
"20S","AN N EA","CM163","1","A+",4,20,"MOUSAVI, S.","1","Archaeology of Iran","257",12
"20S","AN N EA","CM163","1","A",13,20,"MOUSAVI, S.","1","Archaeology of Iran","257",11
"20S","AN N EA","CM163","1","P",3,20,"MOUSAVI, S.","1","Archaeology of Iran","257",-1
"20S","AN N EA","220","1","A",10,12,"COONEY, K.M.","1","Seminar: Ancient Egypt","257",11
"20S","AN N EA","220","1","P",1,12,"COONEY, K.M.","1","Seminar: Ancient Egypt","257",-1
"20S","AN N EA","220","1","S",1,12,"COONEY, K.M.","1","Seminar: Ancient Egypt","257",0
"20S","ANTHRO","1","1","A+",38,296,"WOOD, B.M.","1","Human Evolution","257",12
"20S","ANTHRO","1","1","A",175,296,"WOOD, B.M.","1","Human Evolution","257",11
"20S","ANTHRO","1","1","A-",16,296,"WOOD, B.M.","1","Human Evolution","257",10
"20S","ANTHRO","1","1","B+",14,296,"WOOD, B.M.","1","Human Evolution","257",9
"20S","ANTHRO","1","1","B",14,296,"WOOD, B.M.","1","Human Evolution","257",8
"20S","ANTHRO","1","1","B-",8,296,"WOOD, B.M.","1","Human Evolution","257",7
"20S","ANTHRO","1","1","C+",4,296,"WOOD, B.M.","1","Human Evolution","257",6
"20S","ANTHRO","1","1","C",6,296,"WOOD, B.M.","1","Human Evolution","257",5
"20S","ANTHRO","1","1","C-",1,296,"WOOD, B.M.","1","Human Evolution","257",4
"20S","ANTHRO","1","1","F",4,296,"WOOD, B.M.","1","Human Evolution","257",0
"20S","ANTHRO","1","1","NP",1,296,"WOOD, B.M.","1","Human Evolution","257",-2
"20S","ANTHRO","1","1","P",15,296,"WOOD, B.M.","1","Human Evolution","257",-1
"20S","ANTHRO","2","1","A",169,304,"SCHACHNER, G.T.","1","Archaeology: Introduction","257",11
"20S","ANTHRO","2","1","A-",28,304,"SCHACHNER, G.T.","1","Archaeology: Introduction","257",10
"20S","ANTHRO","2","1","B+",23,304,"SCHACHNER, G.T.","1","Archaeology: Introduction","257",9
"20S","ANTHRO","2","1","B",20,304,"SCHACHNER, G.T.","1","Archaeology: Introduction","257",8
"20S","ANTHRO","2","1","B-",7,304,"SCHACHNER, G.T.","1","Archaeology: Introduction","257",7
"20S","ANTHRO","2","1","C+",10,304,"SCHACHNER, G.T.","1","Archaeology: Introduction","257",6
"20S","ANTHRO","2","1","C",3,304,"SCHACHNER, G.T.","1","Archaeology: Introduction","257",5
"20S","ANTHRO","2","1","C-",1,304,"SCHACHNER, G.T.","1","Archaeology: Introduction","257",4
"20S","ANTHRO","2","1","D+",1,304,"SCHACHNER, G.T.","1","Archaeology: Introduction","257",3
"20S","ANTHRO","2","1","D",1,304,"SCHACHNER, G.T.","1","Archaeology: Introduction","257",2
"20S","ANTHRO","2","1","D-",1,304,"SCHACHNER, G.T.","1","Archaeology: Introduction","257",1
"20S","ANTHRO","2","1","P",40,304,"SCHACHNER, G.T.","1","Archaeology: Introduction","257",-1
"20S","ANTHRO","19","1","P",11,11,"SMITH, M.L.","1","Fiat Lux Freshman Seminars","257",-1
"20S","ANTHRO","19","2","P",14,14,"GARRO, L.C.","1","Fiat Lux Freshman Seminars","257",-1
"20S","ANTHRO","88S","1","P",17,17,"FISKE, A.P.","3","Anthropology of Beauty","257",-1
"20S","ANTHRO","114P","1","A",25,63,"LESURE, R.G.","1","Ancient Civilizations of Mesoamerica","257",11
"20S","ANTHRO","114P","1","A-",9,63,"LESURE, R.G.","1","Ancient Civilizations of Mesoamerica","257",10
"20S","ANTHRO","114P","1","B+",2,63,"LESURE, R.G.","1","Ancient Civilizations of Mesoamerica","257",9
"20S","ANTHRO","114P","1","B",8,63,"LESURE, R.G.","1","Ancient Civilizations of Mesoamerica","257",8
"20S","ANTHRO","114P","1","B-",4,63,"LESURE, R.G.","1","Ancient Civilizations of Mesoamerica","257",7
"20S","ANTHRO","114P","1","C+",1,63,"LESURE, R.G.","1","Ancient Civilizations of Mesoamerica","257",6
"20S","ANTHRO","114P","1","NP",1,63,"LESURE, R.G.","1","Ancient Civilizations of Mesoamerica","257",-2
"20S","ANTHRO","114P","1","P",12,63,"LESURE, R.G.","1","Ancient Civilizations of Mesoamerica","257",-1
"20S","ANTHRO","114P","1","S",1,63,"LESURE, R.G.","1","Ancient Civilizations of Mesoamerica","257",0
"20S","ANTHRO","C117","1","A",10,13,"WAKE, T.A.","1","Selected Laboratory Topics in Archaeology","257",11
"20S","ANTHRO","C117","1","A-",3,13,"WAKE, T.A.","1","Selected Laboratory Topics in Archaeology","257",10
"20S","ANTHRO","118Q","1","A+",116,161,"ACABADO, S.B.","1","Conquest and Colonialism","257",12
"20S","ANTHRO","118Q","1","A",20,161,"ACABADO, S.B.","1","Conquest and Colonialism","257",11
"20S","ANTHRO","118Q","1","A-",7,161,"ACABADO, S.B.","1","Conquest and Colonialism","257",10
"20S","ANTHRO","118Q","1","B+",2,161,"ACABADO, S.B.","1","Conquest and Colonialism","257",9
"20S","ANTHRO","118Q","1","B",2,161,"ACABADO, S.B.","1","Conquest and Colonialism","257",8
"20S","ANTHRO","118Q","1","B-",3,161,"ACABADO, S.B.","1","Conquest and Colonialism","257",7
"20S","ANTHRO","118Q","1","C+",2,161,"ACABADO, S.B.","1","Conquest and Colonialism","257",6
"20S","ANTHRO","118Q","1","C-",1,161,"ACABADO, S.B.","1","Conquest and Colonialism","257",4
"20S","ANTHRO","118Q","1","F",1,161,"ACABADO, S.B.","1","Conquest and Colonialism","257",0
"20S","ANTHRO","118Q","1","I",2,161,"ACABADO, S.B.","1","Conquest and Colonialism","257",0
"20S","ANTHRO","118Q","1","P",5,161,"ACABADO, S.B.","1","Conquest and Colonialism","257",-1
"20S","ANTHRO","118R","1","A+",1,47,"SMITH, M.L.","1","Religion and Urbanism","257",12
"20S","ANTHRO","118R","1","A",12,47,"SMITH, M.L.","1","Religion and Urbanism","257",11
"20S","ANTHRO","118R","1","A-",2,47,"SMITH, M.L.","1","Religion and Urbanism","257",10
"20S","ANTHRO","118R","1","B+",4,47,"SMITH, M.L.","1","Religion and Urbanism","257",9
"20S","ANTHRO","118R","1","B",9,47,"SMITH, M.L.","1","Religion and Urbanism","257",8
"20S","ANTHRO","118R","1","C",4,47,"SMITH, M.L.","1","Religion and Urbanism","257",5
"20S","ANTHRO","118R","1","C-",1,47,"SMITH, M.L.","1","Religion and Urbanism","257",4
"20S","ANTHRO","118R","1","D",1,47,"SMITH, M.L.","1","Religion and Urbanism","257",2
"20S","ANTHRO","118R","1","F",1,47,"SMITH, M.L.","1","Religion and Urbanism","257",0
"20S","ANTHRO","118R","1","P",12,47,"SMITH, M.L.","1","Religion and Urbanism","257",-1
"20S","ANTHRO","126Q","1","A+",6,25,"RASHIDI, J.S.","1","Evolution of Genus Homo","257",12
"20S","ANTHRO","126Q","1","A",5,25,"RASHIDI, J.S.","1","Evolution of Genus Homo","257",11
"20S","ANTHRO","126Q","1","A-",8,25,"RASHIDI, J.S.","1","Evolution of Genus Homo","257",10
"20S","ANTHRO","126Q","1","B+",2,25,"RASHIDI, J.S.","1","Evolution of Genus Homo","257",9
"20S","ANTHRO","126Q","1","P",4,25,"RASHIDI, J.S.","1","Evolution of Genus Homo","257",-1
