"proportions","deptNames","proportions.1","deptNames.1","proportions.2","deptNames.2","proportions.3","deptNames.3","proportions.4","deptNames.4","proportions.5","deptNames.5","proportions.6","deptNames.6","proportions.7","deptNames.7","proportions.8","deptNames.8"
"0.0488466757123474","Law","0.0490196078431373","Community Health Sciences","0.0558312655086849","Law","0.0458715596330275","Int Biology Physiology","0.0472813238770686","Political Science","0.0591715976331361","ANTHROPOLOGY","0.0490196078431373","Political Science","0.062015503875969","History","0.0606060606060606","Information Studies"
"0.0452488687782805","Community Health Sciences","0.0487804878048781","Geography","0.053763440860215","Community Health Sciences","0.0454545454545455","Psychology","0.0465116279069767","Civil Enviornmental Engr","0.0582750582750583","Political Science","0.0487804878048781","Geography","0.0588235294117647","ART","0.0583864118895966","Law"
"0.0448430493273543","Geography","0.0487804878048781","Int Biology Physiology","0.05","Geography","0.0432503276539974","Law","0.0465116279069767","Geography","0.0465116279069767","Geography","0.0469483568075117","ART","0.0563063063063063","Political Science","0.0574712643678161","Theater"
"0.0439882697947214","Psychology","0.043859649122807","Psychology","0.0480769230769231","Int Biology Physiology","0.0429184549356223","Geography","0.04","Sociology","0.045662100456621","Int Biology Physiology","0.0466666666666667","ART HISTORY","0.0555555555555556","Urban Planning","0.0555555555555556","Sociology"
"0.0372208436724566","Sociology","0.0418994413407821","ANTHROPOLOGY","0.0449101796407186","Psychology","0.0404312668463612","Sociology","0.0384615384615385","Molecular Cell Develop Biology MCDB","0.0416666666666667","Molecular Cell Develop Biology MCDB","0.0443131462333826","Psychology","0.0550795593635251","Law","0.0540540540540541","ART"
"0.0324675324675325","Film TV Digital Media","0.0379746835443038","Sociology","0.038961038961039","Sociology","0.0390625","Nursing","0.0378787878787879","Comparative Literature","0.0393700787401575","Comparative Literature","0.0428134556574923","Theater","0.0532859680284192","Nursing","0.0540540540540541","Urban Planning"
"0.032258064516129","Theater","0.0340696557650508","ALL","0.0364664882064751","ALL","0.0327405012126112","ALL","0.037037037037037","Nursing","0.0386100386100386","Nursing","0.04","Int Biology Physiology","0.050251256281407","ANTHROPOLOGY","0.0529100529100529","ANTHROPOLOGY"
"0.0310773130544994","ALL","0.0175131348511384","CHEMISTRY AND BIOCHEMISTRY","0.0309597523219814","ANTHROPOLOGY","0.0205078125","Dentistry","0.0331795425542358","ALL","0.0368188512518409","Psychology","0.04","Linguistics","0.0493827160493827","ART HISTORY","0.05","ART HISTORY"
"0.017636684303351","CHEMISTRY AND BIOCHEMISTRY","0.0149253731343284","CHICANA O STUDIES","0.0208747514910537","Dentistry","0.0187617260787993","CHEMISTRY AND BIOCHEMISTRY","0.029585798816568","Psychology","0.0346170699644579","ALL","0.04","Molecular Cell Develop Biology MCDB","0.0471698113207547","Geography","0.0434782608695652","CHICANA O STUDIES"
"0.0175438596491228","CHICANA O STUDIES","0.0145454545454545","Theater","0.018450184501845","CHEMISTRY AND BIOCHEMISTRY","0.015748031496063","CHICANA O STUDIES","0.0233463035019455","Dentistry","0.0291005291005291","Film TV Digital Media","0.0396039603960396","Nursing","0.0416666666666667","Theater","0.0392156862745098","Geography"
"0.0161725067385445","Music","0.0136518771331058","Film TV Digital Media","0.0166666666666667","CHICANA O STUDIES","0.00924214417744917","ANDERSON","0.0190217391304348","Film TV Digital Media","0.0224215246636771","World Arts Cultures Dance","0.0362797774713518","ALL","0.0384668603846686","ALL","0.0386987219590669","ALL"
"0.011011011011011","Dentistry","0.011011011011011","Dentistry","0.0128205128205128","ARCHITECTURE URBAN DESIGN","0.0060790273556231","Music","0.0182481751824818","CHEMISTRY AND BIOCHEMISTRY","0.0189243027888446","Dentistry","0.032626427406199","CHEMISTRY AND BIOCHEMISTRY","0.037037037037037","Film TV Digital Media","0.0357142857142857","Molecular Cell Develop Biology MCDB"
"0.00954198473282443","ANDERSON","0.00919963201471941","ANDERSON","0.00906618313689937","ANDERSON","0","AEROSPACE STUDIES","0.015748031496063","CHICANA O STUDIES","0.018450184501845","CHEMISTRY AND BIOCHEMISTRY","0.0284090909090909","Film TV Digital Media","0.0367647058823529","Molecular Cell Develop Biology MCDB","0.033167495854063","CHEMISTRY AND BIOCHEMISTRY"
"0","AEROSPACE STUDIES","0","AEROSPACE STUDIES","0","AEROSPACE STUDIES","0","AMERICAN INDIAN STUDIES","0.00893655049151028","ANDERSON","0.0143884892086331","CHICANA O STUDIES","0.020979020979021","Design | Media Arts","0.0353356890459364","CHEMISTRY AND BIOCHEMISTRY","0.0284900284900285","Psychology"
"0","AMERICAN INDIAN STUDIES","0","AMERICAN INDIAN STUDIES","0","AMERICAN INDIAN STUDIES","0","ANTHROPOLOGY","0.00867052023121387","Music","0.0136054421768707","Theater","0.0136986301369863","CHICANA O STUDIES","0.0324675324675325","CHICANA O STUDIES","0.022075055187638","Political Science"
"0","ANTHROPOLOGY","0","ARCHITECTURE URBAN DESIGN","0","ASIAN AMERICAN STUDIES","0","ARCHITECTURE URBAN DESIGN","0","AEROSPACE STUDIES","0.0114285714285714","Music","0.0114285714285714","Music","0.0296296296296296","Psychology","0.0150375939849624","Music"
"0","ARCHITECTURE URBAN DESIGN","0","ASIAN AMERICAN STUDIES","0","ASIAN LANGUAGES AND CULTURES","0","ARCHAEOLOGY","0","AMERICAN INDIAN STUDIES","0.00919963201471941","ANDERSON","0.0107843137254902","Dentistry","0.0137362637362637","Music","0.0115273775216138","Dentistry"
"0","ASIAN AMERICAN STUDIES","0","ASIAN LANGUAGES AND CULTURES","0","ATMOSPHERIC AND OCEANIC SCIENCES","0","ASIAN AMERICAN STUDIES","0","ANTHROPOLOGY","0","AEROSPACE STUDIES","0.00896860986547085","ANDERSON","0.0113122171945701","Mathematics","0.0106951871657754","Mathematics"
"0","ASIAN LANGUAGES AND CULTURES","0","ATMOSPHERIC AND OCEANIC SCIENCES","0","BIOENGINEERING","0","ASIAN LANGUAGES AND CULTURES","0","ARCHITECTURE URBAN DESIGN","0","ARCHITECTURE URBAN DESIGN","0","AEROSPACE STUDIES","0.0111940298507463","Dentistry","0.00948275862068966","ANDERSON"
"0","ATMOSPHERIC AND OCEANIC SCIENCES","0","BIOENGINEERING","0","BIOSTATISTICS","0","ATMOSPHERIC AND OCEANIC SCIENCES","0","ARCHAEOLOGY","0","ARCHAEOLOGY","0","AMERICAN INDIAN STUDIES","0.00839630562552477","ANDERSON","0","AEROSPACE STUDIES"
"0","BIOENGINEERING","0","BIOSTATISTICS","0","CHEMICAL AND BIOMOLECULAR ENGINEERING","0","BIOENGINEERING","0","ASIAN AMERICAN STUDIES","0","ASIAN AMERICAN STUDIES","0","ARCHITECTURE URBAN DESIGN","0","AEROSPACE STUDIES","0","AMERICAN INDIAN STUDIES"
"0","BIOSTATISTICS","0","CHEMICAL AND BIOMOLECULAR ENGINEERING","0","Civil Enviornmental Engr","0","BIOSTATISTICS","0","ASIAN LANGUAGES AND CULTURES","0","ASIAN LANGUAGES AND CULTURES","0","ASIAN AMERICAN STUDIES","0","AMERICAN INDIAN STUDIES","0","ARCHITECTURE URBAN DESIGN"
"0","CHEMICAL AND BIOMOLECULAR ENGINEERING","0","Civil Enviornmental Engr","0","Classics","0","CHEMICAL AND BIOMOLECULAR ENGINEERING","0","ATMOSPHERIC AND OCEANIC SCIENCES","0","ATMOSPHERIC AND OCEANIC SCIENCES","0","ASIAN LANGUAGES AND CULTURES","0","ARCHITECTURE URBAN DESIGN","0","ASIAN AMERICAN STUDIES"
"0","Civil Enviornmental Engr","0","Classics","0","Comparative Literature","0","Civil Enviornmental Engr","0","BIOENGINEERING","0","BIOENGINEERING","0","ATMOSPHERIC AND OCEANIC SCIENCES","0","ASIAN AMERICAN STUDIES","0","ASIAN LANGUAGES AND CULTURES"
"0","Classics","0","Communication Studies","0","Computer Science","0","Classics","0","BIOSTATISTICS","0","BIOSTATISTICS","0","BIOENGINEERING","0","ASIAN LANGUAGES AND CULTURES","0","ATMOSPHERIC AND OCEANIC SCIENCES"
"0","Communication Studies","0","Comparative Literature","0","Design | Media Arts","0","Comparative Literature","0","CHEMICAL AND BIOMOLECULAR ENGINEERING","0","CHEMICAL AND BIOMOLECULAR ENGINEERING","0","BIOSTATISTICS","0","ATMOSPHERIC AND OCEANIC SCIENCES","0","BIOENGINEERING"
"0","Comparative Literature","0","Computer Science","0","Earth Planetary Space Sciences EPSS","0","Computer Science","0","Classics","0","Classics","0","CHEMICAL AND BIOMOLECULAR ENGINEERING","0","BIOENGINEERING","0","BIOSTATISTICS"
"0","Computer Science","0","Design | Media Arts","0","Ecology Evol Biology","0","Design | Media Arts","0","Computer Science","0","Communication Studies","0","Classics","0","BIOSTATISTICS","0","CENTER FOR JEWISH STUDIES"
"0","Design | Media Arts","0","Earth Planetary Space Sciences EPSS","0","Economics","0","Earth Planetary Space Sciences EPSS","0","Design | Media Arts","0","Computer Science","0","Communication Studies","0","CHEMICAL AND BIOMOLECULAR ENGINEERING","0","CHEMICAL AND BIOMOLECULAR ENGINEERING"
"0","Earth Planetary Space Sciences EPSS","0","Ecology Evol Biology","0","Educational Initiatives","0","Ecology Evol Biology","0","Earth Planetary Space Sciences EPSS","0","Design | Media Arts","0","Comparative Literature","0","Classics","0","Classics"
"0","Ecology Evol Biology","0","Economics","0","Electrical and Computer Engineering","0","Economics","0","Ecology Evol Biology","0","Earth Planetary Space Sciences EPSS","0","Computer Science","0","Communication Studies","0","Communication Studies"
"0","Economics","0","Electrical and Computer Engineering","0","Film TV Digital Media","0","Educational Initiatives","0","Economics","0","Ecology Evol Biology","0","Earth Planetary Space Sciences EPSS","0","Comparative Literature","0","Comparative Literature"
"0","Educational Initiatives","0","Germanic Languages","0","Germanic Languages","0","Electrical and Computer Engineering","0","Educational Initiatives","0","Economics","0","Ecology Evol Biology","0","Computer Science","0","Computer Science"
"0","Electrical and Computer Engineering","0","Indo European Studies","0","Honors Programs","0","Film TV Digital Media","0","Electrical and Computer Engineering","0","Educational Initiatives","0","Economics","0","Design | Media Arts","0","Design | Media Arts"
"0","Germanic Languages","0","Information Studies","0","Indo European Studies","0","Germanic Languages","0","Germanic Languages","0","Electrical and Computer Engineering","0","Educational Initiatives","0","Earth Planetary Space Sciences EPSS","0","Earth Planetary Space Sciences EPSS"
"0","Honors Programs","0","Inst for Society Genetics","0","Information Studies","0","Honors Programs","0","Health Policy Management","0","Germanic Languages","0","Electrical and Computer Engineering","0","Ecology Evol Biology","0","Ecology Evol Biology"
"0","Indo European Studies","0","Inst of Environ Sustainability","0","Inst for Res on Labor Employment","0","Indo European Studies","0","Honors Programs","0","Health Policy Management","0","Germanic Languages","0","Economics","0","Economics"
"0","Information Studies","0","Italian","0","Inst for Society Genetics","0","Information Studies","0","Indo European Studies","0","Honors Programs","0","Health Policy Management","0","Educational Initiatives","0","Educational Initiatives"
"0","Inst for Society Genetics","0","Linguistics","0","Inst of Environ Sustainability","0","Inst for Society Genetics","0","Information Studies","0","Indo European Studies","0","Honors Programs","0","Electrical and Computer Engineering","0","Electrical and Computer Engineering"
"0","Inst of Environ Sustainability","0","Materials Science Engr MSE","0","Italian","0","Inst of Environ Sustainability","0","Inst for Society Genetics","0","Inst for Res on Labor Employment","0","Indo European Studies","0","Germanic Languages","0","Germanic Languages"
"0","Italian","0","Mathematics","0","Life Sciences Core Crclm Prgm","0","Italian","0","Italian","0","Inst for Society Genetics","0","Inst for Res on Labor Employment","0","Health Policy Management","0","Health Policy Management"
"0","Life Sciences Core Crclm Prgm","0","Mechanical Aerospace Engr MANE","0","Linguistics","0","Linguistics","0","Life Sciences Core Crclm Prgm","0","Italian","0","Inst for Society Genetics","0","Honors Programs","0","Honors Programs"
"0","Linguistics","0","Microbiology Immunology Molecular Genetics MIMG","0","Materials Science Engr MSE","0","Materials Science Engr MSE","0","Linguistics","0","Life Sciences Core Crclm Prgm","0","Italian","0","Indo European Studies","0","Indo European Studies"
"0","Materials Science Engr MSE","0","Minor in Biomedical Research","0","Mathematics","0","Mathematics","0","Materials Science Engr MSE","0","Linguistics","0","Lesbian Gay Bisexual Studies","0","Inst for Res on Labor Employment","0","Inst for Res on Labor Employment"
"0","Mathematics","0","Molecular Cell Develop Biology MCDB","0","Mechanical Aerospace Engr MANE","0","Mechanical Aerospace Engr MANE","0","Mathematics","0","Materials Science Engr MSE","0","Life Sciences Core Crclm Prgm","0","Inst for Society Genetics","0","Inst for Society Genetics"
"0","Mechanical Aerospace Engr MANE","0","Music","0","Microbiology Immunology Molecular Genetics MIMG","0","Microbiology Immunology Molecular Genetics MIMG","0","Mechanical Aerospace Engr MANE","0","Mathematics","0","Materials Science Engr MSE","0","Italian","0","Italian"
"0","Microbiology Immunology Molecular Genetics MIMG","0","Musicology","0","Minor in Biomedical Research","0","Minor in Biomedical Research","0","Microbiology Immunology Molecular Genetics MIMG","0","Mechanical Aerospace Engr MANE","0","Mathematics","0","Lesbian Gay Bisexual Studies","0","Life Sciences Core Crclm Prgm"
"0","Minor in Biomedical Research","0","Neuroscience Interdepartmental Prog","0","Molecular Cell Develop Biology MCDB","0","Molecular Cell Develop Biology MCDB","0","Minor in Biomedical Research","0","Microbiology Immunology Molecular Genetics MIMG","0","Mechanical Aerospace Engr MANE","0","Life Sciences Core Crclm Prgm","0","Materials Science Engr MSE"
"0","Molecular Cell Develop Biology MCDB","0","Nr Eastern Langs Cultures","0","Music","0","Musicology","0","Musicology","0","Military Science","0","Microbiology Immunology Molecular Genetics MIMG","0","Mechanical Aerospace Engr MANE","0","Mechanical Aerospace Engr MANE"
"0","Musicology","0","Occupational Envtl Health Cntr CTR O EH","0","Musicology","0","Naval Science","0","Naval Science","0","Minor in Biomedical Research","0","Military Science","0","Microbiology Immunology Molecular Genetics MIMG","0","Microbiology Immunology Molecular Genetics MIMG"
"0","Neuroscience Interdepartmental Prog","0","Philosophy","0","Naval Science","0","Neuroscience Interdepartmental Prog","0","Neuroscience Interdepartmental Prog","0","Musicology","0","Minor in Biomedical Research","0","Military Science","0","Minor in Biomedical Research"
"0","Nr Eastern Langs Cultures","0","Physics Astronomy","0","Neuroscience Interdepartmental Prog","0","Nr Eastern Langs Cultures","0","Nr Eastern Langs Cultures","0","Naval Science","0","Musicology","0","Minor in Biomedical Research","0","Naval Science"
"0","Occupational Envtl Health Cntr CTR O EH","0","Program in Computing","0","Nr Eastern Langs Cultures","0","Occupational Envtl Health Cntr CTR O EH","0","Occupational Envtl Health Cntr CTR O EH","0","Neuroscience Interdepartmental Prog","0","Naval Science","0","Naval Science","0","Neuroscience Interdepartmental Prog"
"0","Philosophy","0","Public Health","0","Occupational Envtl Health Cntr CTR O EH","0","Philosophy","0","Philosophy","0","Nr Eastern Langs Cultures","0","Neuroscience Interdepartmental Prog","0","Neuroscience Interdepartmental Prog","0","Nr Eastern Langs Cultures"
"0","Physics Astronomy","0","Scandanavian Section","0","Philosophy","0","Physics Astronomy","0","Physics Astronomy","0","Occupational Envtl Health Cntr CTR O EH","0","Nr Eastern Langs Cultures","0","Nr Eastern Langs Cultures","0","Occupational Envtl Health Cntr CTR O EH"
"0","Program in Computing","0","Slavic East European Eurasian Langs","0","Physics Astronomy","0","Program in Computing","0","Program in Computing","0","Philosophy","0","Occupational Envtl Health Cntr CTR O EH","0","Occupational Envtl Health Cntr CTR O EH","0","Philosophy"
"0","Public Health","0","Spanish Portuguese","0","Program in Computing","0","Public Health","0","Public Health","0","Physics Astronomy","0","Philosophy","0","Philosophy","0","Physics Astronomy"
"0","Scandanavian Section","0","Statistics","0","Public Health","0","Scandanavian Section","0","Scandanavian Section","0","Program in Computing","0","Physics Astronomy","0","Physics Astronomy","0","Program in Computing"
"0","Slavic East European Eurasian Langs","0","Urban Planning","0","Scandanavian Section","0","Slavic East European Eurasian Langs","0","Slavic East European Eurasian Langs","0","Public Health","0","Program in Computing","0","Program in Computing","0","Public Health"
"0","Spanish Portuguese","0","Writing Program","0","Slavic East European Eurasian Langs","0","Spanish Portuguese","0","Spanish Portuguese","0","Scandanavian Section","0","Public Health","0","Public Health","0","Scandanavian Section"
"0","Statistics",NA,"ARCHAEOLOGY","0","Spanish Portuguese","0","Statistics","0","Statistics","0","Slavic East European Eurasian Langs","0","Scandanavian Section","0","Scandanavian Section","0","Slavic East European Eurasian Langs"
"0","Urban Planning",NA,"CENTER FOR JEWISH STUDIES","0","Statistics","0","Study of Religion","0","Study of Religion","0","Spanish Portuguese","0","Slavic East European Eurasian Langs","0","Slavic East European Eurasian Langs","0","Spanish Portuguese"
"0","Writing Program",NA,"Educational Initiatives","0","Study of Religion","0","Theater","0","Theater","0","Statistics","0","Spanish Portuguese","0","Spanish Portuguese","0","Statistics"
NA,"ARCHAEOLOGY",NA,"Honors Programs","0","Theater","0","Writing Program","0","Writing Program","0","Writing Program","0","Statistics","0","Statistics","0","Study of Religion"
NA,"CENTER FOR JEWISH STUDIES",NA,"Inst for Res on Labor Employment","0","Writing Program",NA,"CENTER FOR JEWISH STUDIES",NA,"CENTER FOR JEWISH STUDIES",NA,"AMERICAN INDIAN STUDIES","0","Study of Religion","0","Study of Religion","0","Writing Program"
NA,"Inst for Res on Labor Employment",NA,"Lesbian Gay Bisexual Studies",NA,"ARCHAEOLOGY",NA,"Inst for Res on Labor Employment",NA,"Inst for Res on Labor Employment",NA,"CENTER FOR JEWISH STUDIES","0","Writing Program","0","Writing Program",NA,"ARCHAEOLOGY"
NA,"Lesbian Gay Bisexual Studies",NA,"Life Sciences Core Crclm Prgm",NA,"CENTER FOR JEWISH STUDIES",NA,"Lesbian Gay Bisexual Studies",NA,"Lesbian Gay Bisexual Studies",NA,"Lesbian Gay Bisexual Studies",NA,"ARCHAEOLOGY",NA,"ARCHAEOLOGY",NA,"Lesbian Gay Bisexual Studies"
NA,"Study of Religion",NA,"Study of Religion",NA,"Lesbian Gay Bisexual Studies",NA,"Life Sciences Core Crclm Prgm",NA,"Military Science",NA,"Study of Religion",NA,"CENTER FOR JEWISH STUDIES",NA,"CENTER FOR JEWISH STUDIES",NA,"Military Science"
