"proportions","deptNames","proportions.1","deptNames.1","proportions.2","deptNames.2","proportions.3","deptNames.3","proportions.4","deptNames.4","proportions.5","deptNames.5","proportions.6","deptNames.6","proportions.7","deptNames.7","proportions.8","deptNames.8"
"0.0891089108910891","Ethnomusicology","0.102389078498294","Film TV Digital Media","0.0788757932910245","ANDERSON","0.0784313725490196","Molecular Cell Develop Biology MCDB","0.083743842364532","World Arts Cultures Dance","0.0833333333333333","BIOSTATISTICS","0.0852272727272727","Film TV Digital Media","0.08994708994709","Film TV Digital Media","0.0844827586206897","ANDERSON"
"0.0833333333333333","BIOSTATISTICS","0.10126582278481","Sociology","0.0784313725490196","Molecular Cell Develop Biology MCDB","0.0754716981132075","Sociology","0.0816326530612245","Ecology Evol Biology","0.0833333333333333","Molecular Cell Develop Biology MCDB","0.0852017937219731","ANDERSON","0.0839630562552477","ANDERSON","0.0831946755407654","Nursing"
"0.0826446280991736","Molecular Cell Develop Biology MCDB","0.0909090909090909","BIOSTATISTICS","0.0769230769230769","World Arts Cultures Dance","0.075187969924812","Design | Media Arts","0.0769230769230769","Molecular Cell Develop Biology MCDB","0.0769230769230769","Design | Media Arts","0.0811594202898551","Sociology","0.0769230769230769","BIOSTATISTICS","0.078740157480315","CHEMICAL AND BIOMOLECULAR ENGINEERING"
"0.0822784810126582","Social Welfare","0.08","Molecular Cell Develop Biology MCDB","0.0730337078651685","ART HISTORY","0.0680272108843537","CHEMICAL AND BIOMOLECULAR ENGINEERING","0.075187969924812","Design | Media Arts","0.0756756756756757","Sociology","0.0803921568627451","Dentistry","0.0769230769230769","CHEMICAL AND BIOMOLECULAR ENGINEERING","0.0778443113772455","Community Health Sciences"
"0.0811068702290076","ANDERSON","0.0763569457221711","ANDERSON","0.0727272727272727","Sociology","0.0666666666666667","World Arts Cultures Dance","0.0746666666666667","Sociology","0.0740740740740741","Ecology Evol Biology","0.0769230769230769","BIOSTATISTICS","0.0764705882352941","ART","0.0778097982708934","Dentistry"
"0.0769230769230769","Design | Media Arts","0.0760233918128655","ART","0.0714285714285714","Design | Media Arts","0.0636942675159236","ATMOSPHERIC AND OCEANIC SCIENCES","0.072992700729927","CHEMICAL AND BIOMOLECULAR ENGINEERING","0.072992700729927","CHEMICAL AND BIOMOLECULAR ENGINEERING","0.0762331838565022","English","0.0752688172043011","Sociology","0.0777777777777778","Sociology"
"0.0719424460431655","CHEMICAL AND BIOMOLECULAR ENGINEERING","0.0719424460431655","CHEMICAL AND BIOMOLECULAR ENGINEERING","0.0671140939597315","CHEMICAL AND BIOMOLECULAR ENGINEERING","0.0628465804066543","ANDERSON","0.0701468189233279","English","0.0684931506849315","Materials Science Engr MSE","0.0719424460431655","Ecology Evol Biology","0.0736940298507463","Dentistry","0.0774091627172196","English"
"0.0636942675159236","ART","0.0699300699300699","Design | Media Arts","0.0666666666666667","Comparative Literature","0.0613379143088116","ALL","0.0666666666666667","ATMOSPHERIC AND OCEANIC SCIENCES","0.0657370517928287","Dentistry","0.0719424460431655","Materials Science Engr MSE","0.0726256983240224","Social Welfare","0.0769230769230769","BIOSTATISTICS"
"0.0626959247648903","ANTHROPOLOGY","0.0636942675159236","Urban Planning","0.0635179153094463","English","0.0609756097560976","ANTHROPOLOGY","0.0636942675159236","ART HISTORY","0.065359477124183","ART HISTORY","0.0718390804597701","ANTHROPOLOGY","0.0714285714285714","Design | Media Arts","0.0732758620689655","World Arts Cultures Dance"
"0.0617283950617284","Urban Planning","0.062780269058296","ARCHITECTURE URBAN DESIGN","0.0619195046439629","ANTHROPOLOGY","0.0606060606060606","Statistics","0.0604692254834593","ALL","0.0632911392405063","ATMOSPHERIC AND OCEANIC SCIENCES","0.0714285714285714","Comparative Literature","0.0709779179810726","English","0.0714285714285714","Design | Media Arts"
"0.0588235294117647","Statistics","0.0600010109690138","ALL","0.0609626748825698","ALL","0.0598802395209581","ART HISTORY","0.0591715976331361","ANTHROPOLOGY","0.0628560299917231","ALL","0.0699300699300699","Design | Media Arts","0.065356763986901","ALL","0.0704225352112676","Materials Science Engr MSE"
"0.0578034682080925","ATMOSPHERIC AND OCEANIC SCIENCES","0.0598802395209581","Statistics","0.0606060606060606","ATMOSPHERIC AND OCEANIC SCIENCES","0.0596774193548387","English","0.0588235294117647","ARCHITECTURE URBAN DESIGN","0.0609375","English","0.0684931506849315","Urban Planning","0.0651465798045603","ARCHITECTURE URBAN DESIGN","0.0702702702702703","ART"
"0.0573891001267427","ALL","0.0588235294117647","Gender Studies","0.0606060606060606","Statistics","0.0589970501474926","Writing Program","0.0561797752808989","Statistics","0.0601851851851852","ART","0.0675193761590034","ALL","0.0641025641025641","Germanic Languages","0.0701754385964912","Comparative Literature"
"0.0571428571428571","ART HISTORY","0.0580431177446103","English","0.0598802395209581","Urban Planning","0.0556640625","Dentistry","0.0535019455252918","Dentistry","0.0591715976331361","ANTHROPOLOGY","0.0666666666666667","Community Health Sciences","0.0572687224669604","World Arts Cultures Dance","0.0672535525962999","ALL"
"0.0565693430656934","Nursing","0.0578034682080925","ATMOSPHERIC AND OCEANIC SCIENCES","0.0596421471172962","Dentistry","0.0555555555555556","ART","0.0524691358024691","Writing Program","0.0563380281690141","History","0.0666666666666667","World Arts Cultures Dance","0.0563380281690141","Comparative Literature","0.0666666666666667","Statistics"
"0.051051051051051","Dentistry","0.0571428571428571","ART HISTORY","0.0595238095238095","ART","0.0523560209424084","Urban Planning","0.0508720930232558","History","0.0518134715025907","Statistics","0.0641025641025641","Germanic Languages","0.0562962962962963","Psychology","0.0647249190938511","ARCHITECTURE URBAN DESIGN"
"0.0483091787439614","ARCHITECTURE URBAN DESIGN","0.0558659217877095","ANTHROPOLOGY","0.0507246376811594","History","0.0522388059701493","History","0.0491510277033065","ANDERSON","0.0505979760809568","ANDERSON","0.062015503875969","History","0.0558659217877095","Community Health Sciences","0.0632911392405063","Gender Studies"
"0.0452488687782805","Community Health Sciences","0.0490196078431373","Community Health Sciences","0.05","Geography","0.0458715596330275","ARCHITECTURE URBAN DESIGN","0.0465116279069767","Geography","0.04860088365243","Psychology","0.0561797752808989","ATMOSPHERIC AND OCEANIC SCIENCES","0.0555555555555556","Urban Planning","0.0628930817610063","Classics"
"0.0420168067226891","English","0.0487804878048781","Geography","0.0427350427350427","ARCHITECTURE URBAN DESIGN","0.0454545454545455","Musicology","0.0463499420625724","Mathematics","0.0467836257309941","Mathematics","0.0546528803545052","Psychology","0.0550621669626998","Nursing","0.0628140703517588","Film TV Digital Media"
"0.0356633380884451","History","0.047047047047047","Dentistry","0.0397022332506204","Law","0.0429184549356223","Geography","0.0456204379562044","CHEMISTRY AND BIOCHEMISTRY","0.0465116279069767","Geography","0.0546448087431694","Health Policy Management","0.0543478260869565","Health Policy Management","0.0596330275229358","Health Policy Management"
"0.0352733686067019","CHEMISTRY AND BIOCHEMISTRY","0.0365659777424483","Nursing","0.0391822827938671","Nursing","0.04","Mathematics","0.0444444444444444","Nursing","0.0426065162907268","Writing Program","0.0533333333333333","ART HISTORY","0.0542635658914729","History","0.0568181818181818","Germanic Languages"
"0.0352733686067019","Physics Astronomy","0.0364963503649635","Physics Astronomy","0.03690036900369","CHEMISTRY AND BIOCHEMISTRY","0.0393184796854522","Law","0.0443786982248521","Psychology","0.04","Music","0.0516273849607183","Law","0.050251256281407","ANTHROPOLOGY","0.0541310541310541","Psychology"
"0.0350404312668464","Music","0.0352112676056338","History","0.0350877192982456","Physics Astronomy","0.0375234521575985","CHEMISTRY AND BIOCHEMISTRY","0.0407608695652174","Film TV Digital Media","0.0396825396825397","Film TV Digital Media","0.0497512437810945","Statistics","0.0471698113207547","Geography","0.0540540540540541","Urban Planning"
"0.0325644504748982","Law","0.0350262697022767","CHEMISTRY AND BIOCHEMISTRY","0.0318471337579618","Computer Science","0.036144578313253","Inst of Environ Sustainability","0.0384122919334187","Law","0.0381679389312977","Law","0.0490196078431373","Political Science","0.0459459459459459","Writing Program","0.0529100529100529","ANTHROPOLOGY"
"0.0277008310249307","Computer Science","0.029940119760479","Computer Science","0.0294117647058824","Music","0.0337268128161889","Physics Astronomy","0.0378912685337726","Physics Astronomy","0.03690036900369","CHEMISTRY AND BIOCHEMISTRY","0.0489396411092985","CHEMISTRY AND BIOCHEMISTRY","0.0444444444444444","Statistics","0.046875","History"
"0.022883295194508","Political Science","0.0289855072463768","Music","0.0260078023407022","Mathematics","0.033203125","Nursing","0.037593984962406","Musicology","0.034965034965035","Political Science","0.0487804878048781","Geography","0.0416156670746634","Law","0.0456475583864119","Law"
"0.0179372197309417","Linguistics","0.0256739409499358","Law","0.0254237288135593","Information Studies","0.0303951367781155","Music","0.0333333333333333","Germanic Languages","0.0348837209302326","Germanic Languages","0.0469483568075117","ART","0.0412087912087912","Music","0.0408163265306122","Int Biology Physiology"
"0.0175953079178886","Psychology","0.0254237288135593","Information Studies","0.0240963855421687","Mechanical Aerospace Engr MANE","0.0272727272727273","Psychology","0.0289017341040462","Music","0.0343642611683849","ARCHITECTURE URBAN DESIGN","0.0447368421052632","Writing Program","0.0404858299595142","Linguistics","0.04","Inst of Environ Sustainability"
"0.0112359550561798","Mechanical Aerospace Engr MANE","0.0226757369614512","Political Science","0.0233644859813084","Political Science","0.0253807106598985","Philosophy","0.0280373831775701","Inst of Environ Sustainability","0.0328185328185328","Nursing","0.0435643564356436","Nursing","0.04","Gender Studies","0.0392156862745098","Geography"
"0.00659630606860158","Mathematics","0.0226244343891403","Writing Program","0.0149700598802395","Psychology","0.0239234449760766","Political Science","0.0236406619385343","Political Science","0.0308641975308642","Physics Astronomy","0.0428571428571429","Music","0.0392156862745098","Int Biology Physiology","0.0350877192982456","Microbiology Immunology Molecular Genetics MIMG"
"0","AEROSPACE STUDIES","0.0222222222222222","Mechanical Aerospace Engr MANE","0","AEROSPACE STUDIES","0.023121387283237","Mechanical Aerospace Engr MANE","0.0234375","Information Studies","0.027027027027027","Inst of Environ Sustainability","0.04","Int Biology Physiology","0.0338983050847458","Microbiology Immunology Molecular Genetics MIMG","0.033112582781457","Political Science"
"0","ASIAN AMERICAN STUDIES","0.0192307692307692","Linguistics","0","AFRICAN AMERICAN STUDIES","0.0222222222222222","Information Studies","0.0229885057471264","Mechanical Aerospace Engr MANE","0.0232558139534884","Information Studies","0.0345622119815668","Mathematics","0.0337837837837838","Political Science","0.03125","ART HISTORY"
"0","ASIAN LANGUAGES AND CULTURES","0.0146198830409357","Psychology","0","ASIAN AMERICAN STUDIES","0","AEROSPACE STUDIES","0","AEROSPACE STUDIES","0.02","Philosophy","0.0311526479750779","ARCHITECTURE URBAN DESIGN","0.0308641975308642","ART HISTORY","0.0294985250737463","Physics Astronomy"
"0","BIOENGINEERING","0","AEROSPACE STUDIES","0","ASIAN LANGUAGES AND CULTURES","0","AFRICAN AMERICAN STUDIES","0","AFRICAN AMERICAN STUDIES","0.0136363636363636","Civil Enviornmental Engr","0.0303490136570561","Physics Astronomy","0.0294985250737463","Physics Astronomy","0.0280898876404494","ATMOSPHERIC AND OCEANIC SCIENCES"
"0","Civil Enviornmental Engr","0","AFRICAN AMERICAN STUDIES","0","BIOENGINEERING","0","AMERICAN INDIAN STUDIES","0","AMERICAN INDIAN STUDIES","0.0114613180515759","Mechanical Aerospace Engr MANE","0.024390243902439","Information Studies","0.0202702702702703","Information Studies","0.020746887966805","Linguistics"
"0","Classics","0","ASIAN AMERICAN STUDIES","0","Civil Enviornmental Engr","0","ARCHAEOLOGY","0","ARCHAEOLOGY","0","AEROSPACE STUDIES","0.02","Linguistics","0.0176678445229682","CHEMISTRY AND BIOCHEMISTRY","0.0181818181818182","Information Studies"
"0","Communication Studies","0","ASIAN LANGUAGES AND CULTURES","0","Classics","0","ASIAN AMERICAN STUDIES","0","ASIAN AMERICAN STUDIES","0","AFRICAN AMERICAN STUDIES","0.0103626943005181","Mechanical Aerospace Engr MANE","0.0146520146520147","Civil Enviornmental Engr","0.0165837479270315","CHEMISTRY AND BIOCHEMISTRY"
"0","Earth Planetary Space Sciences EPSS","0","BIOENGINEERING","0","Communication Studies","0","ASIAN LANGUAGES AND CULTURES","0","ASIAN LANGUAGES AND CULTURES","0","ARCHAEOLOGY","0","AEROSPACE STUDIES","0.0113122171945701","Mathematics","0.0160427807486631","Mathematics"
"0","Educational Initiatives","0","Civil Enviornmental Engr","0","Community Health Sciences","0","BIOENGINEERING","0","BIOENGINEERING","0","ASIAN AMERICAN STUDIES","0","AFRICAN AMERICAN STUDIES","0.0108695652173913","Mechanical Aerospace Engr MANE","0.0150375939849624","Music"
"0","Electrical and Computer Engineering","0","Classics","0","Earth Planetary Space Sciences EPSS","0","Civil Enviornmental Engr","0","Civil Enviornmental Engr","0","ASIAN LANGUAGES AND CULTURES","0","AMERICAN INDIAN STUDIES","0","AEROSPACE STUDIES","0","AEROSPACE STUDIES"
"0","Environmental Health Sciences","0","Communication Studies","0","Educational Initiatives","0","Classics","0","Classics","0","BIOENGINEERING","0","ASIAN AMERICAN STUDIES","0","AFRICAN AMERICAN STUDIES","0","AMERICAN INDIAN STUDIES"
"0","Epidemiology","0","Earth Planetary Space Sciences EPSS","0","Electrical and Computer Engineering","0","Communication Studies","0","Communication Studies","0","Classics","0","ASIAN LANGUAGES AND CULTURES","0","AMERICAN INDIAN STUDIES","0","ASIAN AMERICAN STUDIES"
"0","French and Francophone Studies","0","Electrical and Computer Engineering","0","Environmental Health Sciences","0","Community Health Sciences","0","Community Health Sciences","0","Communication Studies","0","BIOENGINEERING","0","ASIAN AMERICAN STUDIES","0","ASIAN LANGUAGES AND CULTURES"
"0","Gender Studies","0","Environmental Health Sciences","0","Epidemiology","0","Computer Science","0","Computer Science","0","Community Health Sciences","0","Civil Enviornmental Engr","0","ASIAN LANGUAGES AND CULTURES","0","BIOENGINEERING"
"0","Geography","0","Epidemiology","0","French and Francophone Studies","0","Earth Planetary Space Sciences EPSS","0","Earth Planetary Space Sciences EPSS","0","Computer Science","0","Classics","0","BIOENGINEERING","0","CENTER FOR JEWISH STUDIES"
"0","Germanic Languages","0","French and Francophone Studies","0","Gender Studies","0","Educational Initiatives","0","Electrical and Computer Engineering","0","Earth Planetary Space Sciences EPSS","0","Communication Studies","0","Classics","0","Civil Enviornmental Engr"
"0","Honors Programs","0","Germanic Languages","0","Germanic Languages","0","Electrical and Computer Engineering","0","Environmental Health Sciences","0","Educational Initiatives","0","Computer Science","0","Communication Studies","0","Communication Studies"
"0","Indo European Studies","0","Indo European Studies","0","Honors Programs","0","Environmental Health Sciences","0","Epidemiology","0","Electrical and Computer Engineering","0","Earth Planetary Space Sciences EPSS","0","Computer Science","0","Computer Science"
"0","Information Studies","0","Inst for Society Genetics","0","Indo European Studies","0","Epidemiology","0","French and Francophone Studies","0","Environmental Health Sciences","0","Educational Initiatives","0","Earth Planetary Space Sciences EPSS","0","Earth Planetary Space Sciences EPSS"
"0","Inst for Society Genetics","0","Inst of Environ Sustainability","0","Inst for Res on Labor Employment","0","French and Francophone Studies","0","Gender Studies","0","Epidemiology","0","Electrical and Computer Engineering","0","Electrical and Computer Engineering","0","Educational Initiatives"
"0","Inst of Environ Sustainability","0","Int Biology Physiology","0","Inst for Society Genetics","0","Gender Studies","0","Honors Programs","0","French and Francophone Studies","0","Environmental Health Sciences","0","Environmental Health Sciences","0","Electrical and Computer Engineering"
"0","Int Biology Physiology","0","Italian","0","Inst of Environ Sustainability","0","Germanic Languages","0","Indo European Studies","0","Gender Studies","0","Epidemiology","0","Epidemiology","0","Environmental Health Sciences"
"0","Italian","0","Materials Science Engr MSE","0","Int Biology Physiology","0","Honors Programs","0","Inst for Society Genetics","0","Honors Programs","0","French and Francophone Studies","0","French and Francophone Studies","0","Epidemiology"
"0","Life Sciences Core Crclm Prgm","0","Mathematics","0","Italian","0","Indo European Studies","0","Int Biology Physiology","0","Indo European Studies","0","Gender Studies","0","Honors Programs","0","French and Francophone Studies"
"0","Materials Science Engr MSE","0","Microbiology Immunology Molecular Genetics MIMG","0","Life Sciences Core Crclm Prgm","0","Inst for Society Genetics","0","Italian","0","Inst for Society Genetics","0","Honors Programs","0","Indo European Studies","0","Honors Programs"
"0","Microbiology Immunology Molecular Genetics MIMG","0","Military Science","0","Linguistics","0","Int Biology Physiology","0","Life Sciences Core Crclm Prgm","0","Int Biology Physiology","0","Indo European Studies","0","Inst for Society Genetics","0","Indo European Studies"
"0","Military Science","0","Musicology","0","Materials Science Engr MSE","0","Italian","0","Linguistics","0","Italian","0","Inst for Society Genetics","0","Inst of Environ Sustainability","0","Inst for Society Genetics"
"0","Musicology","0","Neuroscience Interdepartmental Prog","0","Microbiology Immunology Molecular Genetics MIMG","0","Linguistics","0","Materials Science Engr MSE","0","Life Sciences Core Crclm Prgm","0","Inst of Environ Sustainability","0","Italian","0","Italian"
"0","Naval Science","0","Nr Eastern Langs Cultures","0","Military Science","0","Materials Science Engr MSE","0","Microbiology Immunology Molecular Genetics MIMG","0","Linguistics","0","Italian","0","Life Sciences Core Crclm Prgm","0","Life Sciences Core Crclm Prgm"
"0","Neuroscience Interdepartmental Prog","0","Occupational Envtl Health Cntr CTR O EH","0","Musicology","0","Microbiology Immunology Molecular Genetics MIMG","0","Naval Science","0","Microbiology Immunology Molecular Genetics MIMG","0","Life Sciences Core Crclm Prgm","0","Materials Science Engr MSE","0","Mechanical Aerospace Engr MANE"
"0","Nr Eastern Langs Cultures","0","Philosophy","0","Neuroscience Interdepartmental Prog","0","Military Science","0","Neuroscience Interdepartmental Prog","0","Musicology","0","Microbiology Immunology Molecular Genetics MIMG","0","Musicology","0","Musicology"
"0","Occupational Envtl Health Cntr CTR O EH","0","Program in Computing","0","Nr Eastern Langs Cultures","0","Neuroscience Interdepartmental Prog","0","Nr Eastern Langs Cultures","0","Naval Science","0","Musicology","0","Naval Science","0","Naval Science"
"0","Philosophy","0","Public Health","0","Occupational Envtl Health Cntr CTR O EH","0","Nr Eastern Langs Cultures","0","Occupational Envtl Health Cntr CTR O EH","0","Neuroscience Interdepartmental Prog","0","Naval Science","0","Neuroscience Interdepartmental Prog","0","Neuroscience Interdepartmental Prog"
"0","Program in Computing","0","Public Policy","0","Philosophy","0","Occupational Envtl Health Cntr CTR O EH","0","Philosophy","0","Nr Eastern Langs Cultures","0","Neuroscience Interdepartmental Prog","0","Nr Eastern Langs Cultures","0","Nr Eastern Langs Cultures"
"0","Public Health","0","Scandanavian Section","0","Program in Computing","0","Program in Computing","0","Program in Computing","0","Occupational Envtl Health Cntr CTR O EH","0","Nr Eastern Langs Cultures","0","Occupational Envtl Health Cntr CTR O EH","0","Occupational Envtl Health Cntr CTR O EH"
"0","Public Policy","0","Slavic East European Eurasian Langs","0","Public Health","0","Public Health","0","Public Health","0","Program in Computing","0","Occupational Envtl Health Cntr CTR O EH","0","Philosophy","0","Philosophy"
"0","Scandanavian Section",NA,"ARCHAEOLOGY","0","Public Policy","0","Public Policy","0","Public Policy","0","Public Health","0","Philosophy","0","Public Health","0","Public Health"
"0","Slavic East European Eurasian Langs",NA,"CENTER FOR JEWISH STUDIES","0","Scandanavian Section","0","Scandanavian Section","0","Scandanavian Section","0","Public Policy","0","Public Health","0","Public Policy","0","Public Policy"
"0","Writing Program",NA,"Educational Initiatives","0","Slavic East European Eurasian Langs","0","Slavic East European Eurasian Langs","0","Slavic East European Eurasian Langs","0","Scandanavian Section","0","Public Policy","0","Scandanavian Section","0","Scandanavian Section"
NA,"ARCHAEOLOGY",NA,"Honors Programs","0","Study of Religion","0","Study of Religion","0","Study of Religion","0","Slavic East European Eurasian Langs","0","Scandanavian Section","0","Slavic East European Eurasian Langs","0","Slavic East European Eurasian Langs"
NA,"CENTER FOR JEWISH STUDIES",NA,"Inst for Res on Labor Employment","0","Writing Program",NA,"CENTER FOR JEWISH STUDIES",NA,"CENTER FOR JEWISH STUDIES",NA,"AMERICAN INDIAN STUDIES","0","Slavic East European Eurasian Langs","0","Study of Religion","0","Study of Religion"
NA,"Inst for Res on Labor Employment",NA,"Lesbian Gay Bisexual Studies",NA,"ARCHAEOLOGY",NA,"Inst for Res on Labor Employment",NA,"Inst for Res on Labor Employment",NA,"CENTER FOR JEWISH STUDIES","0","Study of Religion",NA,"ARCHAEOLOGY",NA,"ARCHAEOLOGY"
NA,"Lesbian Gay Bisexual Studies",NA,"Life Sciences Core Crclm Prgm",NA,"CENTER FOR JEWISH STUDIES",NA,"Lesbian Gay Bisexual Studies",NA,"Lesbian Gay Bisexual Studies",NA,"Lesbian Gay Bisexual Studies",NA,"ARCHAEOLOGY",NA,"ATMOSPHERIC AND OCEANIC SCIENCES",NA,"Lesbian Gay Bisexual Studies"
NA,"Study of Religion",NA,"Study of Religion",NA,"Lesbian Gay Bisexual Studies",NA,"Life Sciences Core Crclm Prgm",NA,"Military Science",NA,"Study of Religion",NA,"CENTER FOR JEWISH STUDIES",NA,"CENTER FOR JEWISH STUDIES",NA,"Military Science"
