"","X","Ticket.number","Issue.Date","Issue.time","Meter.Id","Marked.Time","RP.State.Plate","Plate.Expiry.Date","VIN","Make","Body.Style","Color","Location","Route","Agency","Violation.code","Violation.Description","Fine.amount","Latitude","Longitude","Year","Street","Month"
"32",8102183,4336308141,2018-08-01,1000,"WV396",NA,"CA",201901,"","TOYT","PA","GY","900 WESTWOOD BLVD","00146",51,"88.13B+","METER EXP.",63,34.0631214069544,-118.445286304363,"2018","WESTWOOD",8
"33",8102184,4336308152,2018-08-01,1005,"WV590",NA,"CA",201903,"","SUBA","PA","WT","10800 WEYBURN AV","00146",51,"88.13B+","METER EXP.",63,34.0616581804821,-118.440408522488,"2018","WEYBURN",8
"34",8102185,4336308163,2018-08-01,1007,"WV600",NA,"CA",201902,"","FORD","PA","BK","10801 WEYBURN AV","00146",51,"88.13B+","METER EXP.",63,34.0616581804821,-118.440408522488,"2018","WEYBURN",8
"35",8102186,4336308174,2018-08-01,1009,"WV478",NA,"CA",201907,"","TOYT","PA","BL","1001 HILGARD AV","00146",51,"88.03A","OUTSIDE LINES/METER",58,34.0616263016795,-118.441613471118,"2018","HILGARD",8
"36",8102187,4336308185,2018-08-01,1014,"WV448",NA,"CA",NA,"","TOYT","PA","OT","1001 TIVERTON AV","00146",51,"88.13B+","METER EXP.",63,34.0620944926344,-118.442827669345,"2018","TIVERTON",8
"37",8102188,4336308196,2018-08-01,1019,"WV323",NA,"CA",201811,"","LNDR","PA","GY","1101 GLENDON AV","00146",51,"88.13B+","METER EXP.",63,34.0607777841811,-118.444451717502,"2018","GLENDON",8
"38",8102189,4336308200,2018-08-01,1022,"WV340",NA,"CA",201907,"","SUBA","PA","GY","1000 GLENDON AV","00146",51,"88.13B+","METER EXP.",63,34.0625435215168,-118.444018667436,"2018","GLENDON",8
"39",8102190,4336308211,2018-08-01,1046,"WV282B",NA,"CA",201808,"","LNDR","PA","WT","1101 WESTWOOD BLVD","00146",51,"88.13B+","METER EXP.",63,34.0607883004129,-118.44532671232,"2018","WESTWOOD",8
"40",8102191,4336308222,2018-08-01,1058,"",NA,"CA",NA,"","TOYT","PA","WT","1000 GAYLEY AVE","00146",51,"80.56E2","YELLOW ZONE",58,34.0619600888849,-118.447977614145,"2018","GAYLEY",8
"41",8102192,4336308233,2018-08-01,1104,"WV97",NA,"CA",201908,"","JEEP","PA","BK","1000 GAYLEY AV","00146",51,"88.13B+","METER EXP.",63,34.0619600888849,-118.447977614145,"2018","GAYLEY",8
"42",8102193,4336308244,2018-08-01,1113,"WV68",NA,"WI",201810,"","JEEP","PA","BK","1101 GAYLEY AV","00146",51,"88.13B+","METER EXP.",63,34.0601933472066,-118.446452703778,"2018","GAYLEY",8
"43",8102194,4336308255,2018-08-01,1117,"WS553",NA,"CA",201901,"","MNNI","PA","BK","10901 ASHTON AV","00146",51,"88.13B+","METER EXP.",63,34.0578145150778,-118.443240817797,"2018","ASHTON",8
"44",8102620,4336519784,2018-08-01,1310,"WS552",NA,"AZ",201808,"","AUDI","PA","SL","10901 ASHTON AV","00113",51,"88.13B+","METER EXP.",63,34.0578145150778,-118.443240817797,"2018","ASHTON",8
"45",8102628,4336541834,2018-08-01,221,"",NA,"CA",201812,"","TOYT","PA","WT","900 HILGARD AVE","504A",51,"22502A","18 IN. CURB/2 WAY",63,34.0640107139718,-118.441068057212,"2018","HILGARD",8
"46",8102631,4336541860,2018-08-01,553,"",NA,"CA",201907,"","VOLK","PA","GY","459 LANDFAIR AVE","504A",51,"22500F","PARKED ON SIDEWALK",68,34.0693424120126,-118.452002657664,"2018","LANDFAIR",8
"47",8102632,4336541871,2018-08-01,559,"",NA,"CA",201804,"","NISS","PA","SL","400 LANDFAIR AVE","504A",51,"5204A-","DISPLAY OF TABS",25,34.0705304066269,-118.453227530712,"2018","LANDFAIR",8
"48",8102633,4336541882,2018-08-01,601,"",NA,"CA",201804,"","NISS","PA","SL","400 LANDFAIR AVE","504A",51,"80.56E4+","RED ZONE",93,34.0705304066269,-118.453227530712,"2018","LANDFAIR",8
"49",8102634,4336541893,2018-08-01,604,"",NA,"CA",201903,"","TOYT","PA","OT","404 LANDFAIR AVE","504A",51,"22500F","PARKED ON SIDEWALK",68,34.0704125470605,-118.453147643213,"2018","LANDFAIR",8
"50",8102635,4336541904,2018-08-01,610,"",NA,"CA",201904,"","INFI","PA","GY","400 LANDFAIR AVE","504A",51,"80.56E4+","RED ZONE",93,34.0705304066269,-118.453227530712,"2018","LANDFAIR",8
"51",8102636,4336541915,2018-08-01,615,"",NA,"CA",201805,"","TOYT","PA","BK","548 KELTON AVE","504A",51,"22500F","PARKED ON SIDEWALK",68,34.0674214281595,-118.453524368283,"2018","KELTON",8
"52",8102637,4336541926,2018-08-01,617,"",NA,"CA",201805,"","TOYT","PA","BK","548 KELTON AVE","504A",51,"5204A-","DISPLAY OF TABS",25,34.0674214281595,-118.453524368283,"2018","KELTON",8
"53",8102638,4336541930,2018-08-01,623,"",NA,"MI",201805,"","FORD","PA","WT","600 LEVERING AVE","504A",51,"80.56E4+","RED ZONE",93,34.0665123164415,-118.453407175404,"2018","LEVERING",8
"54",8103033,4336639484,2018-08-01,1430,"WV593",NA,"CA",201811,"","BMW","PA","GY","1000 HILGARD AV","00203",51,"88.13B+","METER EXP.",63,34.0616263016795,-118.441613471118,"2018","HILGARD",8
"55",8103034,4336639495,2018-08-01,1436,"",NA,"CA",201803,"","TOYT","PA","BK","1001 TIVERTON AV","00203",51,"5204A-","DISPLAY OF TABS",25,34.0620944926344,-118.442827669345,"2018","TIVERTON",8
"56",8103035,4336639506,2018-08-01,1449,"WV295",NA,"CA",201808,"","TSMR","PA","BK","10801 LINDBROOK DR","00203",51,"88.13B+","METER EXP.",63,34.0608953293504,-118.440117262079,"2018","LINDBROOK",8
"57",8103036,4336639510,2018-08-01,1456,"WV585",NA,"CA",201911,"","HYUN","PA","GY","10801 LE CONTE AV","00203",51,"88.13B+","METER EXP.",63,34.0640107139718,-118.441068057212,"2018","LE CONTE",8
"58",8103110,4336657253,2018-08-01,1139,"",NA,"CA",201905,"","FIAT","PA","OT","574 HILGARD AVE","00116",51,"22500E","BLOCKING DRIVEWAY",68,34.0707385272112,-118.43853453899,"2018","HILGARD",8
"59",8103115,4336657312,2018-08-01,1349,"",1130,"CA",201901,"","KIA","PA","BK","952 TIVERTON AVE","00116",51,"80.69C","PARKED OVER TIME LIMIT",58,34.0628590807008,-118.44264351763,"2018","TIVERTON",8
"60",8103116,4336657323,2018-08-01,1354,"",1135,"CA",201906,"","TOYT","PA","GY","580 HILGARD AVE","00116",51,"80.69C","PARKED OVER TIME LIMIT",58,34.0704740993836,-118.438708160692,"2018","HILGARD",8
"61",8103117,4336657334,2018-08-01,1356,"",1135,"CA",201812,"","NISS","PA","GY","580 HILGARD AVE","00116",51,"80.69C","PARKED OVER TIME LIMIT",58,34.0704740993836,-118.438708160692,"2018","HILGARD",8
"62",8103118,4336657345,2018-08-01,1358,"",1135,"CA",201903,"","HYUN","PA","BL","560 HILGARD AVE","00116",51,"80.69C","PARKED OVER TIME LIMIT",58,34.0711778171531,-118.437879731012,"2018","HILGARD",8
"63",8103119,4336657356,2018-08-01,1621,"",1410,"WA",201808,"","LEXS","PA","BN","10982 ROEBLING AVE","00116",51,"80.69C","PARKED OVER TIME LIMIT",58,34.0647510162922,-118.449706201201,"2018","ROEING",8
"64",8103211,4336662422,2018-08-01,1134,"",NA,"CA",NA,"","NISS","PA","SL","638 MIDVALE AVE","00154",51,"22500F","PARKED ON SIDEWALK",68,34.0656063203376,-118.451724926152,"2018","MIDVALE",8
"65",8103212,4336662433,2018-08-01,1136,"",900,"CA",201810,"","VOLK","PA","GY","605 MIDVALE AVE","00154",51,"80.69C","PARKED OVER TIME LIMIT",58,34.0663366020521,-118.451900567301,"2018","MIDVALE",8
"66",8103213,4336662444,2018-08-01,1142,"",900,"NC",201810,"","SUZI","PA","GY","445 LANDFAIR AVE","00154",51,"80.69C","PARKED OVER TIME LIMIT",58,34.0695278431879,-118.452383389939,"2018","LANDFAIR",8
"67",8103214,4336662455,2018-08-01,1146,"",900,"CA",201812,"","HOND","VN","GY","10965 STRATHMORE DR","00154",51,"80.69C","PARKED OVER TIME LIMIT",58,34.0665693081908,-118.449923995033,"2018","STRATHMORE",8
"68",8103215,4336662466,2018-08-01,1153,"",900,"CA",201903,"","PONT","PA","GY","615 LANDFAIR AVE","00154",51,"80.69C","PARKED OVER TIME LIMIT",58,34.0673036441582,-118.449749641366,"2018","LANDFAIR",8
"69",8103216,4336662470,2018-08-01,1155,"",900,"CA",201810,"","HOND","PA","WT","645 LANDFAIR AVE","00154",51,"80.69C","PARKED OVER TIME LIMIT",58,34.0662994373464,-118.448601793695,"2018","LANDFAIR",8
"70",8103217,4336662481,2018-08-01,1157,"",900,"CA",201903,"","JEEP","PA","PR","10940 ROEBLING AVE","00154",51,"80.69C","PARKED OVER TIME LIMIT",58,34.0654568698267,-118.449062834889,"2018","ROEING",8
"71",8103218,4336662492,2018-08-01,1159,"",900,"CA",201907,"","VOLK","PA","GY","10970 ROEBLING AVE","00154",51,"80.69C","PARKED OVER TIME LIMIT",58,34.0649522965303,-118.449522381253,"2018","ROEING",8
"72",8103219,4336662503,2018-08-01,1207,"WV38",NA,"CA",201808,"","PORS","PA","BK","1001 GAYLEY AV","00154",51,"88.13B+","METER EXP.",63,34.0619600888849,-118.447977614145,"2018","GAYLEY",8
"73",8106165,4337586271,2018-08-01,1425,"",NA,"CA",201708,"","LEXS","PA","GY","10800 WEYBURN AVE","00204",51,"5204A-","DISPLAY OF TABS",25,34.0616581804821,-118.440408522488,"2018","WEYBURN",8
"74",8106166,4337586282,2018-08-01,1433,"",NA,"CA",201806,"","CHEV","PA","WT","10801 LINDBROOK DR","00204",51,"80.56E1","WHITE ZONE",58,34.0608953293504,-118.440117262079,"2018","LINDBROOK",8
"75",8106167,4337586293,2018-08-01,1449,"",NA,"CA",NA,"","UNK","CM","BN","1100 WESTWOOD BLVD","00204",51,"80.56E4+","RED ZONE",93,34.0607883004129,-118.44532671232,"2018","WESTWOOD",8
"76",8106168,4337586304,2018-08-01,1454,"",NA,"CA",201906,"","HOND","PA","GY","10800 LE CONTE AV","00204",51,"80.56E4+","RED ZONE",93,34.0640107139718,-118.441068057212,"2018","LE CONTE",8
"77",8107030,4332147503,2018-08-02,1728,"11",NA,"CA",201905,"","NISS","PA","GY","10800 WEYBURN AVE","102R",51,"80.58L","PREFERENTIAL PARKING",68,34.0616581804821,-118.440408522488,"2018","WEYBURN",8
"78",8107240,4334989735,2018-08-02,1105,"11",NA,"CA",201811,"","HOND","PA","BK","10800 WEYBURN AVE","00187",51,"80.58L","PREFERENTIAL PARKING",68,34.0616581804821,-118.440408522488,"2018","WEYBURN",8
"79",8107278,4335221623,2018-08-02,1732,"WV683",NA,"CA",201909,"","FORD","PA","SL","10801 WEYBURN AV","00308",51,"88.13B+","METER EXP.",63,34.0616581804821,-118.440408522488,"2018","WEYBURN",8
"80",8107279,4335221634,2018-08-02,1736,"WV674",NA,"MN",201812,"","FORD","PA","GY","10800 WEYBURN AV","00308",51,"88.03A","OUTSIDE LINES/METER",58,34.0616581804821,-118.440408522488,"2018","WEYBURN",8
"81",8107280,4335221645,2018-08-02,1741,"WV230",NA,"CA",201809,"","KIA","PA","WT","10901 WEYBURN AVE","00308",51,"88.13B+","METER EXP.",63,34.0625690434399,-118.445296571114,"2018","WEYBURN",8
"82",8107551,4335811911,2018-08-02,835,"",NA,"CA",201903,"","VOLV","PA","WT","600 LEVERING AVE","00141",51,"80.69BS","NO PARK/STREET CLEAN",73,34.0665123164415,-118.453407175404,"2018","LEVERING",8
"83",8107552,4335811922,2018-08-02,836,"",NA,"IL",201812,"","VOLK","PA","GY","650 LEVERING AVE","00141",51,"80.69BS","NO PARK/STREET CLEAN",73,34.066419605265,-118.451749129234,"2018","LEVERING",8
"84",8107553,4335811933,2018-08-02,839,"",NA,"CA",NA,"","TOYT","PA","SL","650 LEVERING AVE","00141",51,"80.69BS","NO PARK/STREET CLEAN",73,34.066419605265,-118.451749129234,"2018","LEVERING",8
"85",8107554,4335811944,2018-08-02,840,"",NA,"CA",201808,"","TOYT","PA","WT","650 LEVERING AVE","00141",51,"80.69BS","NO PARK/STREET CLEAN",73,34.066419605265,-118.451749129234,"2018","LEVERING",8
"86",8107555,4335811955,2018-08-02,843,"",NA,"MI",201805,"","FORD","PA","WT","610 LEVERING AVE","00141",51,"80.69BS","NO PARK/STREET CLEAN",73,34.0664394506499,-118.453053479225,"2018","LEVERING",8
"87",8107556,4335811966,2018-08-02,846,"",NA,"CA",201809,"","TOYT","PA","GY","11044 OPHIR DR","00141",51,"80.69BS","NO PARK/STREET CLEAN",73,34.0682534796443,-118.452941131919,"2018","OPHIR",8
"88",8107557,4335811970,2018-08-02,848,"",NA,"CA",5,"","HYUN","PA","WT","11044 OPHIR DR","00141",51,"80.69BS","NO PARK/STREET CLEAN",73,34.0682534796443,-118.452941131919,"2018","OPHIR",8
"89",8107558,4335811981,2018-08-02,850,"",NA,"CA",201808,"","LEXS","PA","BG","11000 OPHIR DR","00141",51,"80.69BS","NO PARK/STREET CLEAN",73,34.0682665700223,-118.451646837357,"2018","OPHIR",8
"90",8107559,4335811992,2018-08-02,851,"",NA,"CA",201904,"","KIA","PA","SL","11000 OPHIR DR","00141",51,"80.69BS","NO PARK/STREET CLEAN",73,34.0682665700223,-118.451646837357,"2018","OPHIR",8
"91",8107560,4335812003,2018-08-02,853,"",NA,"IL",201712,"","TOYT","PA","TN","508 GLENROCK AVE","00141",51,"80.69BS","NO PARK/STREET CLEAN",73,34.0680827860754,-118.451559994483,"2018","GLENROCK",8
"92",8108016,4336113574,2018-08-02,2346,"",NA,"CA",201810,"","AUDI","PA","WT","558 MIDVALE AVE S","504A",51,"22500F","PARKED ON SIDEWALK",68,34.0671292678714,-118.452294474573,"2018","MIDVALE",8
"93",8108017,4336113585,2018-08-02,2349,"",NA,"DC",202001,"","MAZD","PA","SL","512 MIDVALE AVE S","504A",51,"22500F","PARKED ON SIDEWALK",68,34.0679857636515,-118.452520335723,"2018","MIDVALE",8
"94",8108018,4336113596,2018-08-02,2353,"",NA,"CA",201811,"","HYUN","PA","GO","515 LANDFAIR AVE S","504A",51,"22500F","PARKED ON SIDEWALK",68,34.0684450592739,-118.450944483684,"2018","LANDFAIR",8
"95",8108019,4336113600,2018-08-02,2358,"",NA,"CA",201904,"","VOLV","PA","WT","501 GLENROCK AVE","504A",51,"22500F","PARKED ON SIDEWALK",68,34.0682665700223,-118.451646837357,"2018","GLENROCK",8
"96",8108917,4336516225,2018-08-02,1319,"",NA,"CA",201811,"","GMC","PA","GY","1100 WESTHOLME AVE","00183",51,"80.56E4+","RED ZONE",93,34.062653223165,-118.434252734782,"2018","WESTHOLME",8
"97",8108918,4336516236,2018-08-02,1411,"",1300,"CA",201902,"","FORD","VN","WT","1200 MALCOLM AVE","00183",51,"80.69C","PARKED OVER TIME LIMIT",58,34.0598800373677,-118.439725631202,"2018","MALCOLM",8
"98",8109538,4336686421,2018-08-02,1509,"",NA,"CA",201907,"","MERZ","PA","BK","505 GAYLEY AVE","00112",51,"80.53","PARKED IN PARKWAY",63,34.0701547523661,-118.451544763462,"2018","GAYLEY",8
"99",8109539,4336686432,2018-08-02,1516,"WV26",NA,"AZ",NA,"","FORD","PA","RD","945 GAYLEY AV","00112",51,"88.13B+","METER EXP.",63,34.0626240970833,-118.448242006553,"2018","GAYLEY",8
"100",8109540,4336686443,2018-08-02,1521,"",NA,"CA",201811,"","HOND","PA","SL","1035 GAYLEY AV","00112",51,"80.56E4+","RED ZONE",93,34.0613574868728,-118.447456023589,"2018","GAYLEY",8
"101",8109541,4336686454,2018-08-02,1523,"",NA,"CA",NA,"","BMW","PA","BL","1051 GAYLEY AV","00112",51,"80.56E4+","RED ZONE",93,34.0610753526303,-118.447213492765,"2018","GAYLEY",8
"102",8109542,4336686465,2018-08-02,1528,"WV57",NA,"CA",201810,"","TOYT","PA","BK","10901 KINROSS AV","00112",51,"88.13B+","METER EXP.",63,34.0607432999421,-118.445607113423,"2018","KINROSS",8
"103",8109547,4336686513,2018-08-02,1707,"WV336",NA,"CA",201901,"","LEXS","PA","GY","1070 GLENDON AV","00112",51,"88.13B+","METER EXP.",63,34.0612810995928,-118.444328927839,"2018","GLENDON",8
"104",8110141,4336912941,2018-08-02,1654,"",NA,"CA",NA,"","HOND","PA","WT","1131 GLENDON AVE","203A",51,"5200","DISPLAY OF PLATES",25,34.0602660396841,-118.443877815761,"2018","GLENDON",8
"105",8110142,4336912952,2018-08-02,1655,"WV296",NA,"CA",NA,"","HYUN","PA","GY","10801 LINDBROOK DR","203A",51,"88.13B+","METER EXP.",63,34.0608953293504,-118.440117262079,"2018","LINDBROOK",8
"106",8110143,4336912963,2018-08-02,1658,"WV299A",NA,"CA",201905,"","TOYT","PA","GY","10889 LINDBROOK DR","203A",51,"88.13B+","METER EXP.",63,34.059723332339,-118.444251320263,"2018","LINDBROOK",8
"107",8110144,4336912974,2018-08-02,1704,"WV320",NA,"CA",201809,"","BMW","PA","BK","1125 GLENDON AV","203A",51,"88.13B+","METER EXP.",63,34.0603672848118,-118.443993910344,"2018","GLENDON",8
"108",8110145,4336912985,2018-08-02,1711,"",NA,"CA",201804,"","FORD","PA","YE","1101 GAYLEY AVE","203A",51,"5200","DISPLAY OF PLATES",25,34.0601933472066,-118.446452703778,"2018","GAYLEY",8
"109",8110146,4336912996,2018-08-02,1717,"WV303",NA,"CA",201905,"","BUIC","PA","RD","1140 WESTWOOD BLVD","203A",51,"88.13B+","METER EXP.",63,34.059976535368,-118.444889878349,"2018","WESTWOOD",8
"110",8110147,4336913000,2018-08-02,1720,"",NA,"CA",NA,"","BMW","PA","GY","1122 WESTWOOD BLVD","203A",51,"5200","DISPLAY OF PLATES",25,34.0603190171026,-118.44516243397,"2018","WESTWOOD",8
"111",8110148,4336913011,2018-08-02,1721,"",NA,"CA",NA,"","MERZ","PA","BK","1122 WESTWOOD BLVD","203A",51,"5200","DISPLAY OF PLATES",25,34.0603190171026,-118.44516243397,"2018","WESTWOOD",8
"112",8110163,4336913210,2018-08-02,2156,"",NA,"CA",NA,"","MERZ","PA","BK","10925 WEYBURN AVE","203A",51,"5200","DISPLAY OF PLATES",25,34.062577549572,-118.445970168727,"2018","WEYBURN",8
"113",8110588,4337004490,2018-08-02,1205,"",NA,"CA",201812,"","HOND","PA","GN","10709 ASHTON AVE","00154",51,"80.69BS","NO PARK/STREET CLEAN",73,34.0597104354013,-118.43572318498,"2018","ASHTON",8
"114",8110589,4337004501,2018-08-02,1207,"",NA,"CA",201907,"","TOYT","PA","BK","1205 MANNING AVE","00154",51,"80.69BS","NO PARK/STREET CLEAN",73,34.060768507012,-118.435685774373,"2018","MANNING",8
"115",8110590,4337004512,2018-08-02,1210,"",NA,"CA",201812,"","TOYT","PA","BK","10637 ASHTON AVE","00154",51,"80.69BS","NO PARK/STREET CLEAN",73,34.0601129579533,-118.433826845204,"2018","ASHTON",8
"116",8110591,4337004523,2018-08-02,1212,"",NA,"CA",201905,"","NISS","PA","GY","1220 WESTHOLME AVE","00154",51,"80.69BS","NO PARK/STREET CLEAN",73,34.0611229903284,-118.433392961176,"2018","WESTHOLME",8
"117",8110592,4337004534,2018-08-02,1213,"",NA,"CA",201812,"","CHEV","PA","WT","1210 WESTHOLME AVE","00154",51,"80.69BS","NO PARK/STREET CLEAN",73,34.0613257614056,-118.433552492102,"2018","WESTHOLME",8
"118",8110593,4337004545,2018-08-02,1215,"",NA,"CA",201801,"","CHRY","PA","BK","1220 WESTHOLME AVE","00154",51,"80.69BS","NO PARK/STREET CLEAN",73,34.0611229903284,-118.433392961176,"2018","WESTHOLME",8
"119",8110599,4337004604,2018-08-02,1232,"",NA,"CA",201812,"","KIA","PA","GN","10700 WELLWORTH AVE","00154",51,"80.69BS","NO PARK/STREET CLEAN",73,34.0589601467504,-118.434992928999,"2018","WELLWORTH",8
"120",8110600,4337004615,2018-08-02,1236,"",NA,"CA",NA,"","BMW","PA","BL","1223 MANNING AVE S","00154",51,"80.69BS","NO PARK/STREET CLEAN",73,34.0603733783448,-118.435528539538,"2018","MANNING",8
"121",8110603,4337004641,2018-08-02,1249,"",NA,"CA",201810,"","MERZ","PA","BK","10647 ASHTON AVE","00154",51,"80.69BS","NO PARK/STREET CLEAN",73,34.0600626071802,-118.434074206063,"2018","ASHTON",8
