"","X","Ticket.number","Issue.Date","Issue.time","Meter.Id","Marked.Time","RP.State.Plate","Plate.Expiry.Date","VIN","Make","Body.Style","Color","Location","Route","Agency","Violation.code","Violation.Description","Fine.amount","Latitude","Longitude","Year","Street","Month"
"47",7455787,4344408202,2018-12-03,1022,"",NA,"CA",201812,"","HOND","PA","GY","611 GAYLEY AVE","00187",51,"80.69B","NO PARKING",73,34.0683209852723,-118.448843771785,"2018","GAYLEY",12
"48",7455789,4344408224,2018-12-03,1238,"",NA,"CA",201812,"","TOYT","PA","BK","1001 GAYLEY AVE","00187",51,"80.61","STANDNG IN ALLEY",68,34.0619600888849,-118.447977614145,"2018","GAYLEY",12
"49",7455790,4344408235,2018-12-03,1246,"WV65",NA,"CA",201808,"","HOND","PA","BK","1101 GAYLEY AV","00187",51,"88.13B+","METER EXP.",63,34.0601933472066,-118.446452703778,"2018","GAYLEY",12
"50",7455791,4344408246,2018-12-03,1248,"WV73A",NA,"CA",201904,"","FIAT","PA","BK","10900 LINDBROOK DR","00187",51,"88.13B+","METER EXP.",63,34.0596118637054,-118.4446733344,"2018","LINDBROOK",12
"51",7455792,4344408250,2018-12-03,1250,"",NA,"CA",201812,"","FORD","PA","GY","10901 LINDBROOK DR","00187",51,"80.56E4+","RED ZONE",93,34.0596118637054,-118.4446733344,"2018","LINDBROOK",12
"52",7455793,4344408261,2018-12-03,1257,"WV74B",NA,"CA",NA,"","HOND","PA","SL","10901 LINDBROOK DR","00187",51,"88.13B+","METER EXP.",63,34.0596118637054,-118.4446733344,"2018","LINDBROOK",12
"53",7455794,4344408272,2018-12-03,1303,"",NA,"CA",201905,"","KIA","PA","BK","10921 LINDBROOK DR","00187",51,"80.56E4+","RED ZONE",93,34.0595561288358,-118.444884341047,"2018","LINDBROOK",12
"54",7455795,4344408283,2018-12-03,1328,"",NA,"NV",201903,"","TOYT","PA","WT","10917 LINDBROOK DR","00187",51,"80.56E4+","RED ZONE",93,34.0595672782713,-118.444841479431,"2018","LINDBROOK",12
"55",7455864,4344408294,2018-12-03,1441,"",NA,"CA",201911,"","OTHR","TK","WT","1060 GLENDON AVE","00187",51,"80.56E4+","RED ZONE",93,34.06146262674,-118.444283668433,"2018","GLENDON",12
"56",7460706,4344443456,2018-12-03,837,"",NA,"CA",201908,"","HOND","PA","BK","901 LEVERING AVE S","00183",51,"80.69AP+","NO STOP/STANDING",93,34.0635333609982,-118.449059112888,"2018","LEVERING",12
"57",7466069,4344491200,2018-12-03,1633,"",NA,"CA",201909,"","NISS","PA","BK","1200 MIDVALE AVE","111R",51,"80.69AP+","NO STOP/STANDING",93,34.0583475658461,-118.445492004344,"2018","MIDVALE",12
"58",7466070,4344491211,2018-12-03,1635,"",NA,"CA",201811,"","HOND","PA","GN","1200 MIDVALE AVE","111R",51,"80.69AP+","NO STOP/STANDING",93,34.0583475658461,-118.445492004344,"2018","MIDVALE",12
"59",7474959,4344634604,2018-12-03,1137,"",NA,"CA",201802,"","TOYT","PA","GY","1001 HILGARD AV","00401",51,"5204A-","DISPLAY OF TABS",25,34.0616263016795,-118.441613471118,"2018","HILGARD",12
"60",7475044,4344634615,2018-12-03,1240,"WV675",NA,"TX",NA,"","NISS","PA","WT","10800 WEYBURN AV","00401",51,"88.13B+","METER EXP.",63,34.0616581804821,-118.440408522488,"2018","WEYBURN",12
"61",7475045,4344634626,2018-12-03,1243,"",NA,"CA",201808,"","KIA","PA","BL","10800 WEYBURN AV","00401",51,"5204A-","DISPLAY OF TABS",25,34.0616581804821,-118.440408522488,"2018","WEYBURN",12
"62",7475046,4344634630,2018-12-03,1249,"WV662",NA,"CA",NA,"","TOYT","PA","WT","10800 WEYBURN AV","00401",51,"88.13B+","METER EXP.",63,34.0616581804821,-118.440408522488,"2018","WEYBURN",12
"63",7475140,4344634641,2018-12-03,1254,"WV373",NA,"CA",201903,"","FORD","PA","GY","10801 KINROSS AV","00401",51,"88.13B+","METER EXP.",63,34.0607777841811,-118.444451717502,"2018","KINROSS",12
"64",7475141,4344634652,2018-12-03,1257,"WV330",NA,"CA",201905,"","PORS","PA","SL","1100 GLENDON AV","00401",51,"88.13B+","METER EXP.",63,34.0607777841811,-118.444451717502,"2018","GLENDON",12
"65",7475142,4344634663,2018-12-03,1258,"",NA,"CA",201905,"","PORS","PA","SL","1100 GLENDON AV","00401",51,"5200","DISPLAY OF PLATES",25,34.0607777841811,-118.444451717502,"2018","GLENDON",12
"66",7475143,4344634674,2018-12-03,1320,"",1110,"CA",201907,"","NISS","PA","WT","1030 TIVERTON AVE","00401",51,"80.69C","PARKED OVER TIME LIMIT",58,34.0614426624328,-118.44298600136,"2018","TIVERTON",12
"67",7475144,4344634685,2018-12-03,1337,"",NA,"CA",201807,"","HYUN","PA","RD","901 TIVERTON AV","00401",51,"5204A-","DISPLAY OF TABS",25,34.0637226752536,-118.442436773807,"2018","TIVERTON",12
"68",7475145,4344634696,2018-12-03,1353,"WV448",NA,"CA",201901,"","FORD","PA","RD","1001 TIVERTON AV","00401",51,"88.13B+","METER EXP.",63,34.0620944926344,-118.442827669345,"2018","TIVERTON",12
"69",7475147,4344634700,2018-12-03,1356,"",NA,"CA",201906,"","VOLK","PA","BK","1001 TIVERTON AV","00401",51,"22502E","18 IN. CURB/1 WAY",63,34.0620944926344,-118.442827669345,"2018","TIVERTON",12
"70",7475148,4344634722,2018-12-03,1509,"",NA,"CA",201806,"","VOLK","PA","SL","1033 GAYLEY AV","00401",51,"5204A-","DISPLAY OF TABS",25,34.0613930986276,-118.447485929192,"2018","GAYLEY",12
"71",7475152,4344634733,2018-12-03,1513,"WV25",NA,"CA",201907,"","MERZ","PA","BK","901 GAYLEY AV","00401",51,"88.13B+","METER EXP.",63,34.0636381338303,-118.448224327646,"2018","GAYLEY",12
"72",7475165,4344634744,2018-12-03,1523,"WV97",NA,"CA",201902,"","CHEV","PA","GY","1000 GAYLEY AV","00401",51,"88.13B+","METER EXP.",63,34.0619600888849,-118.447977614145,"2018","GAYLEY",12
"73",7475166,4344634755,2018-12-03,1527,"",NA,"CA",201907,"","HYUN","PA","SL","10917 LINDBROOK DR","00401",51,"22502A","18 IN. CURB/2 WAY",63,34.0595672782713,-118.444841479431,"2018","LINDBROOK",12
"74",7475169,4344634766,2018-12-03,1537,"",NA,"CA",201809,"","BMW","PA","BK","1000 TIVERTON AV","00401",51,"5204A-","DISPLAY OF TABS",25,34.0620944926344,-118.442827669345,"2018","TIVERTON",12
"75",7475287,4344634770,2018-12-03,1646,"",NA,"CA",201809,"","TOYT","PA","WT","10800 WEYBURN AVE","00401",51,"5204A-","DISPLAY OF TABS",25,34.0616581804821,-118.440408522488,"2018","WEYBURN",12
"76",7475288,4344634781,2018-12-03,1702,"WV485",NA,"CA",201906,"","TOYT","PA","WT","10801 LINDBROOK DR","00401",51,"88.13B+","METER EXP.",63,34.0608953293504,-118.440117262079,"2018","LINDBROOK",12
"77",7494336,4344961541,2018-12-03,632,"",NA,"CA",201809,"","FORD","PA","BK","501 MIDVALE AVE S","504A",51,"5204A-","DISPLAY OF TABS",25,34.0682165817655,-118.452521584381,"2018","MIDVALE",12
"78",7494661,4344961725,2018-12-03,1927,"WV309",NA,"CA",201911,"","JEEP","PA","SL","1122 WESTWOOD BLVD","00203",51,"88.13B+","METER EXP.",63,34.0603190171026,-118.44516243397,"2018","WESTWOOD",12
"79",7494662,4344961736,2018-12-03,1930,"WV333",NA,"CA",201905,"","CHEV","VN","WT","1100 GLENDON AV","00203",51,"88.13B+","METER EXP.",63,34.0607777841811,-118.444451717502,"2018","GLENDON",12
"80",7494663,4344961740,2018-12-03,1933,"WV351",NA,"CA",201904,"","VOLK","PA","GY","1010 GLENDON AV","00203",51,"88.13B+","METER EXP.",63,34.0622382326254,-118.444092986467,"2018","GLENDON",12
"81",7494667,4344961751,2018-12-03,1935,"WV347",NA,"FL",201905,"","MERZ","PA","WT","1030 GLENDON AV","00203",51,"88.13B+","METER EXP.",63,34.0616303904085,-118.444244939121,"2018","GLENDON",12
"82",7494668,4344961762,2018-12-03,1937,"",NA,"CA",NA,"","BMW","PA","WT","1030 GLENDON AV","00203",51,"5200","DISPLAY OF PLATES",25,34.0616303904085,-118.444244939121,"2018","GLENDON",12
"83",7494669,4344961773,2018-12-03,1942,"WV480",NA,"CA",NA,"","TOYT","PA","RD","10801 LINDBROOK DR","00203",51,"88.13B+","METER EXP.",63,34.0608953293504,-118.440117262079,"2018","LINDBROOK",12
"84",7494670,4344961784,2018-12-03,1944,"WV485",NA,"CA",201905,"","CHEV","PU","BK","10861 LINDBROOK DR","00203",51,"88.13B+","METER EXP.",63,34.0600298513677,-118.44309407715,"2018","LINDBROOK",12
"85",7494671,4344961795,2018-12-03,1949,"",NA,"CA",201910,"","MERZ","PA","BK","1148 WESTWOOD BLVD","00203",51,"22500I-","PARKED IN BUS ZONE",293,34.059823106563,-118.444766902545,"2018","WESTWOOD",12
"86",7494672,4344961806,2018-12-03,1952,"WV320",NA,"TX",201905,"","HYUN","PA","WT","1125 GLENDON AV","00203",51,"88.13B+","METER EXP.",63,34.0603672848118,-118.443993910344,"2018","GLENDON",12
"87",7494674,4344961821,2018-12-03,2214,"",NA,"CA",201808,"","FIAT","PA","WT","1051 BROXTON AVE","00203",51,"5204A-","DISPLAY OF TABS",25,34.0616034012504,-118.44634797146,"2018","BROXTON",12
"88",7518377,4342863560,2018-12-04,1017,"",NA,"CA",201908,"","HYUN","PA","OT","10861 WEYBURN AVE","00154",51,"80.56E4+","RED ZONE",93,34.0621870471848,-118.443065882493,"2018","WEYBURN",12
"89",7518382,4342863582,2018-12-04,1205,"",955,"CA",201911,"","HOND","PA","GY","411 KELTON AVE","00154",51,"80.69C","PARKED OVER TIME LIMIT",58,34.0701542833304,-118.453869388105,"2018","KELTON",12
"90",7518383,4342863593,2018-12-04,1207,"",1000,"CA",201901,"","HOND","PA","WT","430 KELTON AVE","00154",51,"80.69C","PARKED OVER TIME LIMIT",58,34.0697368109578,-118.453814290754,"2018","KELTON",12
"91",7518385,4342863604,2018-12-04,1215,"",1005,"CA",201812,"","HYUN","PA","WT","401 LANDFAIR AVE","00154",51,"80.69C","PARKED OVER TIME LIMIT",58,34.0705304066269,-118.453227530712,"2018","LANDFAIR",12
"92",7518387,4342863615,2018-12-04,1216,"",1005,"CA",201906,"","VOLK","PA","GY","401 LANDFAIR AVE","00154",51,"80.69C","PARKED OVER TIME LIMIT",58,34.0705304066269,-118.453227530712,"2018","LANDFAIR",12
"93",7518388,4342863626,2018-12-04,1218,"",1005,"CA",201903,"","HOND","PA","WT","415 LANDFAIR AVE","00154",51,"80.69C","PARKED OVER TIME LIMIT",58,34.0701658859643,-118.452974601526,"2018","LANDFAIR",12
"94",7518406,4342863630,2018-12-04,1219,"",NA,"CA",201805,"","ACUR","PA","WT","415 LANDFAIR AVE","00154",51,"5204A-","DISPLAY OF TABS",25,34.0701658859643,-118.452974601526,"2018","LANDFAIR",12
"95",7518407,4342863641,2018-12-04,1224,"",1010,"CA",201907,"","TOYT","PA","OT","610 MIDVALE AVE","00154",51,"80.69C","PARKED OVER TIME LIMIT",58,34.0662103622534,-118.451856961004,"2018","MIDVALE",12
"96",7518408,4342863652,2018-12-04,1230,"",1010,"CA",201903,"","HYUN","PA","RD","445 LANDFAIR AVE","00154",51,"80.69C","PARKED OVER TIME LIMIT",58,34.0695278431879,-118.452383389939,"2018","LANDFAIR",12
"97",7518409,4342863663,2018-12-04,1235,"",1010,"CA",201908,"","FORD","PA","WT","10940 STRATHMORE DR","00154",51,"80.69C","PARKED OVER TIME LIMIT",58,34.0672817475409,-118.449726410245,"2018","STRATHMORE",12
"98",7518410,4342863674,2018-12-04,1238,"",1010,"CA",201812,"","TOYT","PA","GY","10980 STRATHMORE DR","00154",51,"80.69C","PARKED OVER TIME LIMIT",58,34.0661097185546,-118.450109729546,"2018","STRATHMORE",12
"99",7519562,4342863685,2018-12-04,1243,"",1010,"CA",201907,"","NISS","PA","BK","10940 ROEBLING AVE","00154",51,"80.69C","PARKED OVER TIME LIMIT",58,34.0654568698267,-118.449062834889,"2018","ROEING",12
"100",7519563,4342863696,2018-12-04,1249,"",1010,"CA",201906,"","MITS","PA","BK","10991 ROEBLING AVE","00154",51,"80.69C","PARKED OVER TIME LIMIT",58,34.0646159174666,-118.449827641836,"2018","ROEING",12
"101",7519564,4342863700,2018-12-04,1250,"",1010,"CA",201903,"","HOND","PA","GY","10982 ROEBLING AVE","00154",51,"80.69C","PARKED OVER TIME LIMIT",58,34.0647510162922,-118.449706201201,"2018","ROEING",12
"102",7521670,4343106003,2018-12-04,1203,"",955,"CA",201903,"","LEXS","PA","WT","415 GAYLEY AVE","00154",51,"80.69C","PARKED OVER TIME LIMIT",58,34.0703417236465,-118.454444959214,"2018","GAYLEY",12
"103",7526255,4343507803,2018-12-04,1451,"WV391",NA,"CA",NA,"","LEXS","PA","GY","900 WESTWOOD BLVD","00301",51,"88.13B+","METER EXP.",63,34.0631214069544,-118.445286304363,"2018","WESTWOOD",12
"104",7526256,4343507814,2018-12-04,1457,"",NA,"CA",NA,"","LEXS","PA","GY","10800 KINROSS AVE","00301",51,"80.56E1","WHITE ZONE",58,34.0607777841811,-118.444451717502,"2018","KINROSS",12
"105",7526257,4343507825,2018-12-04,1501,"WV317",NA,"CA",201806,"","BMW","PA","GY","1101 GLENDON AV","00301",51,"88.13B+","METER EXP.",63,34.0607777841811,-118.444451717502,"2018","GLENDON",12
"106",7526258,4343507836,2018-12-04,1502,"",NA,"CA",201806,"","BMW","PA","GY","1101 GLENDON AV","00301",51,"5204A-","DISPLAY OF TABS",25,34.0607777841811,-118.444451717502,"2018","GLENDON",12
"107",7526259,4343507840,2018-12-04,1507,"",NA,"CA",201909,"","MITS","PA","SL","1100 GAYLEY AVE","00301",51,"80.56E4+","RED ZONE",93,34.0602234757446,-118.446479277639,"2018","GAYLEY",12
"108",7526273,4343507862,2018-12-04,1526,"WV275A",NA,"CA",201902,"","AUDI","PA","GY","1001 WESTWOOD BLVD","00301",51,"88.13B+","METER EXP.",63,34.0625690434399,-118.445296571114,"2018","WESTWOOD",12
"109",7540000,4344046626,2018-12-04,1117,"WV104",NA,"CA",201908,"","TOYT","PA","WT","1000 GAYLEY AV","00408",51,"88.13B+","METER EXP.",63,34.0619600888849,-118.447977614145,"2018","GAYLEY",12
"110",7542559,4344127012,2018-12-04,728,"",NA,"CA",201910,"","TOYT","PA","GY","415 GAYLEY AVE","00153",51,"80.69AA+","NO STOP/STAND",93,34.0703417236465,-118.454444959214,"2018","GAYLEY",12
"111",7542642,4344127141,2018-12-04,841,"",NA,"CA",NA,"","KIA","PA","SL","1200 GLENDON AVE","00153",51,"80.69BS","NO PARK/STREET CLEAN",73,34.0591194103246,-118.442587413335,"2018","GLENDON",12
"112",7542643,4344127152,2018-12-04,849,"",NA,"CA",201909,"","HOND","PA","BK","10756 ASHTON AVE","00153",51,"80.69BS","NO PARK/STREET CLEAN",73,34.0592358530501,-118.43778090783,"2018","ASHTON",12
"113",7542644,4344127163,2018-12-04,854,"",NA,"CA",201910,"","NISS","PA","SL","10824 LINDBROOK DR","00153",51,"80.69BS","NO PARK/STREET CLEAN",73,34.0606389993821,-118.441083296958,"2018","LINDBROOK",12
"114",7542646,4344127174,2018-12-04,855,"",NA,"CA",201907,"","TOYT","PA","GN","10824 LINDBROOK DR","00153",51,"80.69BS","NO PARK/STREET CLEAN",73,34.0606389993821,-118.441083296958,"2018","LINDBROOK",12
"115",7547818,4344301754,2018-12-04,1131,"WV476",NA,"CA",201809,"","MERZ","PA","WT","1001 HILGARD AV","00401",51,"88.13B+","METER EXP.",63,34.0616263016795,-118.441613471118,"2018","HILGARD",12
"116",7547819,4344301765,2018-12-04,1133,"",NA,"CA",201809,"","MERZ","PA","WT","1001 HILGARD AV","00401",51,"5204A-","DISPLAY OF TABS",25,34.0616263016795,-118.441613471118,"2018","HILGARD",12
"117",7547820,4344301776,2018-12-04,1239,"WV68",NA,"CA",201905,"","HOND","PA","BL","1101 GAYLEY AV","00401",51,"88.13B+","METER EXP.",63,34.0601933472066,-118.446452703778,"2018","GAYLEY",12
"118",7547821,4344301780,2018-12-04,1248,"WV21",NA,"CA",201901,"","VOLK","PA","WT","901 GAYLEY AV","00401",51,"88.13B+","METER EXP.",63,34.0636381338303,-118.448224327646,"2018","GAYLEY",12
"119",7547822,4344301791,2018-12-04,1257,"",NA,"CA",201712,"","BMW","PA","BK","1078 GAYLEY AV","00401",51,"5204A-","DISPLAY OF TABS",25,34.0605768230998,-118.446784915098,"2018","GAYLEY",12
"120",7547823,4344301802,2018-12-04,1302,"WV81",NA,"CA",NA,"","JAGU","PA","BL","1100 GAYLEY AV","00401",51,"88.13B+","METER EXP.",63,34.0602234757446,-118.446479277639,"2018","GAYLEY",12
"121",7547824,4344301813,2018-12-04,1306,"WV281",NA,"CA",201906,"","JEEP","PA","WT","1101 WESTWOOD BLVD","00401",51,"88.13B+","METER EXP.",63,34.0607883004129,-118.44532671232,"2018","WESTWOOD",12
"122",7547825,4344301824,2018-12-04,1316,"WV386",NA,"CA",201905,"","BMW","PA","BK","1000 WESTWOOD BLVD","00401",51,"88.13B+","METER EXP.",63,34.0625690434399,-118.445296571114,"2018","WESTWOOD",12
