,date,county,state,fips,cases,deaths
1031,2020-03-10,Alachua,Florida,12001.0,1,0
1200,2020-03-11,Alachua,Florida,12001.0,1,0
1409,2020-03-12,Alachua,Florida,12001.0,2,0
1675,2020-03-13,Alachua,Florida,12001.0,3,0
1997,2020-03-14,Alachua,Florida,12001.0,3,0
2379,2020-03-15,Alachua,Florida,12001.0,4,0
2814,2020-03-16,Alachua,Florida,12001.0,4,0
3297,2020-03-17,Alachua,Florida,12001.0,6,0
3854,2020-03-18,Alachua,Florida,12001.0,7,0
4519,2020-03-19,Alachua,Florida,12001.0,11,0
5298,2020-03-20,Alachua,Florida,12001.0,15,0
6225,2020-03-21,Alachua,Florida,12001.0,25,0
7261,2020-03-22,Alachua,Florida,12001.0,35,0
8407,2020-03-23,Alachua,Florida,12001.0,37,0
9654,2020-03-24,Alachua,Florida,12001.0,37,0
11031,2020-03-25,Alachua,Florida,12001.0,46,0
12585,2020-03-26,Alachua,Florida,12001.0,53,0
14265,2020-03-27,Alachua,Florida,12001.0,60,0
16060,2020-03-28,Alachua,Florida,12001.0,68,0
17964,2020-03-29,Alachua,Florida,12001.0,72,0
19958,2020-03-30,Alachua,Florida,12001.0,80,0
22049,2020-03-31,Alachua,Florida,12001.0,87,0
24221,2020-04-01,Alachua,Florida,12001.0,92,0
26461,2020-04-02,Alachua,Florida,12001.0,95,0
28758,2020-04-03,Alachua,Florida,12001.0,110,0
31118,2020-04-04,Alachua,Florida,12001.0,116,0
33525,2020-04-05,Alachua,Florida,12001.0,123,0
35973,2020-04-06,Alachua,Florida,12001.0,133,0
38462,2020-04-07,Alachua,Florida,12001.0,139,0
41003,2020-04-08,Alachua,Florida,12001.0,144,0
43569,2020-04-09,Alachua,Florida,12001.0,154,0
46167,2020-04-10,Alachua,Florida,12001.0,167,0
48797,2020-04-11,Alachua,Florida,12001.0,174,0
51457,2020-04-12,Alachua,Florida,12001.0,183,0
54138,2020-04-13,Alachua,Florida,12001.0,187,0
56831,2020-04-14,Alachua,Florida,12001.0,195,0
399,2020-03-01,Alameda,California,6001.0,1,0
426,2020-03-02,Alameda,California,6001.0,1,0
459,2020-03-03,Alameda,California,6001.0,2,0
494,2020-03-04,Alameda,California,6001.0,2,0
533,2020-03-05,Alameda,California,6001.0,2,0
583,2020-03-06,Alameda,California,6001.0,3,0
657,2020-03-07,Alameda,California,6001.0,3,0
752,2020-03-08,Alameda,California,6001.0,3,0
866,2020-03-09,Alameda,California,6001.0,24,0
998,2020-03-10,Alameda,California,6001.0,25,0
1164,2020-03-11,Alameda,California,6001.0,25,0
1370,2020-03-12,Alameda,California,6001.0,29,0
1630,2020-03-13,Alameda,California,6001.0,29,0
1947,2020-03-14,Alameda,California,6001.0,29,0
2326,2020-03-15,Alameda,California,6001.0,37,0
2760,2020-03-16,Alameda,California,6001.0,40,0
3240,2020-03-17,Alameda,California,6001.0,49,0
3793,2020-03-18,Alameda,California,6001.0,53,0
4453,2020-03-19,Alameda,California,6001.0,57,0
5226,2020-03-20,Alameda,California,6001.0,67,0
6145,2020-03-21,Alameda,California,6001.0,87,0
7179,2020-03-22,Alameda,California,6001.0,127,0
8322,2020-03-23,Alameda,California,6001.0,139,1
9563,2020-03-24,Alameda,California,6001.0,151,2
10937,2020-03-25,Alameda,California,6001.0,156,2
12488,2020-03-26,Alameda,California,6001.0,199,4
14163,2020-03-27,Alameda,California,6001.0,241,4
15955,2020-03-28,Alameda,California,6001.0,277,6
17856,2020-03-29,Alameda,California,6001.0,291,6
19846,2020-03-30,Alameda,California,6001.0,304,7
21934,2020-03-31,Alameda,California,6001.0,334,7
24106,2020-04-01,Alameda,California,6001.0,380,8
26344,2020-04-02,Alameda,California,6001.0,417,9
28639,2020-04-03,Alameda,California,6001.0,464,12
30998,2020-04-04,Alameda,California,6001.0,464,12
33405,2020-04-05,Alameda,California,6001.0,587,12
35852,2020-04-06,Alameda,California,6001.0,609,13
38341,2020-04-07,Alameda,California,6001.0,655,15
40882,2020-04-08,Alameda,California,6001.0,695,16
43446,2020-04-09,Alameda,California,6001.0,734,17
46043,2020-04-10,Alameda,California,6001.0,766,20
48673,2020-04-11,Alameda,California,6001.0,827,21
51334,2020-04-12,Alameda,California,6001.0,864,23
54014,2020-04-13,Alameda,California,6001.0,907,23
56707,2020-04-14,Alameda,California,6001.0,908,23
3,2020-01-24,Cook,Illinois,17031.0,1,0
6,2020-01-25,Cook,Illinois,17031.0,1,0
11,2020-01-26,Cook,Illinois,17031.0,1,0
16,2020-01-27,Cook,Illinois,17031.0,1,0
21,2020-01-28,Cook,Illinois,17031.0,1,0
26,2020-01-29,Cook,Illinois,17031.0,1,0
31,2020-01-30,Cook,Illinois,17031.0,2,0
37,2020-01-31,Cook,Illinois,17031.0,2,0
43,2020-02-01,Cook,Illinois,17031.0,2,0
51,2020-02-02,Cook,Illinois,17031.0,2,0
59,2020-02-03,Cook,Illinois,17031.0,2,0
67,2020-02-04,Cook,Illinois,17031.0,2,0
75,2020-02-05,Cook,Illinois,17031.0,2,0
84,2020-02-06,Cook,Illinois,17031.0,2,0
93,2020-02-07,Cook,Illinois,17031.0,2,0
102,2020-02-08,Cook,Illinois,17031.0,2,0
111,2020-02-09,Cook,Illinois,17031.0,2,0
121,2020-02-10,Cook,Illinois,17031.0,2,0
131,2020-02-11,Cook,Illinois,17031.0,2,0
141,2020-02-12,Cook,Illinois,17031.0,2,0
152,2020-02-13,Cook,Illinois,17031.0,2,0
163,2020-02-14,Cook,Illinois,17031.0,2,0
174,2020-02-15,Cook,Illinois,17031.0,2,0
185,2020-02-16,Cook,Illinois,17031.0,2,0
196,2020-02-17,Cook,Illinois,17031.0,2,0
208,2020-02-18,Cook,Illinois,17031.0,2,0
220,2020-02-19,Cook,Illinois,17031.0,2,0
233,2020-02-20,Cook,Illinois,17031.0,2,0
247,2020-02-21,Cook,Illinois,17031.0,2,0
261,2020-02-22,Cook,Illinois,17031.0,2,0
275,2020-02-23,Cook,Illinois,17031.0,2,0
290,2020-02-24,Cook,Illinois,17031.0,2,0
306,2020-02-25,Cook,Illinois,17031.0,2,0
326,2020-02-26,Cook,Illinois,17031.0,2,0
346,2020-02-27,Cook,Illinois,17031.0,2,0
366,2020-02-28,Cook,Illinois,17031.0,2,0
388,2020-02-29,Cook,Illinois,17031.0,3,0
413,2020-03-01,Cook,Illinois,17031.0,3,0
443,2020-03-02,Cook,Illinois,17031.0,4,0
477,2020-03-03,Cook,Illinois,17031.0,4,0
512,2020-03-04,Cook,Illinois,17031.0,4,0
554,2020-03-05,Cook,Illinois,17031.0,5,0
612,2020-03-06,Cook,Illinois,17031.0,6,0
696,2020-03-07,Cook,Illinois,17031.0,6,0
793,2020-03-08,Cook,Illinois,17031.0,7,0
913,2020-03-09,Cook,Illinois,17031.0,11,0
1054,2020-03-10,Cook,Illinois,17031.0,17,0
1228,2020-03-11,Cook,Illinois,17031.0,22,0
1442,2020-03-12,Cook,Illinois,17031.0,27,0
1713,2020-03-13,Cook,Illinois,17031.0,40,0
2039,2020-03-14,Cook,Illinois,17031.0,51,0
2430,2020-03-15,Cook,Illinois,17031.0,76,0
2871,2020-03-16,Cook,Illinois,17031.0,76,0
3360,2020-03-17,Cook,Illinois,17031.0,107,1
3923,2020-03-18,Cook,Illinois,17031.0,179,1
4599,2020-03-19,Cook,Illinois,17031.0,279,2
5404,2020-03-20,Cook,Illinois,17031.0,412,3
6338,2020-03-21,Cook,Illinois,17031.0,548,4
7388,2020-03-22,Cook,Illinois,17031.0,805,6
8543,2020-03-23,Cook,Illinois,17031.0,922,9
9810,2020-03-24,Cook,Illinois,17031.0,1194,12
11203,2020-03-25,Cook,Illinois,17031.0,1418,13
12765,2020-03-26,Cook,Illinois,17031.0,1904,18
14451,2020-03-27,Cook,Illinois,17031.0,2239,20
16255,2020-03-28,Cook,Illinois,17031.0,2613,28
18166,2020-03-29,Cook,Illinois,17031.0,3445,40
20046,2020-03-30,Cook,Georgia,13075.0,1,0
20181,2020-03-30,Cook,Illinois,17031.0,3727,44
22139,2020-03-31,Cook,Georgia,13075.0,1,0
22287,2020-03-31,Cook,Illinois,17031.0,4496,61
24315,2020-04-01,Cook,Georgia,13075.0,1,0
24468,2020-04-01,Cook,Illinois,17031.0,5152,95
26555,2020-04-02,Cook,Georgia,13075.0,1,0
26710,2020-04-02,Cook,Illinois,17031.0,5575,107
28853,2020-04-03,Cook,Georgia,13075.0,1,0
29012,2020-04-03,Cook,Illinois,17031.0,6473,141
31215,2020-04-04,Cook,Georgia,13075.0,1,0
31376,2020-04-04,Cook,Illinois,17031.0,7439,167
33622,2020-04-05,Cook,Georgia,13075.0,1,0
33786,2020-04-05,Cook,Illinois,17031.0,8043,186
36073,2020-04-06,Cook,Georgia,13075.0,2,0
36239,2020-04-06,Cook,Illinois,17031.0,8728,209
38564,2020-04-07,Cook,Georgia,13075.0,4,0
38733,2020-04-07,Cook,Illinois,17031.0,9509,249
41106,2020-04-08,Cook,Georgia,13075.0,4,0
41275,2020-04-08,Cook,Illinois,17031.0,10520,312
43672,2020-04-09,Cook,Georgia,13075.0,6,0
43841,2020-04-09,Cook,Illinois,17031.0,11415,351
46271,2020-04-10,Cook,Georgia,13075.0,6,0
46441,2020-04-10,Cook,Illinois,17031.0,12472,398
48901,2020-04-11,Cook,Georgia,13075.0,6,0
49071,2020-04-11,Cook,Illinois,17031.0,13417,453
51561,2020-04-12,Cook,Georgia,13075.0,7,0
51733,2020-04-12,Cook,Illinois,17031.0,14585,485
54242,2020-04-13,Cook,Georgia,13075.0,7,0
54413,2020-04-13,Cook,Illinois,17031.0,15474,543
56935,2020-04-14,Cook,Georgia,13075.0,7,0
57107,2020-04-14,Cook,Illinois,17031.0,16323,577
372,2020-02-28,King,Washington,53033.0,1,0
394,2020-02-29,King,Washington,53033.0,4,1
421,2020-03-01,King,Washington,53033.0,11,3
453,2020-03-02,King,Washington,53033.0,15,6
488,2020-03-03,King,Washington,53033.0,22,10
527,2020-03-04,King,Washington,53033.0,33,11
576,2020-03-05,King,Washington,53033.0,52,11
649,2020-03-06,King,Washington,53033.0,59,12
743,2020-03-07,King,Washington,53033.0,72,16
855,2020-03-08,King,Washington,53033.0,91,18
986,2020-03-09,King,Washington,53033.0,117,21
1149,2020-03-10,King,Washington,53033.0,191,23
1349,2020-03-11,King,Washington,53033.0,235,27
1603,2020-03-12,King,Washington,53033.0,271,28
1914,2020-03-13,King,Washington,53033.0,329,33
2287,2020-03-14,King,Washington,53033.0,389,36
2714,2020-03-15,King,Washington,53033.0,421,38
3188,2020-03-16,King,Washington,53033.0,489,44
3729,2020-03-17,King,Washington,53033.0,518,47
4364,2020-03-18,King,Washington,53033.0,563,57
5121,2020-03-19,King,Washington,53033.0,693,61
6023,2020-03-20,King,Washington,53033.0,794,68
7054,2020-03-21,King,Washington,53033.0,935,76
8191,2020-03-22,King,Washington,53033.0,1036,77
9417,2020-03-23,King,Washington,53033.0,1166,88
10770,2020-03-24,King,Washington,53033.0,1278,95
12298,2020-03-25,King,Washington,53033.0,1360,101
13960,2020-03-26,King,Washington,53033.0,1579,111
15740,2020-03-27,King,Washington,53033.0,1830,127
17632,2020-03-28,King,Washington,53033.0,2079,138
19611,2020-03-29,King,Washington,53033.0,2163,146
21692,2020-03-30,King,Washington,53033.0,2332,152
23855,2020-03-31,King,Washington,53033.0,2332,152
