"overall_rating","easiness_rating","workload_rating","clarity_rating","helpfulness_rating","reviews_count","first_name","last_name","class_code","class_title"
2.75,2.75,3,2.75,2,19,"Paul","Balmer","MATH 33A","Linear Algebra and Applications"
3.9090909090909091,3.1818181818181818,3,3.5454545454545455,4.2727272727272727,21,"Paul","Vonblum","COMM ST 165","Agitational Communication"
4.5,2.5,3,4.5,3.8333333333333333,16,"Steven","Nelson","ART HIS 55A","Introduction to Arts of Africa"
4.375,3.125,3,3.9375,4.1875,23,"Tonya","Kane","LIFESCI 1","Evolution, Ecology, and Biodiversity"
4.6842105263157895,3.6315789473684211,2.9473684210526316,4.5789473684210526,4.7368421052631579,32,"Kevin","Terraciano","HIST 8A","Colonial Latin America"
2.8333333333333333,2.8333333333333333,2.9444444444444444,2.2222222222222222,2.3888888888888889,21,"Danny","Litt","MGMT 1A","Principles of Accounting"
3.5882352941176471,3.0588235294117647,2.9411764705882353,3.5882352941176471,3.4117647058823529,17,"Davide","Panagia","POL SCI 10","Introduction to Political Theory"
2,2.125,2.9375,1.75,1.8125,16,"Martin","Gallauer Alves De Souza","MATH 33A","Linear Algebra and Applications"
2.5714285714285714,2.2857142857142857,2.9285714285714286,2.7142857142857143,2.6428571428571429,19,"Erkao","Bao","MATH 33B","Differential Equations"
4.6428571428571429,3.3571428571428571,2.9285714285714286,4.6428571428571429,3.5,42,"Jonathan","Kuntz","FILM TV 106A","History of American Motion Picture"
3.8461538461538462,2.6923076923076923,2.9230769230769231,4.0769230769230769,4.1538461538461538,27,"Muriel","Mcclendon","HIST 1B","Introduction to Western Civilization: Circa A.D. 843 to Circa 1715"
4.0769230769230769,2.7692307692307692,2.9230769230769231,3.9230769230769231,4.3076923076923077,18,"Paige","Greene","MATH 3B","Calculus for Life Sciences Students"
3.5,3,2.9166666666666667,3,2.75,15,"Shouxin","Dai","MATH 32A","Calculus of Several Variables"
3.4,2.5,2.9,3.1,3.3,31,"Jernej","Copic","ECON 101","Microeconomic Theory"
3.8,3,2.9,3.8,4.3,15,"Paige","Greene","MATH 3C","Probability for Life Sciences Students"
4.8888888888888889,3,2.8888888888888889,4.4444444444444444,4.7777777777777778,45,"Thomas","Harrison","ITALIAN 46","Italian Cinema and Culture in English"
3.1176470588235294,2.8823529411764706,2.8823529411764706,2.2941176470588235,3.3529411764705882,21,"Calvin","Normore","PHILOS 7","Introduction to Philosophy of Mind"
3.75,3.125,2.875,4.25,3.625,17,"Caroline","Ford","HIST 1C","Introduction to Western Civilization: Circa 1715 to the Present"
3.625,3,2.875,3.5,3.625,23,"Dee","Bridgewater","COMM ST 1","Principles of Oral Communication"
3.125,2.5,2.875,3,4.25,20,"Jennifer","Westbay","ENGCOMP 3","English Composition, Rhetoric, and Language"
4.4375,2.375,2.875,4.5,4.125,23,"Tiffany","Cvrkel","MCD BIO 50","Stem Cell Biology, Politics, and Ethics: Teasing Apart Issues"
4.3333333333333333,2.0666666666666667,2.8666666666666667,4.6,4.6,15,"Joshua","Samani","PHYSICS 1A","Physics for Scientists and Engineers: Mechanics"
3.2857142857142857,3.8571428571428571,2.8571428571428571,2.7142857142857143,2.3571428571428571,22,"David","Wilkinson","POL SCI 20","World Politics"
2.7857142857142857,2.4285714285714286,2.8571428571428571,3.0714285714285714,2.6428571428571429,30,"Lawren","Sack","EE BIOL 162","Plant Physiology"
3.5,2.3333333333333333,2.8333333333333333,3.6666666666666667,4.1666666666666667,20,"Calvin","Normore","PHILOS 6","Introduction to Political Philosophy"
4,2.8333333333333333,2.8333333333333333,4,4.6666666666666667,20,"John","Langdon","HIST 1A","Introduction to Western Civilization: Ancient Civilizations from Prehistory to Circa A.D. 843"
3,2.5,2.8333333333333333,3.3333333333333333,2.6666666666666667,26,"Lilia","Illes","GEOG 5","People and the Earth's Ecosystems"
4.8333333333333333,2.5,2.8333333333333333,4.6666666666666667,4.6666666666666667,19,"Sharon","Gerstel","ART HIS 51","Medieval Art"
3.7826086956521739,3.2173913043478261,2.8260869565217391,3.6521739130434783,3.8695652173913043,54,"Lieba","Faier","GEOG 3","Cultural Geography"
4.5,2.9,2.8,4.5,4.3,16,"Bonnie","Lisle","ENGCOMP 2","Approaches to University Writing"
3.6,2.6,2.8,3.4,3.4,24,"Elizabeth","Upton","MUSCLGY 599","Guidance of Ph.D. Dissertation"
3.4,2.6,2.8,3.6,3.6,23,"Eric","Gans","FRNCH 41","French Cinema and Culture"
3.2,2.4,2.8,2.6,3,29,"George","Murphy","ECON 107","History of Economic Theory"
2.8,3.2,2.8,2,2.2,28,"Steven","Loza","ETHNOMU M108A","Music of Latin America: Mexico, Central America, and Caribbean Isles"
3.4,2.6,2.8,3.8,3.6,31,"Travis","Longcore","GEOG 5","People and the Earth's Ecosystems"
3.6428571428571429,3.1428571428571429,2.7857142857142857,2.9285714285714286,3.9285714285714286,20,"Theodore","Porter","HIST 3C","Introduction to History of Science: History of Modern Science, Relativity to DNA"
4.5555555555555556,2.4444444444444444,2.7777777777777778,4.4444444444444444,3.7777777777777778,16,"Stephen","Dickey","ENGL 95A","Introduction to Poetry"
4.1538461538461538,3.0769230769230769,2.7692307692307692,3.6153846153846154,3.6923076923076923,23,"Torquil","Duthie","JAPAN 50","Japanese Civilization"
5,2.5,2.75,4.25,4.5,40,"David","Schriver","PHYSICS 6C","Physics for Life Sciences Majors: Light, Fluids, Thermodynamics, Modern Physics"
4.25,2.125,2.75,4.125,4.625,18,"John","Langdon","HIST 114A","History of Rome: To Death of Caesar"
4.5,2.75,2.75,4.375,4.625,17,"Margaret","Davis","ENGCOMP 3","English Composition, Rhetoric, and Language"
3.0833333333333333,2.5,2.75,2.75,2.3333333333333333,24,"Matthias","Aschenbrenner","MATH 31A","Differential and Integral Calculus"
3.75,2,2.75,3.75,3.5,23,"Rene","Ong","ASTR 3","Nature of Universe"
3.5,2.5,2.75,3.875,3.5,26,"Robert","Gurval","CLASSIC 20","Discovering Romans"
4.1875,2.625,2.75,4.25,4.5625,29,"Steven","Levy","PHILOS 31","Logic, First Course"
4.25,2.75,2.75,4.625,4.5,17,"Tyrone","Howard","EDUC 130","Race, Class, and Education Inequality in U.S."
3.75,2.75,2.75,3,3.25,23,"Victor","Bascara","ASIA AM 30","Asian American Literature and Culture"
3.75,2.25,2.75,3.75,4.5,34,"Vivian","Lew","STATS 10","Introduction to Statistical Reasoning"
3.4545454545454545,2,2.7272727272727273,3.8636363636363636,2.8636363636363636,123,"Eric","Scerri","CHEM 20A","Chemical Structure"
3.9090909090909091,2.7272727272727273,2.7272727272727273,3.9090909090909091,4.2727272727272727,15,"Paul","Vonblum","COMM ST 175","Criticism and Public Arts"
4.1428571428571429,2.4285714285714286,2.7142857142857143,4,4.2857142857142857,24,"Antonio","Nassar","PHYSICS 6A","Physics for Life Sciences Majors: Mechanics"
2.8571428571428571,2.7142857142857143,2.7142857142857143,4.5714285714285714,3.8571428571428571,16,"Bruce","Stone","ENGCOMP 3","English Composition, Rhetoric, and Language"
3.7142857142857143,2.8571428571428571,2.7142857142857143,3.4285714285714286,4.2857142857142857,15,"Doris","Namala","HIST 8A","Colonial Latin America"
3.380952380952381,2.4761904761904762,2.7142857142857143,3.380952380952381,3.0476190476190476,87,"Eric","Scerri","CHEM 14A","Atomic and Molecular Structure, Equilibria, Acids, and Bases"
3.4285714285714286,2.2857142857142857,2.7142857142857143,3.5714285714285714,3.7142857142857143,19,"Gretchen","Davis","STATS 11","Introduction to Statistical Methods for Business and Economics"
3.7857142857142857,2.5714285714285714,2.7142857142857143,3.2142857142857143,3.5,15,"Karyl","Kicenski","COMM ST 143","Rhetoric of Popular Culture"
3.4285714285714286,2.4285714285714286,2.7142857142857143,3.5714285714285714,3.4285714285714286,15,"Nancy","Levine","ANTHRO 9","Culture and Society"
4.4285714285714286,2.7142857142857143,2.7142857142857143,5,4.2857142857142857,17,"Patrick","Harran","CHEM 30A","Chemical Dynamics and Reactivity: Introduction to Organic Chemistry"
3.4285714285714286,2.4285714285714286,2.7142857142857143,3.4285714285714286,3.5714285714285714,15,"Terri","Anderson","SOCIOL 20","Introduction to Sociological Research Methods"
3.4285714285714286,2.2857142857142857,2.7142857142857143,3.8571428571428571,3.5714285714285714,19,"Theodore","Robles","PSYCH 150","Introduction to Health Psychology"
4.4285714285714286,2.7142857142857143,2.7142857142857143,4.1428571428571429,4.8571428571428571,25,"Todd","Presner","GERMAN 59","Holocaust in Film and Literature"
3.95,2.5,2.7,4.05,4.1,42,"Joseph","Esdin","LIFESCI 2","Cells, Tissues, and Organs"
2.3076923076923077,3.1538461538461538,2.6923076923076923,3.3846153846153846,2.2307692307692308,21,"Dane","Swango","POL SCI 120A","Foreign Relations of the U.S."
2.6666666666666667,2.3333333333333333,2.6666666666666667,2.5,3.5,34,"Alessandro","Duranti","ANTHRO 33","Culture and Communication"
3.5833333333333333,2,2.6666666666666667,3.25,3.6666666666666667,39,"Andrew","Hsu","PHILOS 21","Skepticism and Rationality"
4.5,2.5,2.6666666666666667,4.3333333333333333,4.5,16,"Beatriz","Ruiz-silva","CHEM 17","Chemical Principles"
3.3333333333333333,2.3333333333333333,2.6666666666666667,3.3333333333333333,2.8333333333333333,16,"C","Raia","HIST 20","World History to A.D. 600"
4.0833333333333333,2.75,2.6666666666666667,4,4.25,15,"David","Schriver","PHYSICS 6A","Physics for Life Sciences Majors: Mechanics"
4.6666666666666667,2.6666666666666667,2.6666666666666667,4,4.5,16,"H","Brix","A&O SCI 1","Climate Change: From Puzzles to Policy"
2.8333333333333333,2.3333333333333333,2.6666666666666667,2,2.6666666666666667,18,"Ichiro","Obara","ECON 101","Microeconomic Theory"
2.3333333333333333,2.3333333333333333,2.6666666666666667,2.3333333333333333,2.3333333333333333,23,"Karoly","Holczer","PHYSICS 6C","Physics for Life Sciences Majors: Light, Fluids, Thermodynamics, Modern Physics"
3.1929824561403509,2.4736842105263158,2.6666666666666667,3.1754385964912281,3.5087719298245614,191,"Laurence","Lavelle","CHEM 14A","Atomic and Molecular Structure, Equilibria, Acids, and Bases"
4.5,3.1666666666666667,2.6666666666666667,4.5,4.6666666666666667,16,"Mark","Huppin","COMM ST 171","Theories of Freedom of Speech and Press"
3.8888888888888889,2.7777777777777778,2.6666666666666667,3.8888888888888889,3.7777777777777778,24,"Michael","Osman","ARCH&UD 30","Introduction to Architectural Studies"
2.3333333333333333,2,2.6666666666666667,2.6666666666666667,2.3333333333333333,35,"Nancy","Woolf","PSYCH 15","Introductory Psychobiology"
2.3333333333333333,2.5,2.6666666666666667,2.5,2.8333333333333333,35,"Rajesh","Nandy","PSYCH 100A","Psychological Statistics"
4.1111111111111111,2.7777777777777778,2.6666666666666667,4.5555555555555556,4.4444444444444444,21,"Richard","Creese","ENGCOMP 3","English Composition, Rhetoric, and Language"
3.1666666666666667,2.3333333333333333,2.6666666666666667,2.8333333333333333,2.8333333333333333,30,"Thomas","Schwartz","POL SCI 40","Introduction to American Politics"
3.0833333333333333,2.5,2.6666666666666667,3.1666666666666667,3.5833333333333333,19,"Zhipeng","Liao","ECON 41","Statistics for Economists"
4.35,2.45,2.65,4.45,4.15,55,"David","Smallberg","COM SCI 31","Introduction to Computer Science I"
2,2.5882352941176471,2.6470588235294118,1.2352941176470588,1.7058823529411765,17,"Sharmila","Venugopal","LIFESCI 30A","Mathematics for Life Scientists"
4,2.4705882352941176,2.6470588235294118,4.4117647058823529,4.4117647058823529,20,"Stephen","Dickey","ENGL 142A","Shakespeare: Poems and Early Plays"
4.5454545454545455,2.9090909090909091,2.6363636363636364,4.7272727272727273,4.8181818181818182,21,"Ed","Frankel","ENGCOMP 3","English Composition, Rhetoric, and Language"
3.125,2.25,2.625,3.3125,3,19,"Alex","Levine","CHEM 20A","Chemical Structure"
3.125,2.25,2.625,3,3.125,19,"Esha","De","ENGCOMP 3","English Composition, Rhetoric, and Language"
4.125,2.25,2.625,4.125,4.125,20,"Gregory","Bryant","COMM ST 118","Language and Music"
4.125,2.6875,2.625,4.375,4,43,"Iris","Firstenberg","PSYCH 100B","Research Methods in Psychology"
3.625,2.75,2.625,2.5,3.75,19,"Mahtash","Esfandiari","STATS 112","Statistical Methods for Social Sciences"
2.5384615384615385,2.0769230769230769,2.6153846153846154,2.6153846153846154,3.1538461538461538,22,"Sean","Mcauliffe","PSYCH 85","Introduction to Cognitive Science"
3.3333333333333333,2.6111111111111111,2.6111111111111111,3.5555555555555556,3.3888888888888889,30,"Rogers","Brubaker","SOCIOL 1","Introductory Sociology"
4,2.4,2.6,3.6,3.4,30,"Alan","Chapman","MUSIC 15","Art of Listening"
4.4,2.2,2.6,4.4,3.8,15,"Brendan","Sheehan","MATH 32A","Calculus of Several Variables"
3.6,2.4,2.6,4,4.4,15,"David","Hernandez","CHICANO 10B","Introduction to Chicana/Chicano Studies: Social Structure and Contemporary Conditions"
3.4,2.4,2.6,3.6,4.2,40,"David","Weisbart","MATH 3C","Probability for Life Sciences Students"
3.4,2.6,2.6,3.4,3.8,23,"Lee","Ohanian","ECON 102","Macroeconomic Theory"
3.05,2.5,2.6,2.55,3.25,24,"Mark","Burgin","COM SCI 181","Introduction to Formal Languages and Automata Theory"
2.6,2,2.6,2.4,2.4,31,"Richard","Buddin","ECON 101","Microeconomic Theory"
4,2.7,2.6,4.5,4.2,21,"Teddi","Chichester","ENGCOMP 3","English Composition, Rhetoric, and Language"
2.4,2.2,2.6,2.4,2.8,18,"Vickie","Mays","PSYCH 127","Abnormal Psychology"
3.9166666666666667,2.5,2.5833333333333333,3.6666666666666667,3.5833333333333333,17,"Leslie","Johns","POL SCI 123A","International Law"
3.0833333333333333,2.4166666666666667,2.5833333333333333,3.3333333333333333,3.25,44,"Monica","Smith","ANTHRO 8","Archaeology: Introduction"
4.6666666666666667,2.5833333333333333,2.5833333333333333,4.3333333333333333,4.5833333333333333,15,"Nancy","Ezer","HEBREW 1A","Elementary Hebrew"
4.1428571428571429,2.7142857142857143,2.5714285714285714,3.8571428571428571,3.5714285714285714,15,"Bruce","Chorpita","PSYCH 127","Abnormal Psychology"
4.2857142857142857,2.1428571428571429,2.5714285714285714,4.1428571428571429,4.2857142857142857,27,"Carlos","Grijalva","PSYCH 10","Introductory Psychology"
4.2857142857142857,2.5714285714285714,2.5714285714285714,3.4285714285714286,3.5714285714285714,15,"David","Schriver","PHYSICS 6B","Physics for Life Sciences Majors: Waves, Electricity, and Magnetism"
2,2.8571428571428571,2.5714285714285714,2.5714285714285714,2.2857142857142857,17,"George","Gruner","PHYSICS 10","Physics"
